dataset,repetition,seed,model,train_rows,ngram_range,min_df,C,affect_weight,scope,subset,manipulation_category,rows,detected_misleading,missed_misleading,misleading_recall,mean_probability_misleading,median_probability_misleading,std_probability_misleading
liar2_finance,5,55,text_only,2048,1-2,1,1.0,,subset_category,main,causal,188,98,90,0.5212765957446809,0.5044012288701188,0.506460901658112,0.07848119924755022
liar2_finance,5,55,text_only,2048,1-2,1,1.0,,subset_category,main,flipping,306,114,192,0.37254901960784315,0.4805177280808465,0.4785183854422246,0.07724407760029012
liar2_finance,5,55,text_only,2048,1-2,1,1.0,,subset_category,main,numerical,353,134,219,0.37960339943342775,0.47915152790536514,0.47958874255002193,0.07710663627792275
liar2_finance,5,55,text_only,2048,1-2,1,1.0,,subset_category,main,sentiment,153,71,82,0.46405228758169936,0.49015182517398753,0.4923637401043562,0.07294366068218316
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,overall,all,all,1123,357,766,0.3178984861976848,0.4107398561485189,0.3893901810200734,0.1877718739231463
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,overall_non_sentiment,all,non_sentiment,917,299,618,0.3260632497273719,0.41357334840433513,0.3902966157948388,0.1888238346208507
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset,hard_case,all,123,26,97,0.21138211382113822,0.3598299737974488,0.3345823895134191,0.1846055882646043
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_non_sentiment,hard_case,non_sentiment,70,17,53,0.24285714285714285,0.36407682238652994,0.3297437419775791,0.19787467745353526
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset,main,all,1000,331,669,0.331,0.41700177167770053,0.3963249601501616,0.18720388681343492
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_non_sentiment,main,non_sentiment,847,282,565,0.33293978748524206,0.41766397038927766,0.39542993797454673,0.18747262173258694
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,category,all,causal,231,89,142,0.3852813852813853,0.43791340990367456,0.42897568179589934,0.189815437000667
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,category,all,flipping,313,110,203,0.3514376996805112,0.42691825415456314,0.3902966157948388,0.18839741240683225
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,category,all,numerical,373,100,273,0.2680965147453083,0.38730120441996846,0.37260897030873164,0.18533842967587563
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,category,all,sentiment,206,58,148,0.2815533980582524,0.3981266891651038,0.3830754244273783,0.18248270910254408
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,hard_case,causal,43,15,28,0.3488372093023256,0.42139935327736205,0.3935855045229411,0.20667272933071537
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,hard_case,flipping,7,2,5,0.2857142857142857,0.40745774988662725,0.4619713511339791,0.15101746160446583
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,hard_case,numerical,20,0,20,0.0,0.22565005634620694,0.20592477546055604,0.10167902059051007
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,hard_case,sentiment,53,9,44,0.16981132075471697,0.35422092849111547,0.3459854650414603,0.1652903302327722
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,main,causal,188,74,114,0.39361702127659576,0.44169056115330985,0.4350961918302232,0.18553849917024282
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,main,flipping,306,108,198,0.35294117647058826,0.427363429088797,0.39026259015061465,0.189142687152896
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,main,numerical,353,100,253,0.28328611898017,0.3964599096932694,0.38585921787294597,0.18478737309016627
liar2_finance,5,55,emotion_aware,2048,1-2,1,10.0,0.05,subset_category,main,sentiment,153,49,104,0.3202614379084967,0.41333587423517826,0.4013363672194234,0.18566642592999902
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,overall,all,all,1123,436,687,0.38824577025823687,0.44913119385087635,0.4404993017993807,0.19241277665736295
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,overall_non_sentiment,all,non_sentiment,917,362,555,0.39476553980370777,0.45130409920864434,0.4404993017993807,0.19375742199149187
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset,hard_case,all,123,36,87,0.2926829268292683,0.40116688066514505,0.3977647719957103,0.18718366279079818
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_non_sentiment,hard_case,non_sentiment,70,23,47,0.32857142857142857,0.41086691483496746,0.40327920807737216,0.1988118464425846
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset,main,all,1000,400,600,0.4,0.4550308043727213,0.4445427354978,0.19222135591443748
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_non_sentiment,main,non_sentiment,847,339,508,0.4002361275088548,0.4546460152725846,0.4428084986419388,0.19295504154854679
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,category,all,causal,231,115,116,0.49783549783549785,0.4954444127728251,0.493219122889388,0.19720122065679194
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,category,all,flipping,313,113,200,0.3610223642172524,0.43660021347691313,0.4175188036430143,0.19045884889692336
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,category,all,numerical,373,134,239,0.35924932975871315,0.4363065222668377,0.43173798911330563,0.19015424369326708
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,category,all,sentiment,206,74,132,0.3592233009708738,0.4394586005835305,0.44055057284567756,0.1860016882201255
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,hard_case,causal,43,21,22,0.4883720930232558,0.47287236991200843,0.493219122889388,0.2067689723420564
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,hard_case,flipping,7,2,5,0.2857142857142857,0.41221103251665586,0.44601246151159657,0.14835499284563014
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,hard_case,numerical,20,0,20,0.0,0.2770847452307385,0.2679961172336646,0.11204517829769974
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,hard_case,sentiment,53,13,40,0.24528301886792453,0.38835551478047403,0.3665671742153583,0.16976810989318947
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,main,causal,188,94,94,0.5,0.5006071672569482,0.5032700222198518,0.1945792839392826
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,main,flipping,306,111,195,0.3627450980392157,0.4371581359171804,0.41589810158226737,0.19127725047683033
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,main,numerical,353,134,219,0.37960339943342775,0.44532758612157414,0.44288653212332213,0.1896793959279069
liar2_finance,6,66,text_only,2048,1-2,1,10.0,,subset_category,main,sentiment,153,61,92,0.39869281045751637,0.4571609767113867,0.45232315025842146,0.18809370659559915
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,overall,all,all,1123,356,767,0.3170080142475512,0.4528649582677004,0.44585163153946483,0.09734385615287551
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,overall_non_sentiment,all,non_sentiment,917,292,625,0.31842966194111233,0.4526010051149422,0.44530698183840384,0.09786308238018356
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset,hard_case,all,123,30,93,0.24390243902439024,0.43195152595322955,0.4211418395066308,0.10621421037429947
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_non_sentiment,hard_case,non_sentiment,70,18,52,0.2571428571428571,0.4271024490121992,0.41690943224202903,0.11564893762208729
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset,main,all,1000,326,674,0.326,0.45543731044238017,0.45005773323361853,0.09588180154166853
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_non_sentiment,main,non_sentiment,847,274,573,0.3234946871310508,0.4547083238011193,0.44964967024497665,0.09594355657220738
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,category,all,causal,231,82,149,0.354978354978355,0.4583367307609701,0.45608733458756623,0.0974086086978323
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,category,all,flipping,313,121,192,0.3865814696485623,0.4689204041082268,0.4702302159955344,0.09490312689233589
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,category,all,numerical,373,89,284,0.2386058981233244,0.43535455870976675,0.4300306697747671,0.0978245567683441
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,category,all,sentiment,206,64,142,0.3106796116504854,0.45403993419526917,0.4493975180488756,0.09498921683577477
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,hard_case,causal,43,15,28,0.3488372093023256,0.45333217754003863,0.43522674059778915,0.11691877643856521
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,hard_case,flipping,7,3,4,0.42857142857142855,0.4850793353629642,0.49041882166416007,0.08456719180705079
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,hard_case,numerical,20,0,20,0.0,0.3504166224545763,0.36162220363577063,0.07988385153623472
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,hard_case,sentiment,53,12,41,0.22641509433962265,0.43835596719610004,0.431089212623313,0.0918953647488549
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,main,causal,188,67,121,0.35638297872340424,0.4594813892104385,0.460347444795833,0.09233080159422279
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,main,flipping,306,118,188,0.38562091503267976,0.46855075535403345,0.4671950363762505,0.09509431222856468
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,main,numerical,353,89,264,0.2521246458923513,0.4401669063729503,0.43498574522209493,0.09653170309082444
liar2_finance,6,66,emotion_aware,2048,1-2,2,1.0,0.25,subset_category,main,sentiment,153,52,101,0.33986928104575165,0.4594729423714519,0.4532116351975336,0.0954385235755183
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,overall,all,all,1123,436,687,0.38824577025823687,0.44913119385087635,0.4404993017993807,0.19241277665736295
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,overall_non_sentiment,all,non_sentiment,917,362,555,0.39476553980370777,0.45130409920864434,0.4404993017993807,0.19375742199149187
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset,hard_case,all,123,36,87,0.2926829268292683,0.40116688066514505,0.3977647719957103,0.18718366279079818
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_non_sentiment,hard_case,non_sentiment,70,23,47,0.32857142857142857,0.41086691483496746,0.40327920807737216,0.1988118464425846
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset,main,all,1000,400,600,0.4,0.4550308043727213,0.4445427354978,0.19222135591443748
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_non_sentiment,main,non_sentiment,847,339,508,0.4002361275088548,0.4546460152725846,0.4428084986419388,0.19295504154854679
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,category,all,causal,231,115,116,0.49783549783549785,0.4954444127728251,0.493219122889388,0.19720122065679194
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,category,all,flipping,313,113,200,0.3610223642172524,0.43660021347691313,0.4175188036430143,0.19045884889692336
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,category,all,numerical,373,134,239,0.35924932975871315,0.4363065222668377,0.43173798911330563,0.19015424369326708
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,category,all,sentiment,206,74,132,0.3592233009708738,0.4394586005835305,0.44055057284567756,0.1860016882201255
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,hard_case,causal,43,21,22,0.4883720930232558,0.47287236991200843,0.493219122889388,0.2067689723420564
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,hard_case,flipping,7,2,5,0.2857142857142857,0.41221103251665586,0.44601246151159657,0.14835499284563014
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,hard_case,numerical,20,0,20,0.0,0.2770847452307385,0.2679961172336646,0.11204517829769974
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,hard_case,sentiment,53,13,40,0.24528301886792453,0.38835551478047403,0.3665671742153583,0.16976810989318947
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,main,causal,188,94,94,0.5,0.5006071672569482,0.5032700222198518,0.1945792839392826
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,main,flipping,306,111,195,0.3627450980392157,0.4371581359171804,0.41589810158226737,0.19127725047683033
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,main,numerical,353,134,219,0.37960339943342775,0.44532758612157414,0.44288653212332213,0.1896793959279069
liar2_finance,7,77,text_only,2048,1-2,1,10.0,,subset_category,main,sentiment,153,61,92,0.39869281045751637,0.4571609767113867,0.45232315025842146,0.18809370659559915
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,overall,all,all,1123,314,809,0.27960819234194123,0.45458973691407567,0.45292301520285866,0.08050333024052467
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,overall_non_sentiment,all,non_sentiment,917,265,652,0.2889858233369684,0.4555170424887639,0.452514398860204,0.0811641153466004
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset,hard_case,all,123,22,101,0.17886178861788618,0.4337329033822583,0.4306722858745324,0.08261597188783898
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_non_sentiment,hard_case,non_sentiment,70,14,56,0.2,0.43026289012574725,0.4239450509066521,0.08874045532280556
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset,main,all,1000,292,708,0.292,0.4571551274384893,0.45638061866992147,0.07986433293109063
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_non_sentiment,main,non_sentiment,847,251,596,0.29634002361275086,0.4576041625187653,0.4557452176976834,0.08015088526819925
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,category,all,causal,231,70,161,0.30303030303030304,0.45747515676864325,0.45441881817659524,0.07840787938858307
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,category,all,flipping,313,121,192,0.3865814696485623,0.47823900267524694,0.4821505133122331,0.07798328448685225
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,category,all,numerical,373,74,299,0.19839142091152814,0.43523742335465854,0.43207789850901557,0.08023658468089954
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,category,all,sentiment,206,49,157,0.23786407766990292,0.4504618766617016,0.453695021947189,0.07735878411001278
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,hard_case,causal,43,11,32,0.2558139534883721,0.4523195185693838,0.4347621169589933,0.08967542147005216
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,hard_case,flipping,7,3,4,0.42857142857142855,0.4756408586924836,0.47486580695546515,0.051121746776349446
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,hard_case,numerical,20,0,20,0.0,0.36695884997357087,0.3737351961142417,0.05986361015279166
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,hard_case,sentiment,53,8,45,0.1509433962264151,0.43831593975878236,0.43283078108846007,0.07350101677616865
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,main,causal,188,59,129,0.31382978723404253,0.4586543718886867,0.45776066952086447,0.07554567769692029
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,main,flipping,306,118,188,0.38562091503267976,0.47829843734151933,0.4822304655939299,0.07848928027262637
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,main,numerical,353,74,279,0.2096317280453258,0.4391058977671847,0.43733917765158054,0.07950172847333611
liar2_finance,7,77,emotion_aware,2048,1-2,1,1.0,0.05,subset_category,main,sentiment,153,41,112,0.2679738562091503,0.4546692927130397,0.4634023832155844,0.0782123886044551
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,overall,all,all,1123,436,687,0.38824577025823687,0.44913119385087635,0.4404993017993807,0.19241277665736295
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,overall_non_sentiment,all,non_sentiment,917,362,555,0.39476553980370777,0.45130409920864434,0.4404993017993807,0.19375742199149187
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset,hard_case,all,123,36,87,0.2926829268292683,0.40116688066514505,0.3977647719957103,0.18718366279079818
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_non_sentiment,hard_case,non_sentiment,70,23,47,0.32857142857142857,0.41086691483496746,0.40327920807737216,0.1988118464425846
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset,main,all,1000,400,600,0.4,0.4550308043727213,0.4445427354978,0.19222135591443748
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_non_sentiment,main,non_sentiment,847,339,508,0.4002361275088548,0.4546460152725846,0.4428084986419388,0.19295504154854679
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,category,all,causal,231,115,116,0.49783549783549785,0.4954444127728251,0.493219122889388,0.19720122065679194
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,category,all,flipping,313,113,200,0.3610223642172524,0.43660021347691313,0.4175188036430143,0.19045884889692336
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,category,all,numerical,373,134,239,0.35924932975871315,0.4363065222668377,0.43173798911330563,0.19015424369326708
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,category,all,sentiment,206,74,132,0.3592233009708738,0.4394586005835305,0.44055057284567756,0.1860016882201255
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,hard_case,causal,43,21,22,0.4883720930232558,0.47287236991200843,0.493219122889388,0.2067689723420564
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,hard_case,flipping,7,2,5,0.2857142857142857,0.41221103251665586,0.44601246151159657,0.14835499284563014
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,hard_case,numerical,20,0,20,0.0,0.2770847452307385,0.2679961172336646,0.11204517829769974
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,hard_case,sentiment,53,13,40,0.24528301886792453,0.38835551478047403,0.3665671742153583,0.16976810989318947
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,main,causal,188,94,94,0.5,0.5006071672569482,0.5032700222198518,0.1945792839392826
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,main,flipping,306,111,195,0.3627450980392157,0.4371581359171804,0.41589810158226737,0.19127725047683033
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,main,numerical,353,134,219,0.37960339943342775,0.44532758612157414,0.44288653212332213,0.1896793959279069
liar2_finance,8,88,text_only,2048,1-2,1,10.0,,subset_category,main,sentiment,153,61,92,0.39869281045751637,0.4571609767113867,0.45232315025842146,0.18809370659559915
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,overall,all,all,1123,347,776,0.3089937666963491,0.4047309269713154,0.3842171565320107,0.18726376497333194
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,overall_non_sentiment,all,non_sentiment,917,290,627,0.31624863685932386,0.40674504133090167,0.3842171565320107,0.18837384272212984
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset,hard_case,all,123,27,96,0.21951219512195122,0.35589288816941994,0.3282348199815382,0.1861597755042091
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_non_sentiment,hard_case,non_sentiment,70,18,52,0.2571428571428571,0.3588988166984742,0.32055588159862847,0.2000371886246276
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset,main,all,1000,320,680,0.32,0.4107380057439485,0.3936392750863915,0.18651800496503437
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_non_sentiment,main,non_sentiment,847,272,575,0.32113341204250295,0.4106992747715982,0.39024298340133873,0.18683008087764388
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,category,all,causal,231,88,143,0.38095238095238093,0.43181121718087906,0.4216542465935119,0.18933458869429096
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,category,all,flipping,313,104,209,0.33226837060702874,0.4147223731196305,0.3839617043240391,0.18752752986281054
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,category,all,numerical,373,98,275,0.26273458445040215,0.3845273698262988,0.36772585024871723,0.18598598046377335
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,category,all,sentiment,206,57,149,0.2766990291262136,0.39576518489490436,0.3859564202446566,0.1819699863204881
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,hard_case,causal,43,16,27,0.37209302325581395,0.41665657479316615,0.406098064296485,0.20883778759416316
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,hard_case,flipping,7,2,5,0.2857142857142857,0.4020711444243337,0.45616318371646003,0.1588896583166889
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,hard_case,numerical,20,0,20,0.0,0.21960932209083545,0.21138558555933074,0.10110068051037757
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,hard_case,sentiment,53,9,44,0.16981132075471697,0.35192279388576375,0.34985358434264424,0.16597980042037017
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,main,causal,188,72,116,0.3829787234042553,0.43527743857806855,0.4252156552985392,0.18440948987088132
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,main,flipping,306,102,204,0.3333333333333333,0.41501178031200653,0.38318579382531526,0.18812169555536606
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,main,numerical,353,98,255,0.2776203966005666,0.393871168564852,0.38343011783698894,0.1853192433946486
liar2_finance,8,88,emotion_aware,2048,1-2,1,10.0,0.1,subset_category,main,sentiment,153,48,105,0.3137254901960784,0.4109524183817309,0.4055052247848796,0.18478068711249157
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,overall,all,all,1123,460,663,0.40961709706144256,0.48378990276349326,0.48149631692331996,0.07715495813228529
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,overall_non_sentiment,all,non_sentiment,917,371,546,0.40458015267175573,0.4838702603093229,0.4812445110283683,0.07833757833742744
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset,hard_case,all,123,43,80,0.34959349593495936,0.46582509252737875,0.46767713576590964,0.07280144476680932
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_non_sentiment,hard_case,non_sentiment,70,25,45,0.35714285714285715,0.4671811933247689,0.471093247242766,0.07882181825803371
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset,main,all,1000,417,583,0.417,0.4859995744225354,0.4838793582635987,0.07738609409731881
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_non_sentiment,main,non_sentiment,847,346,501,0.4085005903187721,0.48524952204358346,0.48252499481437083,0.07813811959168765
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,category,all,causal,231,118,113,0.5108225108225108,0.5018117328162962,0.5057359038480036,0.0787157095700479
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,category,all,flipping,313,117,196,0.3738019169329074,0.4803017082399959,0.477152422892736,0.0768587374956923
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,category,all,numerical,373,136,237,0.3646112600536193,0.4757535757210884,0.4776235346149079,0.07756720793070843
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,category,all,sentiment,206,89,117,0.4320388349514563,0.4834321946589992,0.4838793582635987,0.07165304409008216
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,hard_case,causal,43,20,23,0.46511627906976744,0.4904902151856297,0.4844443498587667,0.07873908359619539
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,hard_case,flipping,7,3,4,0.42857142857142855,0.4708585551970948,0.4557777179806076,0.05674690291820906
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,hard_case,numerical,20,2,18,0.1,0.4157797196686043,0.4213748424463895,0.058935367909448456
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,hard_case,sentiment,53,18,35,0.33962264150943394,0.4640340160025234,0.46397795379016027,0.06394365291854484
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,main,causal,188,98,90,0.5212765957446809,0.5044012288701188,0.506460901658112,0.07848119924755022
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,main,flipping,306,114,192,0.37254901960784315,0.4805177280808465,0.4785183854422246,0.07724407760029012
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,main,numerical,353,134,219,0.37960339943342775,0.47915152790536514,0.47958874255002193,0.07710663627792275
liar2_finance,9,99,text_only,2048,1-2,1,1.0,,subset_category,main,sentiment,153,71,82,0.46405228758169936,0.49015182517398753,0.4923637401043562,0.07294366068218316
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,overall,all,all,1123,420,703,0.37399821905609976,0.46636668655958624,0.4621591696079492,0.09314279808336888
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,overall_non_sentiment,all,non_sentiment,917,343,574,0.37404580152671757,0.4675112167144353,0.46055864524029017,0.09418861917370536
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset,hard_case,all,123,32,91,0.2601626016260163,0.44162941092882557,0.429856144595553,0.09891554363213885
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_non_sentiment,hard_case,non_sentiment,70,18,52,0.2571428571428571,0.43938398931042705,0.43026250475399574,0.10583848081653995
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset,main,all,1000,388,612,0.388,0.4694093714621698,0.46624605012360454,0.09194935880151227
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_non_sentiment,main,non_sentiment,847,325,522,0.3837072018890201,0.46983578096270046,0.4640149917490387,0.09277997115365756
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,category,all,causal,231,90,141,0.38961038961038963,0.4716865393714791,0.47221716176261674,0.09234512467010667
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,category,all,flipping,313,143,170,0.45686900958466453,0.4870664054772211,0.4837164007276394,0.09168409519580249
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,category,all,numerical,373,110,263,0.2949061662198391,0.4485158450883519,0.4439068926046982,0.09371544518318894
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,category,all,sentiment,206,77,129,0.3737864077669903,0.4612718605790201,0.46751366414808365,0.08815715900234503
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_category,hard_case,causal,43,14,29,0.32558139534883723,0.4607475544171961,0.4562217755953145,0.10764244445218625
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_category,hard_case,flipping,7,3,4,0.42857142857142855,0.4887405689879381,0.4862232201047535,0.09202205624018678
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_category,hard_case,numerical,20,1,19,0.05,0.3761775214437447,0.39241291322437555,0.07417311190939392
liar2_finance,9,99,emotion_aware,2048,1-1,1,1.0,0.1,subset_category,hard_case,sentiment,53,14,39,0.2641509433962264,0.4445950621229367,0.429856144595553,0.08886316293956102
