dataset,metric,n_repetitions,text_only_mean,text_only_std,emotion_aware_mean,emotion_aware_std,mean_difference_emotion_minus_text,median_difference_emotion_minus_text,wilcoxon_statistic,p_value,rank_biserial,p_value_holm,significant_holm_0_05
liar2_finance,macro_f1,10,0.6528243631574986,0.007389012398806277,0.6610158613063263,0.008120499049956924,0.00819149814882758,0.007971912044830998,2.0,0.005859375,0.9272727272727272,0.0234375,True
liar2_finance,balanced_accuracy,10,0.652978515625,0.007437456517310595,0.66123046875,0.008114549485781995,0.008251953125,0.008056640625,2.0,0.005859375,0.9272727272727272,0.0234375,True
factors_finance,macro_f1,10,0.6245658508659979,0.014226517254854491,0.6224223783117007,0.011842809786580102,-0.0021434725542972878,-0.0009518747370053093,19.0,0.734375,-0.15555555555555556,1.0,False
factors_finance,balanced_accuracy,10,0.6247126436781609,0.014234517171302249,0.6226053639846743,0.011878081250152136,-0.002107279693486552,-0.0009578544061302763,19.0,0.734375,-0.15555555555555556,1.0,False
