dataset,repetition,seed,fold,model,train_rows,test_rows,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
liar2_finance,10,110,5,text_only,1640,408,0.6544117647058824,0.6544117647058824,0.6567164179104478,0.6470588235294118,0.6518518518518519,0.6543930792105974
liar2_finance,10,110,5,emotion_aware,1640,408,0.6666666666666666,0.6666666666666667,0.6752577319587629,0.6421568627450981,0.6582914572864321,0.6664663028058955
factors_finance,1,11,1,text_only,416,106,0.5849056603773585,0.5849056603773585,0.6,0.5094339622641509,0.5510204081632653,0.5825277479412818
factors_finance,1,11,1,emotion_aware,416,106,0.5754716981132075,0.5754716981132075,0.5952380952380952,0.4716981132075472,0.5263157894736842,0.5708502024291497
factors_finance,1,11,2,text_only,418,104,0.6923076923076923,0.6923076923076923,0.7083333333333334,0.6538461538461539,0.68,0.6918518518518519
factors_finance,1,11,2,emotion_aware,418,104,0.6730769230769231,0.6730769230769231,0.6956521739130435,0.6153846153846154,0.6530612244897959,0.6719851576994433
factors_finance,1,11,3,text_only,418,104,0.7307692307692307,0.7307692307692308,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.7303703703703703
factors_finance,1,11,3,emotion_aware,418,104,0.6730769230769231,0.6730769230769231,0.6607142857142857,0.7115384615384616,0.6851851851851852,0.6725925925925926
factors_finance,1,11,4,text_only,418,104,0.5576923076923077,0.5576923076923077,0.5625,0.5192307692307693,0.54,0.557037037037037
factors_finance,1,11,4,emotion_aware,418,104,0.5576923076923077,0.5576923076923077,0.5625,0.5192307692307693,0.54,0.557037037037037
factors_finance,1,11,5,text_only,418,104,0.625,0.625,0.6226415094339622,0.6346153846153846,0.6285714285714286,0.6249653259361997
factors_finance,1,11,5,emotion_aware,418,104,0.6057692307692307,0.6057692307692308,0.5964912280701754,0.6538461538461539,0.6238532110091743,0.6048558984338801
factors_finance,2,22,1,text_only,416,106,0.6698113207547169,0.6698113207547169,0.6956521739130435,0.6037735849056604,0.6464646464646465,0.668365066595155
factors_finance,2,22,1,emotion_aware,416,106,0.6698113207547169,0.6698113207547169,0.75,0.5094339622641509,0.6067415730337079,0.6610943637526263
factors_finance,2,22,2,text_only,418,104,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846
factors_finance,2,22,2,emotion_aware,418,104,0.6442307692307693,0.6442307692307692,0.6470588235294118,0.6346153846153846,0.6407766990291263,0.644197873324087
factors_finance,2,22,3,text_only,418,104,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846
factors_finance,2,22,3,emotion_aware,418,104,0.6730769230769231,0.6730769230769231,0.6607142857142857,0.7115384615384616,0.6851851851851852,0.6725925925925926
factors_finance,2,22,4,text_only,418,104,0.6057692307692307,0.6057692307692308,0.6170212765957447,0.5576923076923077,0.5858585858585859,0.6048558984338801
factors_finance,2,22,4,emotion_aware,418,104,0.5673076923076923,0.5673076923076923,0.574468085106383,0.5192307692307693,0.5454545454545454,0.5663052543786489
factors_finance,2,22,5,text_only,418,104,0.5673076923076923,0.5673076923076923,0.559322033898305,0.6346153846153846,0.5945945945945946,0.5653385344106994
factors_finance,2,22,5,emotion_aware,418,104,0.6346153846153846,0.6346153846153846,0.6590909090909091,0.5576923076923077,0.6041666666666666,0.6324404761904762
factors_finance,3,33,1,text_only,416,106,0.6132075471698113,0.6132075471698113,0.62,0.5849056603773585,0.6019417475728155,0.6128974792909949
factors_finance,3,33,1,emotion_aware,416,106,0.5660377358490566,0.5660377358490566,0.5686274509803921,0.5471698113207547,0.5576923076923077,0.565883190883191
factors_finance,3,33,2,text_only,418,104,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,3,33,2,emotion_aware,418,104,0.5769230769230769,0.5769230769230769,0.5689655172413793,0.6346153846153846,0.6,0.5755102040816327
factors_finance,3,33,3,text_only,418,104,0.5288461538461539,0.5288461538461539,0.5263157894736842,0.5769230769230769,0.5504587155963303,0.5277546103234176
factors_finance,3,33,3,emotion_aware,418,104,0.5673076923076923,0.5673076923076923,0.5686274509803921,0.5576923076923077,0.5631067961165048,0.5672676837725381
factors_finance,3,33,4,text_only,418,104,0.5961538461538461,0.5961538461538461,0.6,0.5769230769230769,0.5882352941176471,0.5960044395116537
factors_finance,3,33,4,emotion_aware,418,104,0.5961538461538461,0.5961538461538461,0.6086956521739131,0.5384615384615384,0.5714285714285714,0.5948051948051948
factors_finance,3,33,5,text_only,418,104,0.6634615384615384,0.6634615384615384,0.673469387755102,0.6346153846153846,0.6534653465346535,0.6631812713981678
factors_finance,3,33,5,emotion_aware,418,104,0.7019230769230769,0.7019230769230769,0.7441860465116279,0.6153846153846154,0.6736842105263158,0.6996739636702376
factors_finance,4,44,1,text_only,416,106,0.6415094339622641,0.6415094339622641,0.6595744680851063,0.5849056603773585,0.62,0.6403571428571428
factors_finance,4,44,1,emotion_aware,416,106,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604
factors_finance,4,44,2,text_only,418,104,0.6057692307692307,0.6057692307692307,0.6,0.6346153846153846,0.616822429906542,0.605440917923568
factors_finance,4,44,2,emotion_aware,418,104,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.5961538461538461
