dataset,repetition,seed,model,parameter_index,ngram_range,min_df,C,inner_macro_f1,inner_balanced_accuracy,selected
factors_finance,3,33,text_only,12,1-2,2,10.0,0.5761788423740333,0.5766283524904214,False
factors_finance,3,33,emotion_aware,1,1-1,1,0.1,0.5777941176470589,0.578544061302682,False
factors_finance,3,33,emotion_aware,2,1-1,1,1.0,0.6060638411444432,0.60727969348659,False
factors_finance,3,33,emotion_aware,3,1-1,1,10.0,0.5898215465961666,0.5900383141762452,False
factors_finance,3,33,emotion_aware,4,1-1,2,0.1,0.5738117304382364,0.5747126436781609,False
factors_finance,3,33,emotion_aware,5,1-1,2,1.0,0.6141935246640069,0.6149425287356323,True
factors_finance,3,33,emotion_aware,6,1-1,2,10.0,0.57440651075332,0.5747126436781609,False
factors_finance,3,33,emotion_aware,7,1-2,1,0.1,0.5724438861525238,0.5727969348659003,False
factors_finance,3,33,emotion_aware,8,1-2,1,1.0,0.6100678920351051,0.6111111111111112,False
factors_finance,3,33,emotion_aware,9,1-2,1,10.0,0.6000294702718633,0.6015325670498084,False
factors_finance,3,33,emotion_aware,10,1-2,2,0.1,0.5738117304382364,0.5747126436781609,False
factors_finance,3,33,emotion_aware,11,1-2,2,1.0,0.6034780300013275,0.6053639846743295,False
factors_finance,3,33,emotion_aware,12,1-2,2,10.0,0.5839476380946085,0.5842911877394636,False
factors_finance,4,44,text_only,1,1-1,1,0.1,0.5938697318007663,0.5938697318007663,False
factors_finance,4,44,text_only,2,1-1,1,1.0,0.6051553205551883,0.6053639846743295,False
factors_finance,4,44,text_only,3,1-1,1,10.0,0.5756550270544657,0.5766283524904214,False
factors_finance,4,44,text_only,4,1-1,2,0.1,0.5881090008257639,0.5881226053639848,False
factors_finance,4,44,text_only,5,1-1,2,1.0,0.5898878054511278,0.5900383141762453,False
factors_finance,4,44,text_only,6,1-1,2,10.0,0.579903205535732,0.5804597701149425,False
factors_finance,4,44,text_only,7,1-2,1,0.1,0.6167682255341018,0.6168582375478927,True
factors_finance,4,44,text_only,8,1-2,1,1.0,0.6053581914268937,0.6053639846743295,False
factors_finance,4,44,text_only,9,1-2,1,10.0,0.6033769523005488,0.603448275862069,False
factors_finance,4,44,text_only,10,1-2,2,0.1,0.5938458828192669,0.5938697318007662,False
factors_finance,4,44,text_only,11,1-2,2,1.0,0.5975534539473684,0.5977011494252873,False
factors_finance,4,44,text_only,12,1-2,2,10.0,0.5993683785322146,0.5996168582375478,False
factors_finance,4,44,emotion_aware,1,1-1,1,0.1,0.5777941176470589,0.578544061302682,False
factors_finance,4,44,emotion_aware,2,1-1,1,1.0,0.6109383433138862,0.6111111111111112,False
factors_finance,4,44,emotion_aware,3,1-1,1,10.0,0.6109383433138862,0.6111111111111112,False
factors_finance,4,44,emotion_aware,4,1-1,2,0.1,0.5738117304382364,0.5747126436781609,False
factors_finance,4,44,emotion_aware,5,1-1,2,1.0,0.6127482665413092,0.6130268199233716,False
factors_finance,4,44,emotion_aware,6,1-1,2,10.0,0.587939624692047,0.5881226053639848,False
factors_finance,4,44,emotion_aware,7,1-2,1,0.1,0.5625762632128313,0.5632183908045977,False
factors_finance,4,44,emotion_aware,8,1-2,1,1.0,0.6010582010582011,0.6015325670498084,False
factors_finance,4,44,emotion_aware,9,1-2,1,10.0,0.6264244426094137,0.6264367816091954,True
factors_finance,4,44,emotion_aware,10,1-2,2,0.1,0.5681270798477689,0.5689655172413792,False
factors_finance,4,44,emotion_aware,11,1-2,2,1.0,0.6164021164021164,0.6168582375478927,False
factors_finance,4,44,emotion_aware,12,1-2,2,10.0,0.6014799154334038,0.6015325670498084,False
factors_finance,5,55,text_only,1,1-1,1,0.1,0.5876852991421591,0.5881226053639848,False
factors_finance,5,55,text_only,2,1-1,1,1.0,0.5996036333608588,0.5996168582375478,True
factors_finance,5,55,text_only,3,1-1,1,10.0,0.5995448455594913,0.5996168582375478,False
factors_finance,5,55,text_only,4,1-1,2,0.1,0.5801994014284928,0.5804597701149425,False
factors_finance,5,55,text_only,5,1-1,2,1.0,0.5761788423740333,0.5766283524904214,False
factors_finance,5,55,text_only,6,1-1,2,10.0,0.5862068965517241,0.5862068965517241,False
factors_finance,5,55,text_only,7,1-2,1,0.1,0.5828198716130861,0.5842911877394636,False
factors_finance,5,55,text_only,8,1-2,1,1.0,0.5871757050529871,0.5881226053639848,False
factors_finance,5,55,text_only,9,1-2,1,10.0,0.5817615148263037,0.5823754789272031,False
factors_finance,5,55,text_only,10,1-2,2,0.1,0.579903205535732,0.5804597701149425,False
factors_finance,5,55,text_only,11,1-2,2,1.0,0.5877822220753033,0.5881226053639846,False
factors_finance,5,55,text_only,12,1-2,2,10.0,0.5708812260536399,0.5708812260536399,False
factors_finance,5,55,emotion_aware,1,1-1,1,0.1,0.5650047906961377,0.5651340996168582,False
factors_finance,5,55,emotion_aware,2,1-1,1,1.0,0.5910159310524941,0.5919540229885057,False
factors_finance,5,55,emotion_aware,3,1-1,1,10.0,0.5994978028876334,0.5996168582375478,False
factors_finance,5,55,emotion_aware,4,1-1,2,0.1,0.5784450480875118,0.578544061302682,False
factors_finance,5,55,emotion_aware,5,1-1,2,1.0,0.5989678102358817,0.5996168582375478,False
factors_finance,5,55,emotion_aware,6,1-1,2,10.0,0.5803350183368025,0.5804597701149425,False
factors_finance,5,55,emotion_aware,7,1-2,1,0.1,0.5650047906961377,0.5651340996168582,False
factors_finance,5,55,emotion_aware,8,1-2,1,1.0,0.591160302255888,0.5919540229885057,False
factors_finance,5,55,emotion_aware,9,1-2,1,10.0,0.6106982126784106,0.6111111111111112,True
factors_finance,5,55,emotion_aware,10,1-2,2,0.1,0.5745565084586466,0.5747126436781609,False
factors_finance,5,55,emotion_aware,11,1-2,2,1.0,0.6023845007451565,0.603448275862069,False
factors_finance,5,55,emotion_aware,12,1-2,2,10.0,0.5821546596166556,0.5823754789272031,False
factors_finance,6,66,text_only,1,1-1,1,0.1,0.596985294117647,0.5977011494252873,False
factors_finance,6,66,text_only,2,1-1,1,1.0,0.6031205579980827,0.603448275862069,False
factors_finance,6,66,text_only,3,1-1,1,10.0,0.6148280305282982,0.6149425287356323,False
factors_finance,6,66,text_only,4,1-1,2,0.1,0.5893088235294117,0.5900383141762452,False
factors_finance,6,66,text_only,5,1-1,2,1.0,0.578042328042328,0.578544061302682,False
factors_finance,6,66,text_only,6,1-1,2,10.0,0.5952492071599975,0.5957854406130267,False
factors_finance,6,66,text_only,7,1-2,1,0.1,0.6348091198303287,0.6360153256704981,True
factors_finance,6,66,text_only,8,1-2,1,1.0,0.6332584170470722,0.6340996168582376,False
factors_finance,6,66,text_only,9,1-2,1,10.0,0.6337111262146623,0.6340996168582376,False
factors_finance,6,66,text_only,10,1-2,2,0.1,0.6029222079721303,0.603448275862069,False
factors_finance,6,66,text_only,11,1-2,2,1.0,0.5974115642261135,0.5977011494252874,False
factors_finance,6,66,text_only,12,1-2,2,10.0,0.6022205615458525,0.603448275862069,False
factors_finance,6,66,emotion_aware,1,1-1,1,0.1,0.5661326625182047,0.5670498084291187,False
factors_finance,6,66,emotion_aware,2,1-1,1,1.0,0.600541558747351,0.6015325670498084,False
factors_finance,6,66,emotion_aware,3,1-1,1,10.0,0.5881090008257639,0.5881226053639848,False
factors_finance,6,66,emotion_aware,4,1-1,2,0.1,0.5681270798477689,0.5689655172413792,False
factors_finance,6,66,emotion_aware,5,1-1,2,1.0,0.6010582010582011,0.6015325670498084,False
factors_finance,6,66,emotion_aware,6,1-1,2,10.0,0.593816067653277,0.5938697318007663,False
factors_finance,6,66,emotion_aware,7,1-2,1,0.1,0.5622931285581888,0.5632183908045978,False
factors_finance,6,66,emotion_aware,8,1-2,1,1.0,0.6003827751196172,0.6015325670498084,False
factors_finance,6,66,emotion_aware,9,1-2,1,10.0,0.6161764705882353,0.6168582375478927,True
factors_finance,6,66,emotion_aware,10,1-2,2,0.1,0.5659730397927949,0.5670498084291188,False
factors_finance,6,66,emotion_aware,11,1-2,2,1.0,0.6160466039984112,0.6168582375478928,False
factors_finance,6,66,emotion_aware,12,1-2,2,10.0,0.6049928736206416,0.6053639846743295,False
factors_finance,7,77,text_only,1,1-1,1,0.1,0.5918806320773763,0.5919540229885057,False
factors_finance,7,77,text_only,2,1-1,1,1.0,0.5804212743935785,0.5804597701149425,False
factors_finance,7,77,text_only,3,1-1,1,10.0,0.5670434527304756,0.5670498084291188,False
factors_finance,7,77,text_only,4,1-1,2,0.1,0.5994389840029666,0.5996168582375478,False
factors_finance,7,77,text_only,5,1-1,2,1.0,0.5842774566473988,0.5842911877394636,False
factors_finance,7,77,text_only,6,1-1,2,10.0,0.5688879916310312,0.5689655172413793,False
factors_finance,7,77,text_only,7,1-2,1,0.1,0.5931470588235295,0.5938697318007663,False
factors_finance,7,77,text_only,8,1-2,1,1.0,0.5917007876907259,0.5919540229885057,False
factors_finance,7,77,text_only,9,1-2,1,10.0,0.5744877726371447,0.5747126436781609,False
factors_finance,7,77,text_only,10,1-2,2,0.1,0.6048941798941798,0.6053639846743295,True
factors_finance,7,77,text_only,11,1-2,2,1.0,0.5838498135527839,0.5842911877394636,False
factors_finance,7,77,text_only,12,1-2,2,10.0,0.5762784701332188,0.5766283524904214,False
factors_finance,7,77,emotion_aware,1,1-1,1,0.1,0.5514014572805266,0.5517241379310345,False
factors_finance,7,77,emotion_aware,2,1-1,1,1.0,0.5976066368108068,0.5977011494252873,True
factors_finance,7,77,emotion_aware,3,1-1,1,10.0,0.5785193123596165,0.578544061302682,False
factors_finance,7,77,emotion_aware,4,1-1,2,0.1,0.5551376052426642,0.5555555555555556,False
factors_finance,7,77,emotion_aware,5,1-1,2,1.0,0.5820748619109178,0.5823754789272031,False
factors_finance,7,77,emotion_aware,6,1-1,2,10.0,0.572757736026338,0.5727969348659003,False
factors_finance,7,77,emotion_aware,7,1-2,1,0.1,0.5552356328593254,0.5555555555555556,False
factors_finance,7,77,emotion_aware,8,1-2,1,1.0,0.5801130541139137,0.5804597701149425,False
factors_finance,7,77,emotion_aware,9,1-2,1,10.0,0.5784883720930233,0.578544061302682,False
factors_finance,7,77,emotion_aware,10,1-2,2,0.1,0.5551376052426642,0.5555555555555556,False
factors_finance,7,77,emotion_aware,11,1-2,2,1.0,0.5896527910428024,0.5900383141762452,False
factors_finance,7,77,emotion_aware,12,1-2,2,10.0,0.5801994014284928,0.5804597701149425,False
factors_finance,8,88,text_only,1,1-1,1,0.1,0.6072782522212394,0.60727969348659,False
factors_finance,8,88,text_only,2,1-1,1,1.0,0.5956652459774672,0.5957854406130267,False
factors_finance,8,88,text_only,3,1-1,1,10.0,0.587939624692047,0.5881226053639848,False
factors_finance,8,88,text_only,4,1-1,2,0.1,0.5822773658321709,0.5823754789272031,False
factors_finance,8,88,text_only,5,1-1,2,1.0,0.5689639353647751,0.5689655172413793,False
factors_finance,8,88,text_only,6,1-1,2,10.0,0.5494363822683548,0.5498084291187739,False
factors_finance,8,88,text_only,7,1-2,1,0.1,0.6168076109936576,0.6168582375478927,True
factors_finance,8,88,text_only,8,1-2,1,1.0,0.6072667217175888,0.60727969348659,False
factors_finance,8,88,text_only,9,1-2,1,10.0,0.6111096839068859,0.6111111111111112,False
factors_finance,8,88,text_only,10,1-2,2,0.1,0.5876852991421591,0.5881226053639848,False
factors_finance,8,88,text_only,11,1-2,2,1.0,0.5823509549745292,0.5823754789272031,False
factors_finance,8,88,text_only,12,1-2,2,10.0,0.563115777108876,0.5632183908045977,False
factors_finance,8,88,emotion_aware,1,1-1,1,0.1,0.5857142857142856,0.5862068965517242,False
factors_finance,8,88,emotion_aware,2,1-1,1,1.0,0.614533698267786,0.6149425287356323,False
factors_finance,8,88,emotion_aware,3,1-1,1,10.0,0.6264354106494717,0.6264367816091954,False
factors_finance,8,88,emotion_aware,4,1-1,2,0.1,0.5758048206504753,0.5766283524904214,False
factors_finance,8,88,emotion_aware,5,1-1,2,1.0,0.6069551419787775,0.60727969348659,False
factors_finance,8,88,emotion_aware,6,1-1,2,10.0,0.5804582304217144,0.5804597701149425,False
factors_finance,8,88,emotion_aware,7,1-2,1,0.1,0.5760667051296657,0.5766283524904214,False
factors_finance,8,88,emotion_aware,8,1-2,1,1.0,0.6296688391173455,0.6302681992337165,False
factors_finance,8,88,emotion_aware,9,1-2,1,10.0,0.6320974965127377,0.632183908045977,True
factors_finance,8,88,emotion_aware,10,1-2,2,0.1,0.5818783068783069,0.5823754789272031,False
factors_finance,8,88,emotion_aware,11,1-2,2,1.0,0.6181559532867966,0.6187739463601533,False
factors_finance,8,88,emotion_aware,12,1-2,2,10.0,0.601509168049092,0.6015325670498084,False
factors_finance,9,99,text_only,1,1-1,1,0.1,0.6471781007096993,0.6475095785440612,False
factors_finance,9,99,text_only,2,1-1,1,1.0,0.645592569077704,0.6455938697318008,False
factors_finance,9,99,text_only,3,1-1,1,10.0,0.6434897554527429,0.6436781609195402,False
factors_finance,9,99,text_only,4,1-1,2,0.1,0.6566332136570595,0.657088122605364,False
factors_finance,9,99,text_only,5,1-1,2,1.0,0.6665883562146685,0.6666666666666666,True
factors_finance,9,99,text_only,6,1-1,2,10.0,0.6264244426094137,0.6264367816091954,False
factors_finance,9,99,text_only,7,1-2,1,0.1,0.6352442737984907,0.6360153256704981,False
factors_finance,9,99,text_only,8,1-2,1,1.0,0.6376318138243364,0.6379310344827587,False
factors_finance,9,99,text_only,9,1-2,1,10.0,0.6359298142573966,0.6360153256704981,False
factors_finance,9,99,text_only,10,1-2,2,0.1,0.6451237124388604,0.6455938697318008,False
factors_finance,9,99,text_only,11,1-2,2,1.0,0.6474267674913736,0.6475095785440613,False
factors_finance,9,99,text_only,12,1-2,2,10.0,0.6608585534164113,0.6609195402298851,False
factors_finance,9,99,emotion_aware,1,1-1,1,0.1,0.5814907983582682,0.5823754789272031,False
factors_finance,9,99,emotion_aware,2,1-1,1,1.0,0.6201320180532482,0.6206896551724138,False
factors_finance,9,99,emotion_aware,3,1-1,1,10.0,0.632183908045977,0.632183908045977,False
factors_finance,9,99,emotion_aware,4,1-1,2,0.1,0.5774958794443137,0.578544061302682,False
factors_finance,9,99,emotion_aware,5,1-1,2,1.0,0.6299626458629467,0.6302681992337165,False
factors_finance,9,99,emotion_aware,6,1-1,2,10.0,0.6168582375478927,0.6168582375478927,False
factors_finance,9,99,emotion_aware,7,1-2,1,0.1,0.5756550270544657,0.5766283524904214,False
factors_finance,9,99,emotion_aware,8,1-2,1,1.0,0.6137504003416249,0.6149425287356322,False
factors_finance,9,99,emotion_aware,9,1-2,1,10.0,0.641065617473479,0.6417624521072798,True
factors_finance,9,99,emotion_aware,10,1-2,2,0.1,0.5794952530539728,0.5804597701149425,False
factors_finance,9,99,emotion_aware,11,1-2,2,1.0,0.6235872380503885,0.6245210727969348,False
factors_finance,9,99,emotion_aware,12,1-2,2,10.0,0.6319894249834765,0.632183908045977,False
factors_finance,10,110,text_only,1,1-1,1,0.1,0.6360153256704981,0.6360153256704981,True
factors_finance,10,110,text_only,2,1-1,1,1.0,0.6320488721804511,0.632183908045977,False
factors_finance,10,110,text_only,3,1-1,1,10.0,0.6090519266917294,0.6091954022988506,False
factors_finance,10,110,text_only,4,1-1,2,0.1,0.6243225380039656,0.6245210727969348,False
factors_finance,10,110,text_only,5,1-1,2,1.0,0.6187725472781789,0.6187739463601533,False
factors_finance,10,110,text_only,6,1-1,2,10.0,0.6110754278625408,0.6111111111111112,False
factors_finance,10,110,text_only,7,1-2,1,0.1,0.6282160479323309,0.6283524904214559,False
factors_finance,10,110,text_only,8,1-2,1,1.0,0.6320488721804511,0.632183908045977,False
factors_finance,10,110,text_only,9,1-2,1,10.0,0.6244990237385675,0.6245210727969348,False
factors_finance,10,110,text_only,10,1-2,2,0.1,0.629875640625287,0.6302681992337165,False
factors_finance,10,110,text_only,11,1-2,2,1.0,0.6283033826638478,0.6283524904214559,False
factors_finance,10,110,text_only,12,1-2,2,10.0,0.6226039789638254,0.6226053639846744,False
factors_finance,10,110,emotion_aware,1,1-1,1,0.1,0.5608369000165323,0.5613026819923372,False
factors_finance,10,110,emotion_aware,2,1-1,1,1.0,0.5898215465961666,0.5900383141762452,False
factors_finance,10,110,emotion_aware,3,1-1,1,10.0,0.6283470346447446,0.6283524904214559,False
factors_finance,10,110,emotion_aware,4,1-1,2,0.1,0.5704776878205033,0.5708812260536398,False
factors_finance,10,110,emotion_aware,5,1-1,2,1.0,0.6013862781954887,0.6015325670498084,False
factors_finance,10,110,emotion_aware,6,1-1,2,10.0,0.603446820535593,0.603448275862069,False
factors_finance,10,110,emotion_aware,7,1-2,1,0.1,0.5665343915343916,0.5670498084291188,False
factors_finance,10,110,emotion_aware,8,1-2,1,1.0,0.5819827497538828,0.5823754789272031,False
factors_finance,10,110,emotion_aware,9,1-2,1,10.0,0.6243832236842105,0.6245210727969348,False
factors_finance,10,110,emotion_aware,10,1-2,2,0.1,0.5666426671760436,0.5670498084291188,False
factors_finance,10,110,emotion_aware,11,1-2,2,1.0,0.5995448455594913,0.5996168582375478,False
factors_finance,10,110,emotion_aware,12,1-2,2,10.0,0.6340982740207646,0.6340996168582376,True
