dataset,repetition,seed,model,scope,subset,manipulation_category,rows,misleading_recall,mean_probability_misleading
factors_finance,9,99,emotion_aware,category,all,flipping,313,0.14376996805111822,0.40536792124041354
factors_finance,9,99,emotion_aware,category,all,numerical,373,0.4745308310991957,0.48544500105023064
factors_finance,9,99,emotion_aware,category,all,sentiment,206,0.5339805825242718,0.4984111453144296
factors_finance,10,110,text_only,overall,all,all,1123,0.3072128227960819,0.4540212228960579
factors_finance,10,110,text_only,overall_non_sentiment,all,non_sentiment,917,0.27262813522355506,0.4453217239000285
factors_finance,10,110,text_only,subset,hard_case,all,123,0.35772357723577236,0.4687766510296643
factors_finance,10,110,text_only,subset,main,all,1000,0.301,0.45220630523562433
factors_finance,10,110,text_only,category,all,causal,231,0.2683982683982684,0.44548759599784754
factors_finance,10,110,text_only,category,all,flipping,313,0.23003194888178913,0.4385778813506849
factors_finance,10,110,text_only,category,all,numerical,373,0.3109919571045576,0.4508780409599437
factors_finance,10,110,text_only,category,all,sentiment,206,0.46116504854368934,0.4927466626016839
factors_finance,10,110,emotion_aware,overall,all,all,1123,0.5449688334817453,0.5099088354027919
factors_finance,10,110,emotion_aware,overall_non_sentiment,all,non_sentiment,917,0.5234460196292258,0.5075858167759595
factors_finance,10,110,emotion_aware,subset,hard_case,all,123,0.6341463414634146,0.5182380242560937
factors_finance,10,110,emotion_aware,subset,main,all,1000,0.534,0.5088843451738357
factors_finance,10,110,emotion_aware,category,all,causal,231,0.5021645021645021,0.504359881212185
factors_finance,10,110,emotion_aware,category,all,flipping,313,0.5303514376996805,0.5091137613732213
factors_finance,10,110,emotion_aware,category,all,numerical,373,0.5308310991957105,0.508301485559576
factors_finance,10,110,emotion_aware,category,all,sentiment,206,0.6407766990291263,0.5202496513290312
