dataset,repetition,outer_seed,outer_fold,model,train_rows,test_rows,ngram_range,min_df,C,affect_weight,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
factors_finance,6,66,2,emotion_aware,418,104,1-2,1,10.0,1.0,0.6153846153846154,0.6153846153846154,0.625,0.5769230769230769,0.6,0.6148148148148148
factors_finance,6,66,3,text_only,418,104,1-2,1,1.0,,0.7403846153846154,0.7403846153846154,0.7777777777777778,0.6730769230769231,0.7216494845360825,0.7392031206464196
factors_finance,6,66,3,emotion_aware,418,104,1-2,2,10.0,0.1,0.6634615384615384,0.6634615384615384,0.6888888888888889,0.5961538461538461,0.6391752577319587,0.6619299712083218
factors_finance,6,66,4,text_only,418,104,1-2,2,10.0,,0.6634615384615384,0.6634615384615385,0.6666666666666666,0.6538461538461539,0.6601941747572816,0.6634304207119741
factors_finance,6,66,4,emotion_aware,418,104,1-2,1,10.0,0.05,0.6442307692307693,0.6442307692307692,0.6415094339622641,0.6538461538461539,0.6476190476190476,0.644197873324087
factors_finance,6,66,5,text_only,418,104,1-1,2,0.1,,0.5961538461538461,0.5961538461538461,0.631578947368421,0.46153846153846156,0.5333333333333333,0.5887005649717514
factors_finance,6,66,5,emotion_aware,418,104,1-1,1,0.1,0.05,0.5961538461538461,0.5961538461538461,0.625,0.4807692307692308,0.5434782608695652,0.5907046476761619
factors_finance,7,77,1,text_only,416,106,1-2,1,10.0,,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6226415094339622
factors_finance,7,77,1,emotion_aware,416,106,1-2,1,10.0,0.05,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604
factors_finance,7,77,2,text_only,418,104,1-1,2,10.0,,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,7,77,2,emotion_aware,418,104,1-2,1,10.0,0.5,0.6634615384615384,0.6634615384615385,0.6666666666666666,0.6538461538461539,0.6601941747572816,0.6634304207119741
factors_finance,7,77,3,text_only,418,104,1-2,1,0.1,,0.5865384615384616,0.5865384615384615,0.5882352941176471,0.5769230769230769,0.5825242718446602,0.5865002311604253
factors_finance,7,77,3,emotion_aware,418,104,1-2,1,1.0,0.1,0.5673076923076923,0.5673076923076923,0.5777777777777777,0.5,0.5360824742268041,0.5653385344106994
factors_finance,7,77,4,text_only,418,104,1-1,1,10.0,,0.6153846153846154,0.6153846153846154,0.6111111111111112,0.6346153846153846,0.6226415094339622,0.6152423233444321
factors_finance,7,77,4,emotion_aware,418,104,1-1,1,10.0,0.05,0.6346153846153846,0.6346153846153846,0.625,0.6730769230769231,0.6481481481481481,0.634074074074074
factors_finance,7,77,5,text_only,418,104,1-2,2,1.0,,0.6442307692307693,0.6442307692307693,0.6530612244897959,0.6153846153846154,0.6336633663366337,0.6439344869066346
factors_finance,7,77,5,emotion_aware,418,104,1-2,2,1.0,0.05,0.6346153846153846,0.6346153846153846,0.6458333333333334,0.5961538461538461,0.62,0.634074074074074
factors_finance,8,88,1,text_only,416,106,1-2,1,0.1,,0.6509433962264151,0.6509433962264151,0.6428571428571429,0.6792452830188679,0.6605504587155964,0.6506635788723614
factors_finance,8,88,1,emotion_aware,416,106,1-2,2,1.0,0.25,0.5660377358490566,0.5660377358490566,0.5686274509803921,0.5471698113207547,0.5576923076923077,0.565883190883191
factors_finance,8,88,2,text_only,418,104,1-2,1,1.0,,0.5961538461538461,0.5961538461538461,0.6086956521739131,0.5384615384615384,0.5714285714285714,0.5948051948051948
factors_finance,8,88,2,emotion_aware,418,104,1-1,2,10.0,0.1,0.625,0.625,0.6226415094339622,0.6346153846153846,0.6285714285714286,0.6249653259361997
factors_finance,8,88,3,text_only,418,104,1-2,2,0.1,,0.6346153846153846,0.6346153846153846,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.6312056737588652
factors_finance,8,88,3,emotion_aware,418,104,1-2,2,1.0,1.0,0.6923076923076923,0.6923076923076923,0.7380952380952381,0.5961538461538461,0.6595744680851063,0.6894363568495707
factors_finance,8,88,4,text_only,418,104,1-2,1,0.1,,0.625,0.625,0.6326530612244898,0.5961538461538461,0.6138613861386139,0.6246877024151013
factors_finance,8,88,4,emotion_aware,418,104,1-1,2,1.0,0.25,0.5673076923076923,0.5673076923076923,0.5636363636363636,0.5961538461538461,0.5794392523364486,0.5669473489405015
factors_finance,8,88,5,text_only,418,104,1-2,2,0.1,,0.6153846153846154,0.6153846153846154,0.6111111111111112,0.6346153846153846,0.6226415094339622,0.6152423233444321
factors_finance,8,88,5,emotion_aware,418,104,1-1,2,0.1,0.1,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,9,99,1,text_only,416,106,1-2,1,10.0,,0.7075471698113207,0.7075471698113207,0.72,0.6792452830188679,0.6990291262135923,0.7073127282444108
factors_finance,9,99,1,emotion_aware,416,106,1-2,1,10.0,0.1,0.6320754716981132,0.6320754716981132,0.64,0.6037735849056604,0.6213592233009708,0.631780529081678
factors_finance,9,99,2,text_only,418,104,1-2,1,10.0,,0.625,0.625,0.6326530612244898,0.5961538461538461,0.6138613861386139,0.6246877024151013
factors_finance,9,99,2,emotion_aware,418,104,1-1,1,10.0,0.05,0.6442307692307693,0.6442307692307692,0.6470588235294118,0.6346153846153846,0.6407766990291263,0.644197873324087
factors_finance,9,99,3,text_only,418,104,1-2,1,10.0,,0.5384615384615384,0.5384615384615385,0.5370370370370371,0.5576923076923077,0.5471698113207547,0.5382907880133185
factors_finance,9,99,3,emotion_aware,418,104,1-2,2,10.0,0.05,0.5961538461538461,0.5961538461538461,0.5925925925925926,0.6153846153846154,0.6037735849056604,0.5960044395116537
factors_finance,9,99,4,text_only,418,104,1-1,1,10.0,,0.6634615384615384,0.6634615384615384,0.673469387755102,0.6346153846153846,0.6534653465346535,0.6631812713981678
factors_finance,9,99,4,emotion_aware,418,104,1-1,1,10.0,0.05,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846
factors_finance,9,99,5,text_only,418,104,1-1,1,10.0,,0.6538461538461539,0.6538461538461539,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.6533333333333333
factors_finance,9,99,5,emotion_aware,418,104,1-2,1,1.0,0.1,0.6730769230769231,0.6730769230769231,0.6666666666666666,0.6923076923076923,0.6792452830188679,0.6729559748427673
factors_finance,10,110,1,text_only,416,106,1-2,2,1.0,,0.6792452830188679,0.6792452830188679,0.7021276595744681,0.6226415094339622,0.66,0.6782142857142857
factors_finance,10,110,1,emotion_aware,416,106,1-1,1,1.0,1.0,0.5943396226415094,0.5943396226415094,0.6190476190476191,0.49056603773584906,0.5473684210526316,0.589923526765632
factors_finance,10,110,2,text_only,418,104,1-2,1,1.0,,0.5480769230769231,0.5480769230769231,0.5531914893617021,0.5,0.5252525252525253,0.5470299323510333
factors_finance,10,110,2,emotion_aware,418,104,1-1,1,0.1,0.05,0.5384615384615384,0.5384615384615384,0.5416666666666666,0.5,0.52,0.5377777777777778
factors_finance,10,110,3,text_only,418,104,1-2,1,0.1,,0.7019230769230769,0.7019230769230769,0.6842105263157895,0.75,0.7155963302752294,0.7012325085719582
factors_finance,10,110,3,emotion_aware,418,104,1-1,1,10.0,0.25,0.6057692307692307,0.6057692307692308,0.6078431372549019,0.5961538461538461,0.6019417475728155,0.6057327785483125
factors_finance,10,110,4,text_only,418,104,1-1,1,1.0,,0.6442307692307693,0.6442307692307692,0.6271186440677966,0.7115384615384616,0.6666666666666666,0.6426116838487972
factors_finance,10,110,4,emotion_aware,418,104,1-2,1,10.0,0.25,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307
factors_finance,10,110,5,text_only,418,104,1-2,1,10.0,,0.5769230769230769,0.5769230769230769,0.5833333333333334,0.5384615384615384,0.56,0.5762962962962963
factors_finance,10,110,5,emotion_aware,418,104,1-2,1,10.0,0.25,0.5673076923076923,0.5673076923076923,0.559322033898305,0.6346153846153846,0.5945945945945946,0.5653385344106994
