dataset,classifier,representation,C,affect_weight,model_variant,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,precision_mean,recall_mean,f1_mean,folds,rank_within_dataset
liar2_finance,logistic_regression,word_char,1.0,0.25,emotion_aware,0.6605148626862207,0.02285635980837081,0.6608050374621394,0.022716118876232837,0.6608050374621394,0.6655751663889202,0.6464833413040013,0.6554540675089151,15,7
liar2_finance,linear_svm,word_char,0.1,0.25,emotion_aware,0.6604969736326158,0.022323087679871463,0.6608042403953451,0.022155976555538335,0.6608042403953451,0.6656414499417413,0.6461581380519686,0.6552940956291169,15,8
liar2_finance,logistic_regression,word_char,1.0,0.5,emotion_aware,0.6604821805148298,0.02173260890496104,0.6608066315957277,0.021540327878787,0.6608066315957277,0.6655952949271747,0.646486529571178,0.6553986687990142,15,9
liar2_finance,linear_svm,word_char,0.1,1.0,emotion_aware,0.6601190599314238,0.022257075384387665,0.6604806312769009,0.022051497259699786,0.660480631276901,0.6664781170328868,0.6425809022796111,0.6538067839464338,15,10
liar2_finance,linear_svm,word_char,0.1,0.5,emotion_aware,0.6601029576977514,0.022420074411853577,0.6604782400765183,0.022205249083475136,0.6604782400765185,0.666062168919225,0.6438801211541527,0.6542209227095618,15,11
liar2_finance,logistic_regression,word,1.0,0.1,emotion_aware,0.6599179256382611,0.026111060184047487,0.660149051490515,0.02608898982723676,0.660149051490515,0.6644118086076795,0.6474589510600988,0.6554642624263276,15,12
liar2_finance,linear_svm,word,0.1,0.25,emotion_aware,0.6588069212942046,0.026192250275210088,0.6591766300015941,0.026030186082995826,0.6591766300015941,0.6665469791839559,0.6370444763271161,0.6510546816273963,15,13
liar2_finance,logistic_regression,word_char,0.1,0.05,emotion_aware,0.6584402909087107,0.022952909320699814,0.658691216323928,0.022995657937947476,0.658691216323928,0.6621413172674105,0.6497529092937988,0.6554261092965431,15,14
liar2_finance,logistic_regression,word,0.1,0.05,emotion_aware,0.6580455722068072,0.027873303169059407,0.658206599713056,0.02784047029098633,0.658206599713056,0.6618780866058086,0.6471417184760083,0.6541919060899519,15,15
liar2_finance,logistic_regression,word,1.0,0.25,emotion_aware,0.6579825905995731,0.025933944404487725,0.658364418938307,0.025774800548965082,0.658364418938307,0.6651348348599745,0.6380232743503905,0.6508113619001532,15,16
liar2_finance,linear_svm,word_char,0.1,0.1,emotion_aware,0.6576359200513456,0.025560535559447234,0.6578670492587279,0.02553600295085472,0.6578670492587279,0.6624736094600984,0.6441973537382432,0.6528690786271623,15,17
liar2_finance,logistic_regression,word_char,0.1,0.1,emotion_aware,0.6575457057708651,0.026985053923616317,0.6577100271002709,0.02695714003053946,0.6577100271002709,0.6610703970971183,0.647463733460864,0.653940732380848,15,18
liar2_finance,logistic_regression,word,1.0,0.5,emotion_aware,0.6566246495700341,0.026932103592004826,0.6570620117965885,0.026674516900906463,0.6570620117965885,0.6643893160515201,0.6347712418300654,0.6487147015626842,15,19
liar2_finance,logistic_regression,word_char,1.0,0.1,emotion_aware,0.6561550499041066,0.02573757419207756,0.6564044316913757,0.025710803871854735,0.6564044316913757,0.6606894219059529,0.6438753387533875,0.6517836705437936,15,20
liar2_finance,linear_svm,word_char,0.1,0.0,text_only,0.655218969993215,0.024260610116669662,0.6554328072692492,0.024329297556722293,0.6554328072692492,0.6589671284360767,0.645504543280727,0.6517941888662747,15,21
liar2_finance,logistic_regression,word_char,1.0,0.0,text_only,0.6542237532100834,0.02340774461613989,0.6544564004463573,0.023489801274294154,0.6544564004463573,0.6578346287705141,0.6448525426430735,0.6508659080615763,15,22
liar2_finance,linear_svm,word,0.1,0.0,text_only,0.6540697546352007,0.0273907413550608,0.654293001753547,0.02743978775775755,0.654293001753547,0.6578487482937734,0.6441973537382432,0.6505718161083826,15,23
liar2_finance,logistic_regression,word_char,0.1,0.25,emotion_aware,0.654007650273366,0.02337221531189992,0.6541296030607365,0.023365654902784472,0.6541296030607365,0.6582699620687041,0.6412769010043041,0.6495333391839576,15,24
liar2_finance,logistic_regression,word,1.0,1.0,emotion_aware,0.6540055903376467,0.02560806717037846,0.6544611828471225,0.025268591471082676,0.6544611828471225,0.6617472585261335,0.6318460066953612,0.6459154745894959,15,25
