dataset,repetition,outer_seed,outer_fold,model,parameter_index,ngram_range,min_df,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,4,44,3,emotion_aware,33,1-2,1,0.1,0.25,0.6056142537461405,0.6056166056166056,False
liar2_finance,4,44,3,emotion_aware,34,1-2,1,0.1,0.5,0.606120086567014,0.6062271062271063,False
liar2_finance,4,44,3,emotion_aware,35,1-2,1,0.1,1.0,0.6047820585540381,0.6050061050061051,False
liar2_finance,4,44,3,emotion_aware,36,1-2,1,1.0,0.05,0.6410355583514246,0.6416361416361416,False
liar2_finance,4,44,3,emotion_aware,37,1-2,1,1.0,0.1,0.6531572628154976,0.6538461538461537,False
liar2_finance,4,44,3,emotion_aware,38,1-2,1,1.0,0.25,0.640668520553894,0.6416361416361416,False
liar2_finance,4,44,3,emotion_aware,39,1-2,1,1.0,0.5,0.6335002418648433,0.6343101343101343,False
liar2_finance,4,44,3,emotion_aware,40,1-2,1,1.0,1.0,0.6304195804195805,0.6312576312576312,False
liar2_finance,4,44,3,emotion_aware,41,1-2,1,10.0,0.05,0.6490368607378718,0.6495726495726496,False
liar2_finance,4,44,3,emotion_aware,42,1-2,1,10.0,0.1,0.6550476748076279,0.6556776556776557,True
liar2_finance,4,44,3,emotion_aware,43,1-2,1,10.0,0.25,0.6458547656593365,0.6465201465201464,False
liar2_finance,4,44,3,emotion_aware,44,1-2,1,10.0,0.5,0.6502257821739599,0.6507936507936508,False
liar2_finance,4,44,3,emotion_aware,45,1-2,1,10.0,1.0,0.6501547340247574,0.6507936507936507,False
liar2_finance,4,44,3,emotion_aware,46,1-2,2,0.1,0.05,0.6469785464568244,0.647130647130647,False
liar2_finance,4,44,3,emotion_aware,47,1-2,2,0.1,0.1,0.6306073420793177,0.6306471306471306,False
liar2_finance,4,44,3,emotion_aware,48,1-2,2,0.1,0.25,0.62085523924894,0.6208791208791209,False
liar2_finance,4,44,3,emotion_aware,49,1-2,2,0.1,0.5,0.610312378344274,0.6105006105006106,False
liar2_finance,4,44,3,emotion_aware,50,1-2,2,0.1,1.0,0.608399239891168,0.6086691086691087,False
liar2_finance,4,44,3,emotion_aware,51,1-2,2,1.0,0.05,0.6364267826786334,0.6367521367521367,False
liar2_finance,4,44,3,emotion_aware,52,1-2,2,1.0,0.1,0.6401188435692611,0.6404151404151404,False
liar2_finance,4,44,3,emotion_aware,53,1-2,2,1.0,0.25,0.6462763804945183,0.6465201465201466,False
liar2_finance,4,44,3,emotion_aware,54,1-2,2,1.0,0.5,0.6382190319138616,0.6385836385836385,False
liar2_finance,4,44,3,emotion_aware,55,1-2,2,1.0,1.0,0.6363421304102694,0.6367521367521367,False
liar2_finance,4,44,3,emotion_aware,56,1-2,2,10.0,0.05,0.6365244094141673,0.6367521367521367,False
liar2_finance,4,44,3,emotion_aware,57,1-2,2,10.0,0.1,0.6365862125669182,0.6367521367521367,False
liar2_finance,4,44,3,emotion_aware,58,1-2,2,10.0,0.25,0.6316801998750781,0.6318681318681318,False
liar2_finance,4,44,3,emotion_aware,59,1-2,2,10.0,0.5,0.6292159343775907,0.6294261294261294,False
liar2_finance,4,44,3,emotion_aware,60,1-2,2,10.0,1.0,0.6280153262419943,0.6282051282051282,False
liar2_finance,4,44,4,text_only,1,1-1,1,0.1,,0.6355081768625075,0.6355311355311355,False
liar2_finance,4,44,4,text_only,2,1-1,1,1.0,,0.632464934042604,0.6324786324786325,False
liar2_finance,4,44,4,text_only,3,1-1,1,10.0,,0.6269728654476412,0.626984126984127,False
liar2_finance,4,44,4,text_only,4,1-1,2,0.1,,0.6361221066756122,0.6361416361416361,False
liar2_finance,4,44,4,text_only,5,1-1,2,1.0,,0.6269528432592733,0.626984126984127,False
liar2_finance,4,44,4,text_only,6,1-1,2,10.0,,0.6110784961639231,0.6111111111111112,False
liar2_finance,4,44,4,text_only,7,1-2,1,0.1,,0.6415772292806651,0.6416361416361416,False
liar2_finance,4,44,4,text_only,8,1-2,1,1.0,,0.6452027446440854,0.6452991452991452,False
liar2_finance,4,44,4,text_only,9,1-2,1,10.0,,0.6535847004441222,0.6538461538461539,True
liar2_finance,4,44,4,text_only,10,1-2,2,0.1,,0.6495595882731805,0.6495726495726496,False
liar2_finance,4,44,4,text_only,11,1-2,2,1.0,,0.644662686816398,0.6446886446886446,False
liar2_finance,4,44,4,text_only,12,1-2,2,10.0,,0.6373620967261018,0.6373626373626373,False
liar2_finance,4,44,4,emotion_aware,1,1-1,1,0.1,0.05,0.6495726495726496,0.6495726495726496,False
liar2_finance,4,44,4,emotion_aware,2,1-1,1,0.1,0.1,0.6336990876021229,0.6336996336996337,False
liar2_finance,4,44,4,emotion_aware,3,1-1,1,0.1,0.25,0.6159881028477503,0.615995115995116,False
liar2_finance,4,44,4,emotion_aware,4,1-1,1,0.1,0.5,0.6098376140602524,0.6098901098901099,False
liar2_finance,4,44,4,emotion_aware,5,1-1,1,0.1,1.0,0.6055319206044583,0.6056166056166057,False
liar2_finance,4,44,4,emotion_aware,6,1-1,1,1.0,0.05,0.6507749077490774,0.6507936507936508,False
liar2_finance,4,44,4,emotion_aware,7,1-1,1,1.0,0.1,0.6520099828252469,0.652014652014652,False
liar2_finance,4,44,4,emotion_aware,8,1-1,1,1.0,0.25,0.6465136908566732,0.6465201465201466,False
liar2_finance,4,44,4,emotion_aware,9,1-1,1,1.0,0.5,0.6440780114221054,0.6440781440781441,False
liar2_finance,4,44,4,emotion_aware,10,1-1,1,1.0,1.0,0.6385814833091568,0.6385836385836385,False
liar2_finance,4,44,4,emotion_aware,11,1-1,1,10.0,0.05,0.6306436890681728,0.6306471306471306,False
liar2_finance,4,44,4,emotion_aware,12,1-1,1,10.0,0.1,0.6269806512738076,0.626984126984127,False
liar2_finance,4,44,4,emotion_aware,13,1-1,1,10.0,0.25,0.6275924067881513,0.6275946275946276,False
liar2_finance,4,44,4,emotion_aware,14,1-1,1,10.0,0.5,0.6281983380513195,0.6282051282051282,False
liar2_finance,4,44,4,emotion_aware,15,1-1,1,10.0,1.0,0.627589630742808,0.6275946275946276,False
liar2_finance,4,44,4,emotion_aware,16,1-1,2,0.1,0.05,0.6471306471306472,0.6471306471306472,False
liar2_finance,4,44,4,emotion_aware,17,1-1,2,0.1,0.1,0.6343089076363149,0.6343101343101343,False
liar2_finance,4,44,4,emotion_aware,18,1-1,2,0.1,0.25,0.6214619687734825,0.6214896214896215,False
liar2_finance,4,44,4,emotion_aware,19,1-1,2,0.1,0.5,0.6110866141732283,0.6111111111111112,False
liar2_finance,4,44,4,emotion_aware,20,1-1,2,0.1,1.0,0.6037199690002584,0.6037851037851039,False
liar2_finance,4,44,4,emotion_aware,21,1-1,2,1.0,0.05,0.6477189582071472,0.6477411477411477,False
liar2_finance,4,44,4,emotion_aware,22,1-1,2,1.0,0.1,0.6489515509531812,0.648962148962149,False
liar2_finance,4,44,4,emotion_aware,23,1-1,2,1.0,0.25,0.645288436702258,0.6452991452991452,False
liar2_finance,4,44,4,emotion_aware,24,1-1,2,1.0,0.5,0.6416199794030615,0.6416361416361416,False
liar2_finance,4,44,4,emotion_aware,25,1-1,2,1.0,1.0,0.6404085732548886,0.6404151404151404,False
liar2_finance,4,44,4,emotion_aware,26,1-1,2,10.0,0.05,0.6227016228223841,0.6227106227106227,False
liar2_finance,4,44,4,emotion_aware,27,1-1,2,10.0,0.1,0.6166050450235554,0.6166056166056166,False
liar2_finance,4,44,4,emotion_aware,28,1-1,2,10.0,0.25,0.615382321764812,0.6153846153846154,False
liar2_finance,4,44,4,emotion_aware,29,1-1,2,10.0,0.5,0.6129374194933448,0.612942612942613,False
liar2_finance,4,44,4,emotion_aware,30,1-1,2,10.0,1.0,0.612940304760144,0.612942612942613,False
liar2_finance,4,44,4,emotion_aware,31,1-2,1,0.1,0.05,0.6475981140623165,0.6477411477411477,False
liar2_finance,4,44,4,emotion_aware,32,1-2,1,0.1,0.1,0.6208620225030685,0.6208791208791209,False
liar2_finance,4,44,4,emotion_aware,33,1-2,1,0.1,0.25,0.6068165045286817,0.6068376068376069,False
liar2_finance,4,44,4,emotion_aware,34,1-2,1,0.1,0.5,0.603677420437197,0.6037851037851039,False
liar2_finance,4,44,4,emotion_aware,35,1-2,1,0.1,1.0,0.5962530880886014,0.5964590964590964,False
liar2_finance,4,44,4,emotion_aware,36,1-2,1,1.0,0.05,0.6561311557565965,0.6562881562881563,False
liar2_finance,4,44,4,emotion_aware,37,1-2,1,1.0,0.1,0.6554511278195488,0.6556776556776557,False
liar2_finance,4,44,4,emotion_aware,38,1-2,1,1.0,0.25,0.6493196096539192,0.6495726495726496,False
liar2_finance,4,44,4,emotion_aware,39,1-2,1,1.0,0.5,0.6468273685624119,0.6471306471306472,False
liar2_finance,4,44,4,emotion_aware,40,1-2,1,1.0,1.0,0.6431351248104862,0.6434676434676435,False
liar2_finance,4,44,4,emotion_aware,41,1-2,1,10.0,0.05,0.6572944431619292,0.6575091575091575,True
liar2_finance,4,44,4,emotion_aware,42,1-2,1,10.0,0.1,0.6542504710148711,0.6544566544566545,False
liar2_finance,4,44,4,emotion_aware,43,1-2,1,10.0,0.25,0.6481817083484354,0.6483516483516483,False
liar2_finance,4,44,4,emotion_aware,44,1-2,1,10.0,0.5,0.6494388557878017,0.6495726495726495,False
liar2_finance,4,44,4,emotion_aware,45,1-2,1,10.0,1.0,0.6488196110672997,0.6489621489621489,False
liar2_finance,4,44,4,emotion_aware,46,1-2,2,0.1,0.05,0.650791568332496,0.6507936507936508,False
liar2_finance,4,44,4,emotion_aware,47,1-2,2,0.1,0.1,0.6385814833091568,0.6385836385836385,False
liar2_finance,4,44,4,emotion_aware,48,1-2,2,0.1,0.25,0.6159709267110842,0.615995115995116,False
liar2_finance,4,44,4,emotion_aware,49,1-2,2,0.1,0.5,0.608011272141707,0.6080586080586081,False
liar2_finance,4,44,4,emotion_aware,50,1-2,2,0.1,1.0,0.5945544554455445,0.5946275946275946,False
liar2_finance,4,44,4,emotion_aware,51,1-2,2,1.0,0.05,0.6471285428254943,0.6471306471306472,False
liar2_finance,4,44,4,emotion_aware,52,1-2,2,1.0,0.1,0.6532310004293689,0.6532356532356532,False
liar2_finance,4,44,4,emotion_aware,53,1-2,2,1.0,0.25,0.6471259124087592,0.6471306471306472,False
liar2_finance,4,44,4,emotion_aware,54,1-2,2,1.0,0.5,0.6445991004962779,0.6446886446886446,False
liar2_finance,4,44,4,emotion_aware,55,1-2,2,1.0,1.0,0.639713864764268,0.6398046398046398,False
liar2_finance,4,44,4,emotion_aware,56,1-2,2,10.0,0.05,0.6520125768348299,0.652014652014652,False
liar2_finance,4,44,4,emotion_aware,57,1-2,2,10.0,0.1,0.6404139342200157,0.6404151404151404,False
liar2_finance,4,44,4,emotion_aware,58,1-2,2,10.0,0.25,0.6361367539716616,0.6361416361416361,False
liar2_finance,4,44,4,emotion_aware,59,1-2,2,10.0,0.5,0.6367520013656136,0.6367521367521367,False
liar2_finance,4,44,4,emotion_aware,60,1-2,2,10.0,1.0,0.6355309996895316,0.6355311355311355,False
liar2_finance,4,44,5,text_only,1,1-1,1,0.1,,0.6353571768513231,0.6353658536585366,False
liar2_finance,4,44,5,text_only,2,1-1,1,1.0,,0.6347527025645315,0.6347560975609756,False
liar2_finance,4,44,5,text_only,3,1-1,1,10.0,,0.6280438018950283,0.6280487804878049,False
liar2_finance,4,44,5,text_only,4,1-1,2,0.1,,0.6335059260980711,0.6335365853658537,False
liar2_finance,4,44,5,text_only,5,1-1,2,1.0,,0.6292633304134053,0.6292682926829268,False
liar2_finance,4,44,5,text_only,6,1-1,2,10.0,,0.6115852214400734,0.6115853658536585,False
liar2_finance,4,44,5,text_only,7,1-2,1,0.1,,0.6428612642204983,0.6432926829268293,False
liar2_finance,4,44,5,text_only,8,1-2,1,1.0,,0.6436220643546158,0.6439024390243903,False
liar2_finance,4,44,5,text_only,9,1-2,1,10.0,,0.636843928858924,0.6371951219512195,False
liar2_finance,4,44,5,text_only,10,1-2,2,0.1,,0.6450327342833044,0.6451219512195122,True
liar2_finance,4,44,5,text_only,11,1-2,2,1.0,,0.6407252888915171,0.6408536585365854,False
liar2_finance,4,44,5,text_only,12,1-2,2,10.0,,0.6207294510972701,0.6207317073170732,False
liar2_finance,4,44,5,emotion_aware,1,1-1,1,0.1,0.05,0.6445110055766843,0.6445121951219512,False
liar2_finance,4,44,5,emotion_aware,2,1-1,1,0.1,0.1,0.6292131488918637,0.6292682926829268,False
liar2_finance,4,44,5,emotion_aware,3,1-1,1,0.1,0.25,0.6103587550487052,0.6103658536585366,False
liar2_finance,4,44,5,emotion_aware,4,1-1,1,0.1,0.5,0.6151922532731379,0.6152439024390244,False
liar2_finance,4,44,5,emotion_aware,5,1-1,1,0.1,1.0,0.6017213172368626,0.6018292682926829,False
liar2_finance,4,44,5,emotion_aware,6,1-1,1,1.0,0.05,0.6499953152258136,0.65,False
liar2_finance,4,44,5,emotion_aware,7,1-1,1,1.0,0.1,0.6518281032320528,0.651829268292683,False
liar2_finance,4,44,5,emotion_aware,8,1-1,1,1.0,0.25,0.6444538980402423,0.6445121951219512,False
liar2_finance,4,44,5,emotion_aware,9,1-1,1,1.0,0.5,0.6444010043295066,0.6445121951219512,False
liar2_finance,4,44,5,emotion_aware,10,1-1,1,1.0,1.0,0.6431651850620332,0.6432926829268293,False
liar2_finance,4,44,5,emotion_aware,11,1-1,1,10.0,0.05,0.6335255486204039,0.6335365853658537,False
liar2_finance,4,44,5,emotion_aware,12,1-1,1,10.0,0.1,0.6322863118754357,0.6323170731707317,False
liar2_finance,4,44,5,emotion_aware,13,1-1,1,10.0,0.25,0.6371647687659772,0.6371951219512195,False
liar2_finance,4,44,5,emotion_aware,14,1-1,1,10.0,0.5,0.6390109685815207,0.6390243902439025,False
liar2_finance,4,44,5,emotion_aware,15,1-1,1,10.0,1.0,0.6383983663750489,0.6384146341463415,False
liar2_finance,4,44,5,emotion_aware,16,1-1,2,0.1,0.05,0.6451135065676756,0.6451219512195122,False
liar2_finance,4,44,5,emotion_aware,17,1-1,2,0.1,0.1,0.6340679741051027,0.6341463414634146,False
liar2_finance,4,44,5,emotion_aware,18,1-1,2,0.1,0.25,0.6146135129185977,0.6146341463414634,False
liar2_finance,4,44,5,emotion_aware,19,1-1,2,0.1,0.5,0.6194663545132593,0.6195121951219512,False
liar2_finance,4,44,5,emotion_aware,20,1-1,2,0.1,1.0,0.6060266645246988,0.6060975609756097,False
liar2_finance,4,44,5,emotion_aware,21,1-1,2,1.0,0.05,0.6439024390243903,0.6439024390243903,False
liar2_finance,4,44,5,emotion_aware,22,1-1,2,1.0,0.1,0.6481695544043685,0.6481707317073171,False
liar2_finance,4,44,5,emotion_aware,23,1-1,2,1.0,0.25,0.6487616826599878,0.6487804878048781,False
liar2_finance,4,44,5,emotion_aware,24,1-1,2,1.0,0.5,0.6420027585735,0.6420731707317073,False
liar2_finance,4,44,5,emotion_aware,25,1-1,2,1.0,1.0,0.6444422627740212,0.6445121951219512,False
liar2_finance,4,44,5,emotion_aware,26,1-1,2,10.0,0.05,0.6201206800587895,0.6201219512195122,False
liar2_finance,4,44,5,emotion_aware,27,1-1,2,10.0,0.1,0.620121809979852,0.6201219512195122,False
liar2_finance,4,44,5,emotion_aware,28,1-1,2,10.0,0.25,0.618885293396974,0.6189024390243902,False
liar2_finance,4,44,5,emotion_aware,29,1-1,2,10.0,0.5,0.6182875737480127,0.6182926829268293,False
liar2_finance,4,44,5,emotion_aware,30,1-1,2,10.0,1.0,0.6188988966658301,0.6189024390243902,False
liar2_finance,4,44,5,emotion_aware,31,1-2,1,0.1,0.05,0.6443311605289872,0.6445121951219512,False
liar2_finance,4,44,5,emotion_aware,32,1-2,1,0.1,0.1,0.6169615176345276,0.6170731707317073,False
liar2_finance,4,44,5,emotion_aware,33,1-2,1,0.1,0.25,0.6072884549885402,0.6073170731707317,False
liar2_finance,4,44,5,emotion_aware,34,1-2,1,0.1,0.5,0.5986461858890915,0.598780487804878,False
liar2_finance,4,44,5,emotion_aware,35,1-2,1,0.1,1.0,0.5906221506138771,0.5908536585365853,False
liar2_finance,4,44,5,emotion_aware,36,1-2,1,1.0,0.05,0.6520333047455689,0.6524390243902439,False
liar2_finance,4,44,5,emotion_aware,37,1-2,1,1.0,0.1,0.6533615947033746,0.6536585365853659,True
liar2_finance,4,44,5,emotion_aware,38,1-2,1,1.0,0.25,0.6411025957089519,0.6414634146341464,False
liar2_finance,4,44,5,emotion_aware,39,1-2,1,1.0,0.5,0.6386885489933385,0.6390243902439025,False
liar2_finance,4,44,5,emotion_aware,40,1-2,1,1.0,1.0,0.6380646215350285,0.6384146341463415,False
liar2_finance,4,44,5,emotion_aware,41,1-2,1,10.0,0.05,0.6344558718846643,0.6347560975609756,False
liar2_finance,4,44,5,emotion_aware,42,1-2,1,10.0,0.1,0.6393121611015782,0.6396341463414634,False
liar2_finance,4,44,5,emotion_aware,43,1-2,1,10.0,0.25,0.6393862377876522,0.6396341463414634,False
liar2_finance,4,44,5,emotion_aware,44,1-2,1,10.0,0.5,0.6406065889288108,0.6408536585365854,False
liar2_finance,4,44,5,emotion_aware,45,1-2,1,10.0,1.0,0.6400077980948242,0.6402439024390244,False
liar2_finance,4,44,5,emotion_aware,46,1-2,2,0.1,0.05,0.6511027634172648,0.651219512195122,False
liar2_finance,4,44,5,emotion_aware,47,1-2,2,0.1,0.1,0.6303949088929253,0.6304878048780488,False
liar2_finance,4,44,5,emotion_aware,48,1-2,2,0.1,0.25,0.6164313269811759,0.6164634146341463,False
liar2_finance,4,44,5,emotion_aware,49,1-2,2,0.1,0.5,0.6102602170204521,0.6103658536585366,False
liar2_finance,4,44,5,emotion_aware,50,1-2,2,0.1,1.0,0.5979660974075517,0.598170731707317,False
liar2_finance,4,44,5,emotion_aware,51,1-2,2,1.0,0.05,0.6491918578285831,0.649390243902439,False
liar2_finance,4,44,5,emotion_aware,52,1-2,2,1.0,0.1,0.6478815326835581,0.6481707317073171,False
liar2_finance,4,44,5,emotion_aware,53,1-2,2,1.0,0.25,0.6412281106436554,0.6414634146341464,False
liar2_finance,4,44,5,emotion_aware,54,1-2,2,1.0,0.5,0.6394087768269803,0.6396341463414634,False
liar2_finance,4,44,5,emotion_aware,55,1-2,2,1.0,1.0,0.6339699676822264,0.6341463414634146,False
liar2_finance,4,44,5,emotion_aware,56,1-2,2,10.0,0.05,0.6231029081675912,0.6231707317073171,False
liar2_finance,4,44,5,emotion_aware,57,1-2,2,10.0,0.1,0.6267204598603995,0.6268292682926829,False
liar2_finance,4,44,5,emotion_aware,58,1-2,2,10.0,0.25,0.6243097867479055,0.624390243902439,False
liar2_finance,4,44,5,emotion_aware,59,1-2,2,10.0,0.5,0.6237064770695901,0.623780487804878,False
liar2_finance,4,44,5,emotion_aware,60,1-2,2,10.0,1.0,0.6249385030784718,0.625,False
liar2_finance,5,55,1,text_only,1,1-1,1,0.1,,0.6452979554869764,0.6452991452991453,False
liar2_finance,5,55,1,text_only,2,1-1,1,1.0,,0.6385491511069827,0.6385836385836385,False
liar2_finance,5,55,1,text_only,3,1-1,1,10.0,,0.6245016783120336,0.6245421245421245,False
liar2_finance,5,55,1,text_only,4,1-1,2,0.1,,0.6318570177822057,0.6318681318681318,False
liar2_finance,5,55,1,text_only,5,1-1,2,1.0,,0.6324780845607967,0.6324786324786325,False
liar2_finance,5,55,1,text_only,6,1-1,2,10.0,,0.6227016228223841,0.6227106227106227,False
liar2_finance,5,55,1,text_only,7,1-2,1,0.1,,0.6443020631850419,0.6446886446886447,False
liar2_finance,5,55,1,text_only,8,1-2,1,1.0,,0.6557460582443233,0.6562881562881563,True
liar2_finance,5,55,1,text_only,9,1-2,1,10.0,,0.6491018285883191,0.6495726495726496,False
liar2_finance,5,55,1,text_only,10,1-2,2,0.1,,0.6385491511069827,0.6385836385836385,False
liar2_finance,5,55,1,text_only,11,1-2,2,1.0,,0.6531611933488116,0.6532356532356531,False
liar2_finance,5,55,1,text_only,12,1-2,2,10.0,,0.6428090832945972,0.6428571428571428,False
liar2_finance,5,55,1,emotion_aware,1,1-1,1,0.1,0.05,0.650780635003936,0.6507936507936508,False
liar2_finance,5,55,1,emotion_aware,2,1-1,1,0.1,0.1,0.6422418419922714,0.6422466422466422,False
liar2_finance,5,55,1,emotion_aware,3,1-1,1,0.1,0.25,0.619657977900466,0.6196581196581197,False
liar2_finance,5,55,1,emotion_aware,4,1-1,1,0.1,0.5,0.6177986975035485,0.6178266178266179,False
liar2_finance,5,55,1,emotion_aware,5,1-1,1,0.1,1.0,0.6061741174786586,0.6062271062271063,False
liar2_finance,5,55,1,emotion_aware,6,1-1,1,1.0,0.05,0.6452609351207993,0.6452991452991452,False
liar2_finance,5,55,1,emotion_aware,7,1-1,1,1.0,0.1,0.6495303274288782,0.6495726495726495,False
liar2_finance,5,55,1,emotion_aware,8,1-1,1,1.0,0.25,0.6446695739684669,0.6446886446886446,False
liar2_finance,5,55,1,emotion_aware,9,1-1,1,1.0,0.5,0.6440196331697237,0.644078144078144,False
liar2_finance,5,55,1,emotion_aware,10,1-1,1,1.0,1.0,0.6403560273361358,0.6404151404151404,False
liar2_finance,5,55,1,emotion_aware,11,1-1,1,10.0,0.05,0.6300096017366619,0.63003663003663,False
liar2_finance,5,55,1,emotion_aware,12,1-1,1,10.0,0.1,0.6336859807733595,0.6336996336996337,False
liar2_finance,5,55,1,emotion_aware,13,1-1,1,10.0,0.25,0.633697449299821,0.6336996336996337,False
liar2_finance,5,55,1,emotion_aware,14,1-1,1,10.0,0.5,0.6343067268625381,0.6343101343101343,False
liar2_finance,5,55,1,emotion_aware,15,1-1,1,10.0,1.0,0.6355277394606598,0.6355311355311355,False
liar2_finance,5,55,1,emotion_aware,16,1-1,2,0.1,0.05,0.648958878039999,0.648962148962149,False
liar2_finance,5,55,1,emotion_aware,17,1-1,2,0.1,0.1,0.6470969752362095,0.647130647130647,False
liar2_finance,5,55,1,emotion_aware,18,1-1,2,0.1,0.25,0.6251520663128391,0.6251526251526252,False
liar2_finance,5,55,1,emotion_aware,19,1-1,2,0.1,0.5,0.6226965601965602,0.6227106227106227,False
liar2_finance,5,55,1,emotion_aware,20,1-1,2,0.1,1.0,0.6104535695115405,0.6105006105006106,False
liar2_finance,5,55,1,emotion_aware,21,1-1,2,1.0,0.05,0.6440716438159594,0.644078144078144,False
liar2_finance,5,55,1,emotion_aware,22,1-1,2,1.0,0.1,0.6465136908566732,0.6465201465201466,False
liar2_finance,5,55,1,emotion_aware,23,1-1,2,1.0,0.25,0.6446801690657403,0.6446886446886446,False
liar2_finance,5,55,1,emotion_aware,24,1-1,2,1.0,0.5,0.6416328024512685,0.6416361416361416,False
liar2_finance,5,55,1,emotion_aware,25,1-1,2,1.0,1.0,0.6422445088161585,0.6422466422466422,False
liar2_finance,5,55,1,emotion_aware,26,1-1,2,10.0,0.05,0.6220966008813207,0.6221001221001221,False
liar2_finance,5,55,1,emotion_aware,27,1-1,2,10.0,0.1,0.6226650563607086,0.6227106227106227,False
liar2_finance,5,55,1,emotion_aware,28,1-1,2,10.0,0.25,0.6226155397022333,0.6227106227106227,False
liar2_finance,5,55,1,emotion_aware,29,1-1,2,10.0,0.5,0.6201576282686988,0.6202686202686203,False
liar2_finance,5,55,1,emotion_aware,30,1-1,2,10.0,1.0,0.6213626114034145,0.6214896214896215,False
liar2_finance,5,55,1,emotion_aware,31,1-2,1,0.1,0.05,0.6491327322665392,0.6495726495726496,False
liar2_finance,5,55,1,emotion_aware,32,1-2,1,0.1,0.1,0.6306304728089476,0.6306471306471306,False
liar2_finance,5,55,1,emotion_aware,33,1-2,1,0.1,0.25,0.6043861676195872,0.6043956043956044,False
liar2_finance,5,55,1,emotion_aware,34,1-2,1,0.1,0.5,0.6092650461582501,0.6092796092796093,False
liar2_finance,5,55,1,emotion_aware,35,1-2,1,0.1,1.0,0.5946124853891843,0.5946275946275946,False
liar2_finance,5,55,1,emotion_aware,36,1-2,1,1.0,0.05,0.6608686796414144,0.6611721611721612,False
liar2_finance,5,55,1,emotion_aware,37,1-2,1,1.0,0.1,0.6594789056787853,0.6599511599511599,False
liar2_finance,5,55,1,emotion_aware,38,1-2,1,1.0,0.25,0.6515471120127907,0.652014652014652,False
liar2_finance,5,55,1,emotion_aware,39,1-2,1,1.0,0.5,0.6496649029982363,0.6501831501831502,False
liar2_finance,5,55,1,emotion_aware,40,1-2,1,1.0,1.0,0.6455243928648184,0.645909645909646,False
liar2_finance,5,55,1,emotion_aware,41,1-2,1,10.0,0.05,0.6557789535567313,0.6562881562881563,False
liar2_finance,5,55,1,emotion_aware,42,1-2,1,10.0,0.1,0.6588829622862056,0.6593406593406593,False
liar2_finance,5,55,1,emotion_aware,43,1-2,1,10.0,0.25,0.66070160260633,0.6611721611721612,False
liar2_finance,5,55,1,emotion_aware,44,1-2,1,10.0,0.5,0.6613282457106773,0.6617826617826618,False
liar2_finance,5,55,1,emotion_aware,45,1-2,1,10.0,1.0,0.6607613642088295,0.6611721611721612,False
liar2_finance,5,55,1,emotion_aware,46,1-2,2,0.1,0.05,0.6519129390886789,0.6520146520146519,False
liar2_finance,5,55,1,emotion_aware,47,1-2,2,0.1,0.1,0.6440302488217953,0.644078144078144,False
liar2_finance,5,55,1,emotion_aware,48,1-2,2,0.1,0.25,0.6184358385186924,0.6184371184371185,False
liar2_finance,5,55,1,emotion_aware,49,1-2,2,0.1,0.5,0.6190334200042937,0.6190476190476191,False
liar2_finance,5,55,1,emotion_aware,50,1-2,2,0.1,1.0,0.6037849561114004,0.6037851037851037,False
liar2_finance,5,55,1,emotion_aware,51,1-2,2,1.0,0.05,0.6665692363902083,0.6666666666666667,True
liar2_finance,5,55,1,emotion_aware,52,1-2,2,1.0,0.1,0.6647690693248687,0.6648351648351649,False
liar2_finance,5,55,1,emotion_aware,53,1-2,2,1.0,0.25,0.6580049393321163,0.6581196581196581,False
liar2_finance,5,55,1,emotion_aware,54,1-2,2,1.0,0.5,0.6554722007992708,0.6556776556776557,False
liar2_finance,5,55,1,emotion_aware,55,1-2,2,1.0,1.0,0.651244919959177,0.6514041514041514,False
liar2_finance,5,55,1,emotion_aware,56,1-2,2,10.0,0.05,0.6507306453536921,0.6507936507936507,False
liar2_finance,5,55,1,emotion_aware,57,1-2,2,10.0,0.1,0.650136076457785,0.6501831501831501,False
liar2_finance,5,55,1,emotion_aware,58,1-2,2,10.0,0.25,0.6488929232455364,0.6489621489621489,False
liar2_finance,5,55,1,emotion_aware,59,1-2,2,10.0,0.5,0.6477032006277129,0.6477411477411477,False
liar2_finance,5,55,1,emotion_aware,60,1-2,2,10.0,1.0,0.6483180929689563,0.6483516483516483,False
liar2_finance,5,55,2,text_only,1,1-1,1,0.1,,0.6385787891799055,0.6385836385836385,False
liar2_finance,5,55,2,text_only,2,1-1,1,1.0,,0.6324780845607967,0.6324786324786325,False
liar2_finance,5,55,2,text_only,3,1-1,1,10.0,,0.6214439076757917,0.6214896214896215,False
liar2_finance,5,55,2,text_only,4,1-1,2,0.1,,0.6336859807733595,0.6336996336996337,False
liar2_finance,5,55,2,text_only,5,1-1,2,1.0,,0.6294226764700511,0.6294261294261294,False
liar2_finance,5,55,2,text_only,6,1-1,2,10.0,,0.6121342071652978,0.6123321123321124,False
liar2_finance,5,55,2,text_only,7,1-2,1,0.1,,0.6469959209849292,0.647130647130647,False
liar2_finance,5,55,2,text_only,8,1-2,1,1.0,,0.651244919959177,0.6514041514041514,False
liar2_finance,5,55,2,text_only,9,1-2,1,10.0,,0.657370090102183,0.6575091575091575,True
liar2_finance,5,55,2,text_only,10,1-2,2,0.1,,0.633679973163368,0.6336996336996337,False
