dataset,repetition,outer_seed,outer_fold,model,parameter_index,ngram_range,min_df,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected
factors_finance,2,22,5,emotion_aware,10,1-1,1,1.0,1.0,0.6193536193536193,0.6196172248803828,False
factors_finance,2,22,5,emotion_aware,11,1-1,1,10.0,0.05,0.6315030225315992,0.631578947368421,False
factors_finance,2,22,5,emotion_aware,12,1-1,1,10.0,0.1,0.6314439482422993,0.631578947368421,False
factors_finance,2,22,5,emotion_aware,13,1-1,1,10.0,0.25,0.6315452068594455,0.631578947368421,False
factors_finance,2,22,5,emotion_aware,14,1-1,1,10.0,0.5,0.6362886975636564,0.6363636363636364,False
factors_finance,2,22,5,emotion_aware,15,1-1,1,10.0,1.0,0.6362303904729187,0.6363636363636364,False
factors_finance,2,22,5,emotion_aware,16,1-1,2,0.1,0.05,0.6170846215504409,0.6172248803827751,False
factors_finance,2,22,5,emotion_aware,17,1-1,2,0.1,0.1,0.5931524103973433,0.5933014354066986,False
factors_finance,2,22,5,emotion_aware,18,1-1,2,0.1,0.25,0.5754835526127047,0.5765550239234449,False
factors_finance,2,22,5,emotion_aware,19,1-1,2,0.1,0.5,0.5927046793681363,0.5933014354066986,False
factors_finance,2,22,5,emotion_aware,20,1-1,2,0.1,1.0,0.5834936778449697,0.5837320574162679,False
factors_finance,2,22,5,emotion_aware,21,1-1,2,1.0,0.05,0.6219749524921583,0.6220095693779903,False
factors_finance,2,22,5,emotion_aware,22,1-1,2,1.0,0.1,0.6171459974354276,0.6172248803827751,False
factors_finance,2,22,5,emotion_aware,23,1-1,2,1.0,0.25,0.6219316724674848,0.6220095693779903,False
factors_finance,2,22,5,emotion_aware,24,1-1,2,1.0,0.5,0.6264864245618055,0.6267942583732058,False
factors_finance,2,22,5,emotion_aware,25,1-1,2,1.0,1.0,0.6240382687405116,0.6244019138755981,False
factors_finance,2,22,5,emotion_aware,26,1-1,2,10.0,0.05,0.5980032973071991,0.5980861244019139,False
factors_finance,2,22,5,emotion_aware,27,1-1,2,10.0,0.1,0.6004578885613714,0.6004784688995215,False
factors_finance,2,22,5,emotion_aware,28,1-1,2,10.0,0.25,0.6267942583732058,0.6267942583732058,False
factors_finance,2,22,5,emotion_aware,29,1-1,2,10.0,0.5,0.6291675013593567,0.6291866028708134,False
factors_finance,2,22,5,emotion_aware,30,1-1,2,10.0,1.0,0.6267600796758019,0.6267942583732058,False
factors_finance,2,22,5,emotion_aware,31,1-2,1,0.1,0.05,0.6263751375137514,0.6267942583732058,False
factors_finance,2,22,5,emotion_aware,32,1-2,1,0.1,0.1,0.5974963890226288,0.5980861244019139,False
factors_finance,2,22,5,emotion_aware,33,1-2,1,0.1,0.25,0.5537878787878787,0.5550239234449761,False
factors_finance,2,22,5,emotion_aware,34,1-2,1,0.1,0.5,0.5610931645656776,0.562200956937799,False
factors_finance,2,22,5,emotion_aware,35,1-2,1,0.1,1.0,0.5813181466960478,0.5813397129186603,False
factors_finance,2,22,5,emotion_aware,36,1-2,1,1.0,0.05,0.6290146183929501,0.6291866028708133,False
factors_finance,2,22,5,emotion_aware,37,1-2,1,1.0,0.1,0.6214549372950914,0.6220095693779905,False
factors_finance,2,22,5,emotion_aware,38,1-2,1,1.0,0.25,0.6349512778084208,0.6363636363636364,False
factors_finance,2,22,5,emotion_aware,39,1-2,1,1.0,0.5,0.6186547167537855,0.6196172248803828,False
factors_finance,2,22,5,emotion_aware,40,1-2,1,1.0,1.0,0.6096703044885566,0.6100478468899522,False
factors_finance,2,22,5,emotion_aware,41,1-2,1,10.0,0.05,0.6459249084249085,0.6459330143540669,True
factors_finance,2,22,5,emotion_aware,42,1-2,1,10.0,0.1,0.6291844805778288,0.6291866028708134,False
factors_finance,2,22,5,emotion_aware,43,1-2,1,10.0,0.25,0.6290146183929501,0.6291866028708133,False
factors_finance,2,22,5,emotion_aware,44,1-2,1,10.0,0.5,0.6171459974354276,0.6172248803827751,False
factors_finance,2,22,5,emotion_aware,45,1-2,1,10.0,1.0,0.6123603224033706,0.6124401913875599,False
factors_finance,2,22,5,emotion_aware,46,1-2,2,0.1,0.05,0.5979388526279629,0.5980861244019139,False
factors_finance,2,22,5,emotion_aware,47,1-2,2,0.1,0.1,0.581049581049581,0.5813397129186603,False
factors_finance,2,22,5,emotion_aware,48,1-2,2,0.1,0.25,0.5606292971240501,0.562200956937799,False
factors_finance,2,22,5,emotion_aware,49,1-2,2,0.1,0.5,0.5854387020953364,0.5861244019138756,False
factors_finance,2,22,5,emotion_aware,50,1-2,2,0.1,1.0,0.578706248854682,0.5789473684210527,False
factors_finance,2,22,5,emotion_aware,51,1-2,2,1.0,0.05,0.6100277594940331,0.6100478468899522,False
factors_finance,2,22,5,emotion_aware,52,1-2,2,1.0,0.1,0.6002016002016002,0.6004784688995215,False
factors_finance,2,22,5,emotion_aware,53,1-2,2,1.0,0.25,0.6192489473231932,0.6196172248803827,False
factors_finance,2,22,5,emotion_aware,54,1-2,2,1.0,0.5,0.621585075174184,0.6220095693779903,False
factors_finance,2,22,5,emotion_aware,55,1-2,2,1.0,1.0,0.6194408020934135,0.6196172248803828,False
factors_finance,2,22,5,emotion_aware,56,1-2,2,10.0,0.05,0.6075117370892018,0.6076555023923444,False
factors_finance,2,22,5,emotion_aware,57,1-2,2,10.0,0.1,0.6099920434576043,0.6100478468899522,False
factors_finance,2,22,5,emotion_aware,58,1-2,2,10.0,0.25,0.6100456150592652,0.6100478468899522,False
factors_finance,2,22,5,emotion_aware,59,1-2,2,10.0,0.5,0.6052608986796244,0.6052631578947368,False
factors_finance,2,22,5,emotion_aware,60,1-2,2,10.0,1.0,0.6052608986796244,0.6052631578947368,False
factors_finance,3,33,1,text_only,1,1-1,1,0.1,,0.5817307692307693,0.5817307692307693,False
factors_finance,3,33,1,text_only,2,1-1,1,1.0,,0.5841129866452466,0.5841346153846154,False
factors_finance,3,33,1,text_only,3,1-1,1,10.0,,0.5863854975952645,0.5865384615384615,False
factors_finance,3,33,1,text_only,4,1-1,2,0.1,,0.5961165048543688,0.5961538461538461,False
factors_finance,3,33,1,text_only,5,1-1,2,1.0,,0.5769230769230769,0.5769230769230769,False
factors_finance,3,33,1,text_only,6,1-1,2,10.0,,0.5817307692307693,0.5817307692307693,False
factors_finance,3,33,1,text_only,7,1-2,1,0.1,,0.6216319555079223,0.6225961538461539,True
factors_finance,3,33,1,text_only,8,1-2,1,1.0,,0.6123333738503303,0.6129807692307692,False
factors_finance,3,33,1,text_only,9,1-2,1,10.0,,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,text_only,10,1-2,2,0.1,,0.6079895938719468,0.6081730769230769,False
factors_finance,3,33,1,text_only,11,1-2,2,1.0,,0.6081164646797395,0.6081730769230769,False
factors_finance,3,33,1,text_only,12,1-2,2,10.0,,0.6009246417013407,0.6009615384615385,False
factors_finance,3,33,1,emotion_aware,1,1-1,1,0.1,0.05,0.600952314911125,0.6009615384615384,False
factors_finance,3,33,1,emotion_aware,2,1-1,1,0.1,0.1,0.5984439935956348,0.5985576923076923,False
factors_finance,3,33,1,emotion_aware,3,1-1,1,0.1,0.25,0.5714814814814815,0.5721153846153846,False
factors_finance,3,33,1,emotion_aware,4,1-1,1,0.1,0.5,0.592712104973496,0.59375,False
factors_finance,3,33,1,emotion_aware,5,1-1,1,0.1,1.0,0.5688120675178783,0.5697115384615385,False
factors_finance,3,33,1,emotion_aware,6,1-1,1,1.0,0.05,0.6104958964281586,0.6105769230769231,False
factors_finance,3,33,1,emotion_aware,7,1-1,1,1.0,0.1,0.6176802094712931,0.6177884615384615,False
factors_finance,3,33,1,emotion_aware,8,1-1,1,1.0,0.25,0.6101353696633114,0.6105769230769231,False
factors_finance,3,33,1,emotion_aware,9,1-1,1,1.0,0.5,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,emotion_aware,10,1-1,1,1.0,1.0,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,emotion_aware,11,1-1,1,10.0,0.05,0.6008785111547799,0.6009615384615385,False
factors_finance,3,33,1,emotion_aware,12,1-1,1,10.0,0.1,0.6201835286503479,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,13,1-1,1,10.0,0.25,0.6201571890892279,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,14,1-1,1,10.0,0.5,0.6225416254890742,0.6225961538461539,False
factors_finance,3,33,1,emotion_aware,15,1-1,1,10.0,1.0,0.6201571890892279,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,16,1-1,2,0.1,0.05,0.605623381428043,0.6057692307692308,False
factors_finance,3,33,1,emotion_aware,17,1-1,2,0.1,0.1,0.6102526140464514,0.6105769230769231,False
factors_finance,3,33,1,emotion_aware,18,1-1,2,0.1,0.25,0.5907407407407408,0.5913461538461539,False
factors_finance,3,33,1,emotion_aware,19,1-1,2,0.1,0.5,0.593070435905005,0.59375,False
factors_finance,3,33,1,emotion_aware,20,1-1,2,0.1,1.0,0.5832652943049885,0.5841346153846154,False
factors_finance,3,33,1,emotion_aware,21,1-1,2,1.0,0.05,0.6104958964281586,0.6105769230769231,False
factors_finance,3,33,1,emotion_aware,22,1-1,2,1.0,0.1,0.598276809205771,0.5985576923076923,False
factors_finance,3,33,1,emotion_aware,23,1-1,2,1.0,0.25,0.619479887918857,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,24,1-1,2,1.0,0.5,0.627039627039627,0.6274038461538461,False
factors_finance,3,33,1,emotion_aware,25,1-1,2,1.0,1.0,0.627039627039627,0.6274038461538461,False
factors_finance,3,33,1,emotion_aware,26,1-1,2,10.0,0.05,0.5913367080415135,0.5913461538461539,False
factors_finance,3,33,1,emotion_aware,27,1-1,2,10.0,0.1,0.600952314911125,0.6009615384615384,False
factors_finance,3,33,1,emotion_aware,28,1-1,2,10.0,0.25,0.5961445114763193,0.5961538461538461,False
factors_finance,3,33,1,emotion_aware,29,1-1,2,10.0,0.5,0.6009615384615384,0.6009615384615384,False
factors_finance,3,33,1,emotion_aware,30,1-1,2,10.0,1.0,0.6033447560489347,0.6033653846153846,False
factors_finance,3,33,1,emotion_aware,31,1-2,1,0.1,0.05,0.622227235130461,0.6225961538461539,False
factors_finance,3,33,1,emotion_aware,32,1-2,1,0.1,0.1,0.5864524332447116,0.5865384615384615,False
factors_finance,3,33,1,emotion_aware,33,1-2,1,0.1,0.25,0.5714814814814815,0.5721153846153846,False
factors_finance,3,33,1,emotion_aware,34,1-2,1,0.1,0.5,0.587681928046045,0.5889423076923077,False
factors_finance,3,33,1,emotion_aware,35,1-2,1,0.1,1.0,0.5759429153924567,0.5769230769230769,False
factors_finance,3,33,1,emotion_aware,36,1-2,1,1.0,0.05,0.6221048307305981,0.6225961538461539,False
factors_finance,3,33,1,emotion_aware,37,1-2,1,1.0,0.1,0.6333951762523191,0.6346153846153846,False
factors_finance,3,33,1,emotion_aware,38,1-2,1,1.0,0.25,0.6315963117956553,0.6322115384615385,False
factors_finance,3,33,1,emotion_aware,39,1-2,1,1.0,0.5,0.622227235130461,0.6225961538461539,False
factors_finance,3,33,1,emotion_aware,40,1-2,1,1.0,1.0,0.6146631776393489,0.6153846153846154,False
factors_finance,3,33,1,emotion_aware,41,1-2,1,10.0,0.05,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,emotion_aware,42,1-2,1,10.0,0.1,0.6269187819314822,0.6274038461538461,False
factors_finance,3,33,1,emotion_aware,43,1-2,1,10.0,0.25,0.6317327331323663,0.6322115384615384,False
factors_finance,3,33,1,emotion_aware,44,1-2,1,10.0,0.5,0.6318520189487931,0.6322115384615384,False
factors_finance,3,33,1,emotion_aware,45,1-2,1,10.0,1.0,0.624783181849719,0.625,False
factors_finance,3,33,1,emotion_aware,46,1-2,2,0.1,0.05,0.6197616568321185,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,47,1-2,2,0.1,0.1,0.6127099777373002,0.6129807692307692,False
factors_finance,3,33,1,emotion_aware,48,1-2,2,0.1,0.25,0.5717590450633849,0.5721153846153846,False
factors_finance,3,33,1,emotion_aware,49,1-2,2,0.1,0.5,0.5977185210920988,0.5985576923076923,False
factors_finance,3,33,1,emotion_aware,50,1-2,2,0.1,1.0,0.5759429153924567,0.5769230769230769,False
factors_finance,3,33,1,emotion_aware,51,1-2,2,1.0,0.05,0.6127099777373002,0.6129807692307692,False
factors_finance,3,33,1,emotion_aware,52,1-2,2,1.0,0.1,0.6248612652608213,0.625,False
factors_finance,3,33,1,emotion_aware,53,1-2,2,1.0,0.25,0.6318520189487931,0.6322115384615384,False
factors_finance,3,33,1,emotion_aware,54,1-2,2,1.0,0.5,0.6321073713780367,0.6322115384615385,False
factors_finance,3,33,1,emotion_aware,55,1-2,2,1.0,1.0,0.6345815996301434,0.6346153846153846,True
factors_finance,3,33,1,emotion_aware,56,1-2,2,10.0,0.05,0.608062101533464,0.6081730769230769,False
factors_finance,3,33,1,emotion_aware,57,1-2,2,10.0,0.1,0.6177685831017007,0.6177884615384616,False
factors_finance,3,33,1,emotion_aware,58,1-2,2,10.0,0.25,0.6105409153952843,0.6105769230769231,False
factors_finance,3,33,1,emotion_aware,59,1-2,2,10.0,0.5,0.6225416254890742,0.6225961538461539,False
factors_finance,3,33,1,emotion_aware,60,1-2,2,10.0,1.0,0.6153757252155421,0.6153846153846154,False
factors_finance,3,33,2,text_only,1,1-1,1,0.1,,0.5760090315703814,0.5765550239234449,False
factors_finance,3,33,2,text_only,2,1-1,1,1.0,,0.5809343759846466,0.5813397129186603,False
factors_finance,3,33,2,text_only,3,1-1,1,10.0,,0.6050800776441083,0.605263157894737,True
factors_finance,3,33,2,text_only,4,1-1,2,0.1,,0.5881773399014778,0.5885167464114833,False
factors_finance,3,33,2,text_only,5,1-1,2,1.0,,0.581049581049581,0.5813397129186603,False
factors_finance,3,33,2,text_only,6,1-1,2,10.0,,0.5693385534720792,0.569377990430622,False
factors_finance,3,33,2,text_only,7,1-2,1,0.1,,0.5583526655488436,0.5598086124401913,False
factors_finance,3,33,2,text_only,8,1-2,1,1.0,,0.5731855625157751,0.5741626794258373,False
factors_finance,3,33,2,text_only,9,1-2,1,10.0,,0.5708837310667974,0.5717703349282297,False
factors_finance,3,33,2,text_only,10,1-2,2,0.1,,0.5905130188192833,0.5909090909090909,False
factors_finance,3,33,2,text_only,11,1-2,2,1.0,,0.5854387020953364,0.5861244019138756,False
factors_finance,3,33,2,text_only,12,1-2,2,10.0,,0.5635942268419725,0.5645933014354068,False
factors_finance,3,33,2,emotion_aware,1,1-1,1,0.1,0.05,0.5980493165739404,0.5980861244019138,False
factors_finance,3,33,2,emotion_aware,2,1-1,1,0.1,0.1,0.566983167642497,0.5669856459330143,False
factors_finance,3,33,2,emotion_aware,3,1-1,1,0.1,0.25,0.5454129175538613,0.5454545454545454,False
factors_finance,3,33,2,emotion_aware,4,1-1,1,0.1,0.5,0.5526085338980625,0.5526315789473684,False
factors_finance,3,33,2,emotion_aware,5,1-1,1,0.1,1.0,0.5736844517785111,0.5741626794258373,False
factors_finance,3,33,2,emotion_aware,6,1-1,1,1.0,0.05,0.5908880176287097,0.5909090909090909,False
factors_finance,3,33,2,emotion_aware,7,1-1,1,1.0,0.1,0.6052608986796244,0.6052631578947368,False
factors_finance,3,33,2,emotion_aware,8,1-1,1,1.0,0.25,0.5833887043189369,0.5837320574162679,False
factors_finance,3,33,2,emotion_aware,9,1-1,1,1.0,0.5,0.6094017828990741,0.6100478468899522,True
factors_finance,3,33,2,emotion_aware,10,1-1,1,1.0,1.0,0.599816550577579,0.6004784688995215,False
factors_finance,3,33,2,emotion_aware,11,1-1,1,10.0,0.05,0.5905130188192833,0.5909090909090909,False
factors_finance,3,33,2,emotion_aware,12,1-1,1,10.0,0.1,0.5835795259361044,0.5837320574162679,False
factors_finance,3,33,2,emotion_aware,13,1-1,1,10.0,0.25,0.5833887043189369,0.5837320574162679,False
factors_finance,3,33,2,emotion_aware,14,1-1,1,10.0,0.5,0.6047541819723896,0.6052631578947368,False
factors_finance,3,33,2,emotion_aware,15,1-1,1,10.0,1.0,0.5976347634763477,0.5980861244019138,False
factors_finance,3,33,2,emotion_aware,16,1-1,2,0.1,0.05,0.5807998899707162,0.5813397129186603,False
factors_finance,3,33,2,emotion_aware,17,1-1,2,0.1,0.1,0.5765526004017788,0.5765550239234449,False
factors_finance,3,33,2,emotion_aware,18,1-1,2,0.1,0.25,0.5381479891226564,0.5382775119617225,False
factors_finance,3,33,2,emotion_aware,19,1-1,2,0.1,0.5,0.5550137362637363,0.5550239234449761,False
factors_finance,3,33,2,emotion_aware,20,1-1,2,0.1,1.0,0.5784745141180785,0.5789473684210527,False
factors_finance,3,33,2,emotion_aware,21,1-1,2,1.0,0.05,0.5788605971789704,0.5789473684210527,False
factors_finance,3,33,2,emotion_aware,22,1-1,2,1.0,0.1,0.6004761822999835,0.6004784688995215,False
factors_finance,3,33,2,emotion_aware,23,1-1,2,1.0,0.25,0.6025432466491007,0.6028708133971292,False
factors_finance,3,33,2,emotion_aware,24,1-1,2,1.0,0.5,0.5921717171717171,0.5933014354066986,False
factors_finance,3,33,2,emotion_aware,25,1-1,2,1.0,1.0,0.5985461488472134,0.6004784688995215,False
factors_finance,3,33,2,emotion_aware,26,1-1,2,10.0,0.05,0.5764944275582573,0.5765550239234449,False
factors_finance,3,33,2,emotion_aware,27,1-1,2,10.0,0.1,0.5667848124459611,0.5669856459330143,False
factors_finance,3,33,2,emotion_aware,28,1-1,2,10.0,0.25,0.568894389438944,0.569377990430622,False
factors_finance,3,33,2,emotion_aware,29,1-1,2,10.0,0.5,0.5739188198643943,0.5741626794258373,False
factors_finance,3,33,2,emotion_aware,30,1-1,2,10.0,1.0,0.5786000687363959,0.5789473684210527,False
factors_finance,3,33,2,emotion_aware,31,1-2,1,0.1,0.05,0.5973394495412844,0.5980861244019139,False
factors_finance,3,33,2,emotion_aware,32,1-2,1,0.1,0.1,0.5597682991047921,0.5598086124401913,False
factors_finance,3,33,2,emotion_aware,33,1-2,1,0.1,0.25,0.5429968116589104,0.5430622009569378,False
factors_finance,3,33,2,emotion_aware,34,1-2,1,0.1,0.5,0.5526290185035743,0.5526315789473684,False
factors_finance,3,33,2,emotion_aware,35,1-2,1,0.1,1.0,0.5712181731700468,0.5717703349282297,False
factors_finance,3,33,2,emotion_aware,36,1-2,1,1.0,0.05,0.588054638797213,0.5885167464114833,False
factors_finance,3,33,2,emotion_aware,37,1-2,1,1.0,0.1,0.5953023402366016,0.5956937799043063,False
factors_finance,3,33,2,emotion_aware,38,1-2,1,1.0,0.25,0.6022880986771213,0.6028708133971292,False
factors_finance,3,33,2,emotion_aware,39,1-2,1,1.0,0.5,0.606755237374085,0.6076555023923444,False
factors_finance,3,33,2,emotion_aware,40,1-2,1,1.0,1.0,0.5927046793681363,0.5933014354066986,False
factors_finance,3,33,2,emotion_aware,41,1-2,1,10.0,0.05,0.5906255906255906,0.5909090909090908,False
factors_finance,3,33,2,emotion_aware,42,1-2,1,10.0,0.1,0.5859324450450347,0.5861244019138756,False
factors_finance,3,33,2,emotion_aware,43,1-2,1,10.0,0.25,0.5854387020953364,0.5861244019138756,False
factors_finance,3,33,2,emotion_aware,44,1-2,1,10.0,0.5,0.5951724651717202,0.5956937799043063,False
factors_finance,3,33,2,emotion_aware,45,1-2,1,10.0,1.0,0.5927046793681363,0.5933014354066986,False
factors_finance,3,33,2,emotion_aware,46,1-2,2,0.1,0.05,0.5953023402366016,0.5956937799043063,False
factors_finance,3,33,2,emotion_aware,47,1-2,2,0.1,0.1,0.5645833333333333,0.5645933014354068,False
factors_finance,3,33,2,emotion_aware,48,1-2,2,0.1,0.25,0.5358745421245421,0.5358851674641149,False
factors_finance,3,33,2,emotion_aware,49,1-2,2,0.1,0.5,0.5574137348832151,0.5574162679425838,False
factors_finance,3,33,2,emotion_aware,50,1-2,2,0.1,1.0,0.5758534697738412,0.5765550239234449,False
factors_finance,3,33,2,emotion_aware,51,1-2,2,1.0,0.05,0.5977546110665597,0.5980861244019139,False
factors_finance,3,33,2,emotion_aware,52,1-2,2,1.0,0.1,0.6002016002016002,0.6004784688995215,False
factors_finance,3,33,2,emotion_aware,53,1-2,2,1.0,0.25,0.5852675166176311,0.5861244019138756,False
factors_finance,3,33,2,emotion_aware,54,1-2,2,1.0,0.5,0.6036092991177907,0.605263157894737,False
factors_finance,3,33,2,emotion_aware,55,1-2,2,1.0,1.0,0.5919562670831706,0.5933014354066986,False
factors_finance,3,33,2,emotion_aware,56,1-2,2,10.0,0.05,0.5928447011367803,0.5933014354066986,False
factors_finance,3,33,2,emotion_aware,57,1-2,2,10.0,0.1,0.581049581049581,0.5813397129186603,False
factors_finance,3,33,2,emotion_aware,58,1-2,2,10.0,0.25,0.5662682374523462,0.5669856459330143,False
factors_finance,3,33,2,emotion_aware,59,1-2,2,10.0,0.5,0.5685779816513762,0.569377990430622,False
factors_finance,3,33,2,emotion_aware,60,1-2,2,10.0,1.0,0.5635942268419725,0.5645933014354068,False
factors_finance,3,33,3,text_only,1,1-1,1,0.1,,0.6051524259338772,0.6052631578947368,False
factors_finance,3,33,3,text_only,2,1-1,1,1.0,,0.6141943990598218,0.6148325358851674,False
factors_finance,3,33,3,text_only,3,1-1,1,10.0,,0.6140350877192982,0.6148325358851674,False
factors_finance,3,33,3,text_only,4,1-1,2,0.1,,0.6098669857938767,0.6100478468899522,False
factors_finance,3,33,3,text_only,5,1-1,2,1.0,,0.6236242780865207,0.6244019138755981,False
factors_finance,3,33,3,text_only,6,1-1,2,10.0,,0.6017676767676767,0.6028708133971292,False
factors_finance,3,33,3,text_only,7,1-2,1,0.1,,0.6261009174311927,0.6267942583732058,False
factors_finance,3,33,3,text_only,8,1-2,1,1.0,,0.6189870152205693,0.6196172248803828,False
factors_finance,3,33,3,text_only,9,1-2,1,10.0,,0.6242277102431818,0.6244019138755981,False
factors_finance,3,33,3,text_only,10,1-2,2,0.1,,0.6291675013593567,0.6291866028708134,True
factors_finance,3,33,3,text_only,11,1-2,2,1.0,,0.6074308227964083,0.6076555023923444,False
factors_finance,3,33,3,text_only,12,1-2,2,10.0,,0.6240382687405116,0.6244019138755981,False
factors_finance,3,33,3,emotion_aware,1,1-1,1,0.1,0.05,0.5861220331610606,0.5861244019138756,False
factors_finance,3,33,3,emotion_aware,2,1-1,1,0.1,0.1,0.6027252948585824,0.6028708133971292,False
factors_finance,3,33,3,emotion_aware,3,1-1,1,0.1,0.25,0.5687461310956737,0.569377990430622,False
factors_finance,3,33,3,emotion_aware,4,1-1,1,0.1,0.5,0.5614756212915986,0.562200956937799,False
factors_finance,3,33,3,emotion_aware,5,1-1,1,0.1,1.0,0.5405015458605291,0.5406698564593302,False
factors_finance,3,33,3,emotion_aware,6,1-1,1,1.0,0.05,0.6026433938061206,0.6028708133971292,False
factors_finance,3,33,3,emotion_aware,7,1-1,1,1.0,0.1,0.5979388526279629,0.5980861244019139,False
factors_finance,3,33,3,emotion_aware,8,1-1,1,1.0,0.25,0.5980861244019139,0.5980861244019139,False
factors_finance,3,33,3,emotion_aware,9,1-1,1,1.0,0.5,0.6172161172161172,0.6172248803827751,False
factors_finance,3,33,3,emotion_aware,10,1-1,1,1.0,1.0,0.5860651749580708,0.5861244019138756,False
factors_finance,3,33,3,emotion_aware,11,1-1,1,10.0,0.05,0.609240492535687,0.6100478468899522,False
factors_finance,3,33,3,emotion_aware,12,1-1,1,10.0,0.1,0.6213073394495412,0.6220095693779905,False
factors_finance,3,33,3,emotion_aware,13,1-1,1,10.0,0.25,0.6240382687405116,0.6244019138755981,False
factors_finance,3,33,3,emotion_aware,14,1-1,1,10.0,0.5,0.6338015265427186,0.6339712918660287,False
factors_finance,3,33,3,emotion_aware,15,1-1,1,10.0,1.0,0.6409428257284222,0.6411483253588517,True
factors_finance,3,33,3,emotion_aware,16,1-1,2,0.1,0.05,0.5956729530950404,0.5956937799043063,False
factors_finance,3,33,3,emotion_aware,17,1-1,2,0.1,0.1,0.5980769230769231,0.5980861244019139,False
factors_finance,3,33,3,emotion_aware,18,1-1,2,0.1,0.25,0.5955803635322742,0.5956937799043063,False
factors_finance,3,33,3,emotion_aware,19,1-1,2,0.1,0.5,0.5662682374523462,0.5669856459330143,False
factors_finance,3,33,3,emotion_aware,20,1-1,2,0.1,1.0,0.5427455427455428,0.5430622009569378,False
factors_finance,3,33,3,emotion_aware,21,1-1,2,1.0,0.05,0.6189870152205693,0.6196172248803828,False
factors_finance,3,33,3,emotion_aware,22,1-1,2,1.0,0.1,0.6166632276405989,0.6172248803827751,False
factors_finance,3,33,3,emotion_aware,23,1-1,2,1.0,0.25,0.5955803635322742,0.5956937799043063,False
factors_finance,3,33,3,emotion_aware,24,1-1,2,1.0,0.5,0.6196150478185471,0.6196172248803828,False
factors_finance,3,33,3,emotion_aware,25,1-1,2,1.0,1.0,0.6171898253085147,0.6172248803827751,False
factors_finance,3,33,3,emotion_aware,26,1-1,2,10.0,0.05,0.5990442219656632,0.6004784688995215,False
factors_finance,3,33,3,emotion_aware,27,1-1,2,10.0,0.1,0.6040644105743563,0.6052631578947368,False
factors_finance,3,33,3,emotion_aware,28,1-1,2,10.0,0.25,0.6136628491058871,0.6148325358851675,False
factors_finance,3,33,3,emotion_aware,29,1-1,2,10.0,0.5,0.6117201834862385,0.6124401913875598,False
factors_finance,3,33,3,emotion_aware,30,1-1,2,10.0,1.0,0.6117201834862385,0.6124401913875598,False
factors_finance,3,33,3,emotion_aware,31,1-2,1,0.1,0.05,0.6115509052109864,0.6124401913875598,False
factors_finance,3,33,3,emotion_aware,32,1-2,1,0.1,0.1,0.6216977889792645,0.6220095693779903,False
factors_finance,3,33,3,emotion_aware,33,1-2,1,0.1,0.25,0.5610931645656776,0.562200956937799,False
factors_finance,3,33,3,emotion_aware,34,1-2,1,0.1,0.5,0.548989898989899,0.5502392344497608,False
factors_finance,3,33,3,emotion_aware,35,1-2,1,0.1,1.0,0.5357895218904561,0.5358851674641147,False
factors_finance,3,33,3,emotion_aware,36,1-2,1,1.0,0.05,0.614459625905875,0.6148325358851675,False
factors_finance,3,33,3,emotion_aware,37,1-2,1,1.0,0.1,0.6163465730478879,0.6172248803827751,False
factors_finance,3,33,3,emotion_aware,38,1-2,1,1.0,0.25,0.6097776097776098,0.6100478468899522,False
factors_finance,3,33,3,emotion_aware,39,1-2,1,1.0,0.5,0.6004212960577908,0.6004784688995215,False
factors_finance,3,33,3,emotion_aware,40,1-2,1,1.0,1.0,0.588507326007326,0.5885167464114833,False
factors_finance,3,33,3,emotion_aware,41,1-2,1,10.0,0.05,0.6240382687405116,0.6244019138755981,False
factors_finance,3,33,3,emotion_aware,42,1-2,1,10.0,0.1,0.6359552621928859,0.6363636363636365,False
factors_finance,3,33,3,emotion_aware,43,1-2,1,10.0,0.25,0.6336169115751482,0.6339712918660287,False
factors_finance,3,33,3,emotion_aware,44,1-2,1,10.0,0.5,0.6242965507370832,0.6244019138755981,False
factors_finance,3,33,3,emotion_aware,45,1-2,1,10.0,1.0,0.6171459974354276,0.6172248803827751,False
factors_finance,3,33,3,emotion_aware,46,1-2,2,0.1,0.05,0.6267942583732058,0.6267942583732058,False
factors_finance,3,33,3,emotion_aware,47,1-2,2,0.1,0.1,0.6051524259338772,0.6052631578947368,False
factors_finance,3,33,3,emotion_aware,48,1-2,2,0.1,0.25,0.5833887043189369,0.5837320574162679,False
factors_finance,3,33,3,emotion_aware,49,1-2,2,0.1,0.5,0.5687461310956737,0.569377990430622,False
factors_finance,3,33,3,emotion_aware,50,1-2,2,0.1,1.0,0.5429968116589104,0.5430622009569378,False
factors_finance,3,33,3,emotion_aware,51,1-2,2,1.0,0.05,0.6195627908574176,0.6196172248803827,False
