dataset,repetition,seed,model,parameter_index,ngram_range,min_df,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,8,88,emotion_aware,33,1-2,1,0.1,0.25,0.6142486154703014,0.6142578125,False
liar2_finance,8,88,emotion_aware,34,1-2,1,0.1,0.5,0.6009142725210447,0.60107421875,False
liar2_finance,8,88,emotion_aware,35,1-2,1,0.1,1.0,0.5896183206106871,0.58984375,False
liar2_finance,8,88,emotion_aware,36,1-2,1,1.0,0.05,0.6584079069910612,0.65869140625,False
liar2_finance,8,88,emotion_aware,37,1-2,1,1.0,0.1,0.6647513162466259,0.6650390625,False
liar2_finance,8,88,emotion_aware,38,1-2,1,1.0,0.25,0.6617580934178657,0.662109375,False
liar2_finance,8,88,emotion_aware,39,1-2,1,1.0,0.5,0.6578033534125618,0.658203125,False
liar2_finance,8,88,emotion_aware,40,1-2,1,1.0,1.0,0.6547980579334792,0.6552734375,False
liar2_finance,8,88,emotion_aware,41,1-2,1,10.0,0.05,0.6733543128106929,0.673828125,False
liar2_finance,8,88,emotion_aware,42,1-2,1,10.0,0.1,0.6738061528608608,0.67431640625,True
liar2_finance,8,88,emotion_aware,43,1-2,1,10.0,0.25,0.6694423884132161,0.669921875,False
liar2_finance,8,88,emotion_aware,44,1-2,1,10.0,0.5,0.6684644073138469,0.6689453125,False
liar2_finance,8,88,emotion_aware,45,1-2,1,10.0,1.0,0.6684393911608288,0.6689453125,False
liar2_finance,8,88,emotion_aware,46,1-2,2,0.1,0.05,0.6610937045462133,0.6611328125,False
liar2_finance,8,88,emotion_aware,47,1-2,2,0.1,0.1,0.6367132066834515,0.63671875,False
liar2_finance,8,88,emotion_aware,48,1-2,2,0.1,0.25,0.6220613017392573,0.6220703125,False
liar2_finance,8,88,emotion_aware,49,1-2,2,0.1,0.5,0.6127042314449355,0.61279296875,False
liar2_finance,8,88,emotion_aware,50,1-2,2,0.1,1.0,0.598927456879659,0.59912109375,False
liar2_finance,8,88,emotion_aware,51,1-2,2,1.0,0.05,0.6654774960124512,0.66552734375,False
liar2_finance,8,88,emotion_aware,52,1-2,2,1.0,0.1,0.6644636633227726,0.66455078125,False
liar2_finance,8,88,emotion_aware,53,1-2,2,1.0,0.25,0.6624752580803729,0.66259765625,False
liar2_finance,8,88,emotion_aware,54,1-2,2,1.0,0.5,0.6604948651804253,0.66064453125,False
liar2_finance,8,88,emotion_aware,55,1-2,2,1.0,1.0,0.6570957549113889,0.6572265625,False
liar2_finance,8,88,emotion_aware,56,1-2,2,10.0,0.05,0.6541223819160782,0.654296875,False
liar2_finance,8,88,emotion_aware,57,1-2,2,10.0,0.1,0.6502702212809395,0.650390625,False
liar2_finance,8,88,emotion_aware,58,1-2,2,10.0,0.25,0.6502435277898362,0.650390625,False
liar2_finance,8,88,emotion_aware,59,1-2,2,10.0,0.5,0.6507102699987286,0.65087890625,False
liar2_finance,8,88,emotion_aware,60,1-2,2,10.0,1.0,0.6507102699987286,0.65087890625,False
liar2_finance,9,99,text_only,1,1-1,1,0.1,,0.6455047698430334,0.6455078125,False
liar2_finance,9,99,text_only,2,1-1,1,1.0,,0.6440408470681135,0.64404296875,False
liar2_finance,9,99,text_only,3,1-1,1,10.0,,0.6201041448108799,0.6201171875,False
liar2_finance,9,99,text_only,4,1-1,2,0.1,,0.6464830264397676,0.646484375,False
liar2_finance,9,99,text_only,5,1-1,2,1.0,,0.6440408470681135,0.64404296875,False
liar2_finance,9,99,text_only,6,1-1,2,10.0,,0.6176735024064923,0.61767578125,False
liar2_finance,9,99,text_only,7,1-2,1,0.1,,0.6468445898583352,0.64697265625,False
liar2_finance,9,99,text_only,8,1-2,1,1.0,,0.6488346054280546,0.64892578125,True
liar2_finance,9,99,text_only,9,1-2,1,10.0,,0.6379031055426378,0.63818359375,False
liar2_finance,9,99,text_only,10,1-2,2,0.1,,0.6479484633293557,0.64794921875,False
liar2_finance,9,99,text_only,11,1-2,2,1.0,,0.6396484375,0.6396484375,False
liar2_finance,9,99,text_only,12,1-2,2,10.0,,0.6327900872856009,0.6328125,False
liar2_finance,9,99,emotion_aware,1,1-1,1,0.1,0.05,0.6464830264397676,0.646484375,False
liar2_finance,9,99,emotion_aware,2,1-1,1,0.1,0.1,0.6420897584175488,0.64208984375,False
liar2_finance,9,99,emotion_aware,3,1-1,1,0.1,0.25,0.6284072488014949,0.62841796875,False
liar2_finance,9,99,emotion_aware,4,1-1,1,0.1,0.5,0.6190883147404886,0.619140625,False
liar2_finance,9,99,emotion_aware,5,1-1,1,0.1,1.0,0.6194284719215571,0.61962890625,False
liar2_finance,9,99,emotion_aware,6,1-1,1,1.0,0.05,0.6489156529412283,0.64892578125,False
liar2_finance,9,99,emotion_aware,7,1-1,1,1.0,0.1,0.6552681773098344,0.6552734375,True
liar2_finance,9,99,emotion_aware,8,1-1,1,1.0,0.25,0.6508601769303821,0.65087890625,False
liar2_finance,9,99,emotion_aware,9,1-1,1,1.0,0.5,0.649373602109771,0.6494140625,False
liar2_finance,9,99,emotion_aware,10,1-1,1,1.0,1.0,0.6493659102354754,0.6494140625,False
liar2_finance,9,99,emotion_aware,11,1-1,1,10.0,0.05,0.6220670686756307,0.6220703125,False
liar2_finance,9,99,emotion_aware,12,1-1,1,10.0,0.1,0.6240105289259351,0.6240234375,False
liar2_finance,9,99,emotion_aware,13,1-1,1,10.0,0.25,0.6283980344671619,0.62841796875,False
liar2_finance,9,99,emotion_aware,14,1-1,1,10.0,0.5,0.629860220960752,0.6298828125,False
liar2_finance,9,99,emotion_aware,15,1-1,1,10.0,1.0,0.6298655161002054,0.6298828125,False
liar2_finance,9,99,emotion_aware,16,1-1,2,0.1,0.05,0.6542965453114942,0.654296875,False
liar2_finance,9,99,emotion_aware,17,1-1,2,0.1,0.1,0.6396480938416422,0.6396484375,False
liar2_finance,9,99,emotion_aware,18,1-1,2,0.1,0.25,0.6332985955393049,0.63330078125,False
liar2_finance,9,99,emotion_aware,19,1-1,2,0.1,0.5,0.6234955695977671,0.62353515625,False
liar2_finance,9,99,emotion_aware,20,1-1,2,0.1,1.0,0.6184513948276459,0.61865234375,False
liar2_finance,9,99,emotion_aware,21,1-1,2,1.0,0.05,0.652825326645722,0.65283203125,False
liar2_finance,9,99,emotion_aware,22,1-1,2,1.0,0.1,0.6528279754092206,0.65283203125,False
liar2_finance,9,99,emotion_aware,23,1-1,2,1.0,0.25,0.6528319484786864,0.65283203125,False
liar2_finance,9,99,emotion_aware,24,1-1,2,1.0,0.5,0.6513658575662902,0.6513671875,False
liar2_finance,9,99,emotion_aware,25,1-1,2,1.0,1.0,0.6503892913409857,0.650390625,False
liar2_finance,9,99,emotion_aware,26,1-1,2,10.0,0.05,0.6147055828957694,0.61474609375,False
liar2_finance,9,99,emotion_aware,27,1-1,2,10.0,0.1,0.6166662255543292,0.61669921875,False
liar2_finance,9,99,emotion_aware,28,1-1,2,10.0,0.25,0.6230033716277761,0.623046875,False
liar2_finance,9,99,emotion_aware,29,1-1,2,10.0,0.5,0.621057611237644,0.62109375,False
liar2_finance,9,99,emotion_aware,30,1-1,2,10.0,1.0,0.6215422392195453,0.62158203125,False
liar2_finance,9,99,emotion_aware,31,1-2,1,0.1,0.05,0.6434445152501498,0.6435546875,False
liar2_finance,9,99,emotion_aware,32,1-2,1,0.1,0.1,0.6264177262728687,0.62646484375,False
liar2_finance,9,99,emotion_aware,33,1-2,1,0.1,0.25,0.6117955813421732,0.61181640625,False
liar2_finance,9,99,emotion_aware,34,1-2,1,0.1,0.5,0.605405152769869,0.60546875,False
liar2_finance,9,99,emotion_aware,35,1-2,1,0.1,1.0,0.6048650645504174,0.60498046875,False
liar2_finance,9,99,emotion_aware,36,1-2,1,1.0,0.05,0.6501290332432391,0.650390625,False
liar2_finance,9,99,emotion_aware,37,1-2,1,1.0,0.1,0.6530224993223096,0.6533203125,False
liar2_finance,9,99,emotion_aware,38,1-2,1,1.0,0.25,0.6513366680491673,0.65185546875,False
liar2_finance,9,99,emotion_aware,39,1-2,1,1.0,0.5,0.6488511264262414,0.6494140625,False
liar2_finance,9,99,emotion_aware,40,1-2,1,1.0,1.0,0.6494067508281851,0.64990234375,False
liar2_finance,9,99,emotion_aware,41,1-2,1,10.0,0.05,0.6496115440809598,0.64990234375,False
liar2_finance,9,99,emotion_aware,42,1-2,1,10.0,0.1,0.6486341704242817,0.64892578125,False
liar2_finance,9,99,emotion_aware,43,1-2,1,10.0,0.25,0.6451392714181656,0.6455078125,False
liar2_finance,9,99,emotion_aware,44,1-2,1,10.0,0.5,0.6456168112434558,0.64599609375,False
liar2_finance,9,99,emotion_aware,45,1-2,1,10.0,1.0,0.6460942124458192,0.646484375,False
liar2_finance,9,99,emotion_aware,46,1-2,2,0.1,0.05,0.6508648386377645,0.65087890625,False
liar2_finance,9,99,emotion_aware,47,1-2,2,0.1,0.1,0.6386594693573922,0.638671875,False
liar2_finance,9,99,emotion_aware,48,1-2,2,0.1,0.25,0.6274406068242697,0.62744140625,False
liar2_finance,9,99,emotion_aware,49,1-2,2,0.1,0.5,0.6185955100521523,0.61865234375,False
liar2_finance,9,99,emotion_aware,50,1-2,2,0.1,1.0,0.6121711671746731,0.6123046875,False
liar2_finance,9,99,emotion_aware,51,1-2,2,1.0,0.05,0.6528319484786864,0.65283203125,False
liar2_finance,9,99,emotion_aware,52,1-2,2,1.0,0.1,0.6537900215994978,0.65380859375,False
liar2_finance,9,99,emotion_aware,53,1-2,2,1.0,0.25,0.6551784005715992,0.6552734375,False
liar2_finance,9,99,emotion_aware,54,1-2,2,1.0,0.5,0.6507769111910364,0.65087890625,False
liar2_finance,9,99,emotion_aware,55,1-2,2,1.0,1.0,0.6473519726172714,0.6474609375,False
liar2_finance,9,99,emotion_aware,56,1-2,2,10.0,0.05,0.6371924127382642,0.63720703125,False
liar2_finance,9,99,emotion_aware,57,1-2,2,10.0,0.1,0.6362054022219759,0.63623046875,False
liar2_finance,9,99,emotion_aware,58,1-2,2,10.0,0.25,0.6376866742771692,0.6376953125,False
liar2_finance,9,99,emotion_aware,59,1-2,2,10.0,0.5,0.6386549893326543,0.638671875,False
liar2_finance,9,99,emotion_aware,60,1-2,2,10.0,1.0,0.6386594693573922,0.638671875,False
liar2_finance,10,110,text_only,1,1-1,1,0.1,,0.6406195162890058,0.640625,False
liar2_finance,10,110,text_only,2,1-1,1,1.0,,0.6464830264397676,0.646484375,False
liar2_finance,10,110,text_only,3,1-1,1,10.0,,0.6259765625,0.6259765625,False
liar2_finance,10,110,text_only,4,1-1,2,0.1,,0.6411063503299658,0.64111328125,False
liar2_finance,10,110,text_only,5,1-1,2,1.0,,0.6425750571971081,0.642578125,False
liar2_finance,10,110,text_only,6,1-1,2,10.0,,0.6239717978848414,0.6240234375,False
liar2_finance,10,110,text_only,7,1-2,1,0.1,,0.6463211244814386,0.646484375,False
liar2_finance,10,110,text_only,8,1-2,1,1.0,,0.6496851041211651,0.64990234375,False
liar2_finance,10,110,text_only,9,1-2,1,10.0,,0.6483164236344643,0.6484375,False
liar2_finance,10,110,text_only,10,1-2,2,0.1,,0.6469658384878438,0.64697265625,False
liar2_finance,10,110,text_only,11,1-2,2,1.0,,0.6538085112115172,0.65380859375,True
liar2_finance,10,110,text_only,12,1-2,2,10.0,,0.6391580054641095,0.63916015625,False
liar2_finance,10,110,emotion_aware,1,1-1,1,0.1,0.05,0.6445281989610583,0.64453125,False
liar2_finance,10,110,emotion_aware,2,1-1,1,0.1,0.1,0.6411125111609937,0.64111328125,False
liar2_finance,10,110,emotion_aware,3,1-1,1,0.1,0.25,0.6269499230855062,0.626953125,False
liar2_finance,10,110,emotion_aware,4,1-1,1,0.1,0.5,0.6233842155614755,0.62353515625,False
liar2_finance,10,110,emotion_aware,5,1-1,1,0.1,1.0,0.6150566934963725,0.615234375,False
liar2_finance,10,110,emotion_aware,6,1-1,1,1.0,0.05,0.645995334138395,0.64599609375,False
liar2_finance,10,110,emotion_aware,7,1-1,1,1.0,0.1,0.6464830264397676,0.646484375,False
liar2_finance,10,110,emotion_aware,8,1-1,1,1.0,0.25,0.6483717735935444,0.6484375,False
liar2_finance,10,110,emotion_aware,9,1-1,1,1.0,0.5,0.6473852745883775,0.6474609375,False
liar2_finance,10,110,emotion_aware,10,1-1,1,1.0,1.0,0.6473852745883775,0.6474609375,False
liar2_finance,10,110,emotion_aware,11,1-1,1,10.0,0.05,0.6352468621720877,0.63525390625,False
liar2_finance,10,110,emotion_aware,12,1-1,1,10.0,0.1,0.6308537422751201,0.630859375,False
liar2_finance,10,110,emotion_aware,13,1-1,1,10.0,0.25,0.6264647546922576,0.62646484375,False
liar2_finance,10,110,emotion_aware,14,1-1,1,10.0,0.5,0.6249996423717903,0.625,False
liar2_finance,10,110,emotion_aware,15,1-1,1,10.0,1.0,0.6254881919594268,0.62548828125,False
liar2_finance,10,110,emotion_aware,16,1-1,2,0.1,0.05,0.6469725720817022,0.64697265625,False
liar2_finance,10,110,emotion_aware,17,1-1,2,0.1,0.1,0.6479471203513166,0.64794921875,False
liar2_finance,10,110,emotion_aware,18,1-1,2,0.1,0.25,0.6308579668348955,0.630859375,False
liar2_finance,10,110,emotion_aware,19,1-1,2,0.1,0.5,0.6234697125960547,0.62353515625,False
liar2_finance,10,110,emotion_aware,20,1-1,2,0.1,1.0,0.615502553374923,0.61572265625,False
liar2_finance,10,110,emotion_aware,21,1-1,2,1.0,0.05,0.6508721639264293,0.65087890625,False
liar2_finance,10,110,emotion_aware,22,1-1,2,1.0,0.1,0.6489190012071366,0.64892578125,False
liar2_finance,10,110,emotion_aware,23,1-1,2,1.0,0.25,0.651358875247842,0.6513671875,False
liar2_finance,10,110,emotion_aware,24,1-1,2,1.0,0.5,0.6528081086977515,0.65283203125,False
liar2_finance,10,110,emotion_aware,25,1-1,2,1.0,1.0,0.6528081086977515,0.65283203125,False
liar2_finance,10,110,emotion_aware,26,1-1,2,10.0,0.05,0.6274214195774567,0.62744140625,False
liar2_finance,10,110,emotion_aware,27,1-1,2,10.0,0.1,0.6259333972368866,0.6259765625,False
liar2_finance,10,110,emotion_aware,28,1-1,2,10.0,0.25,0.6278867476429604,0.6279296875,False
liar2_finance,10,110,emotion_aware,29,1-1,2,10.0,0.5,0.6278785844003235,0.6279296875,False
liar2_finance,10,110,emotion_aware,30,1-1,2,10.0,1.0,0.6278785844003235,0.6279296875,False
liar2_finance,10,110,emotion_aware,31,1-2,1,0.1,0.05,0.6467704524651453,0.64697265625,False
liar2_finance,10,110,emotion_aware,32,1-2,1,0.1,0.1,0.6220573368684075,0.6220703125,False
liar2_finance,10,110,emotion_aware,33,1-2,1,0.1,0.25,0.6113044009033755,0.611328125,False
liar2_finance,10,110,emotion_aware,34,1-2,1,0.1,0.5,0.610579041606873,0.61083984375,False
liar2_finance,10,110,emotion_aware,35,1-2,1,0.1,1.0,0.6003664122137404,0.6005859375,False
liar2_finance,10,110,emotion_aware,36,1-2,1,1.0,0.05,0.6551418845690037,0.6552734375,False
liar2_finance,10,110,emotion_aware,37,1-2,1,1.0,0.1,0.6531135520649343,0.6533203125,False
liar2_finance,10,110,emotion_aware,38,1-2,1,1.0,0.25,0.6616434222237502,0.662109375,True
liar2_finance,10,110,emotion_aware,39,1-2,1,1.0,0.5,0.6576807873341891,0.658203125,False
liar2_finance,10,110,emotion_aware,40,1-2,1,1.0,1.0,0.6547726719226783,0.6552734375,False
liar2_finance,10,110,emotion_aware,41,1-2,1,10.0,0.05,0.6453288831512327,0.6455078125,False
liar2_finance,10,110,emotion_aware,42,1-2,1,10.0,0.1,0.6501984732824427,0.650390625,False
liar2_finance,10,110,emotion_aware,43,1-2,1,10.0,0.25,0.6487984233860898,0.64892578125,False
liar2_finance,10,110,emotion_aware,44,1-2,1,10.0,0.5,0.6497479400494459,0.64990234375,False
liar2_finance,10,110,emotion_aware,45,1-2,1,10.0,1.0,0.6502435277898362,0.650390625,False
liar2_finance,10,110,emotion_aware,46,1-2,2,0.1,0.05,0.6484344824889587,0.6484375,False
liar2_finance,10,110,emotion_aware,47,1-2,2,0.1,0.1,0.6328110992855045,0.6328125,False
liar2_finance,10,110,emotion_aware,48,1-2,2,0.1,0.25,0.6166983962739865,0.61669921875,False
liar2_finance,10,110,emotion_aware,49,1-2,2,0.1,0.5,0.6170107204329391,0.6171875,False
liar2_finance,10,110,emotion_aware,50,1-2,2,0.1,1.0,0.6121256530915224,0.6123046875,False
liar2_finance,10,110,emotion_aware,51,1-2,2,1.0,0.05,0.6538019080053683,0.65380859375,False
liar2_finance,10,110,emotion_aware,52,1-2,2,1.0,0.1,0.6547844154977177,0.65478515625,False
liar2_finance,10,110,emotion_aware,53,1-2,2,1.0,0.25,0.6571938699598274,0.6572265625,False
liar2_finance,10,110,emotion_aware,54,1-2,2,1.0,0.5,0.6581297676064601,0.658203125,False
liar2_finance,10,110,emotion_aware,55,1-2,2,1.0,1.0,0.6576553418026385,0.65771484375,False
liar2_finance,10,110,emotion_aware,56,1-2,2,10.0,0.05,0.6416001953132451,0.6416015625,False
liar2_finance,10,110,emotion_aware,57,1-2,2,10.0,0.1,0.6420890757564739,0.64208984375,False
liar2_finance,10,110,emotion_aware,58,1-2,2,10.0,0.25,0.6416001953132451,0.6416015625,False
liar2_finance,10,110,emotion_aware,59,1-2,2,10.0,0.5,0.6406219154331578,0.640625,False
liar2_finance,10,110,emotion_aware,60,1-2,2,10.0,1.0,0.6406195162890058,0.640625,False
factors_finance,1,11,text_only,1,1-1,1,0.1,,0.6378659129700663,0.6379310344827587,False
factors_finance,1,11,text_only,2,1-1,1,1.0,,0.6359298142573966,0.6360153256704981,False
factors_finance,1,11,text_only,3,1-1,1,10.0,,0.6398467432950191,0.6398467432950191,False
factors_finance,1,11,text_only,4,1-1,2,0.1,,0.637929705706411,0.6379310344827587,False
factors_finance,1,11,text_only,5,1-1,2,1.0,,0.63984145625367,0.6398467432950192,False
factors_finance,1,11,text_only,6,1-1,2,10.0,,0.6302342737806422,0.6302681992337165,False
factors_finance,1,11,text_only,7,1-2,1,0.1,,0.6397145206766917,0.6398467432950192,False
factors_finance,1,11,text_only,8,1-2,1,1.0,,0.6417506193228737,0.6417624521072798,False
factors_finance,1,11,text_only,9,1-2,1,10.0,,0.6551673517322372,0.6551724137931034,True
factors_finance,1,11,text_only,10,1-2,2,0.1,,0.6492695410169516,0.6494252873563218,False
factors_finance,1,11,text_only,11,1-2,2,1.0,,0.6513205220429555,0.6513409961685823,False
factors_finance,1,11,text_only,12,1-2,2,10.0,,0.6455301264521813,0.6455938697318008,False
factors_finance,1,11,emotion_aware,1,1-1,1,0.1,0.05,0.6206005432787607,0.6206896551724138,False
factors_finance,1,11,emotion_aware,2,1-1,1,0.1,0.1,0.5957720891824938,0.5957854406130267,False
factors_finance,1,11,emotion_aware,3,1-1,1,0.1,0.25,0.5553923872180451,0.5555555555555556,False
factors_finance,1,11,emotion_aware,4,1-1,1,0.1,0.5,0.5440546095126247,0.5440613026819923,False
factors_finance,1,11,emotion_aware,5,1-1,1,0.1,1.0,0.5574566473988439,0.5574712643678161,False
factors_finance,1,11,emotion_aware,6,1-1,1,1.0,0.05,0.6417295813315032,0.6417624521072797,False
factors_finance,1,11,emotion_aware,7,1-1,1,1.0,0.1,0.6283524904214559,0.6283524904214559,False
factors_finance,1,11,emotion_aware,8,1-1,1,1.0,0.25,0.610995473618132,0.6111111111111112,False
factors_finance,1,11,emotion_aware,9,1-1,1,1.0,0.5,0.6053408106640046,0.6053639846743295,False
factors_finance,1,11,emotion_aware,10,1-1,1,1.0,1.0,0.5862008220786847,0.5862068965517242,False
factors_finance,1,11,emotion_aware,11,1-1,1,10.0,0.05,0.63984145625367,0.6398467432950192,False
factors_finance,1,11,emotion_aware,12,1-1,1,10.0,0.1,0.6435944497467145,0.6436781609195402,False
factors_finance,1,11,emotion_aware,13,1-1,1,10.0,0.25,0.62833066635348,0.6283524904214559,False
factors_finance,1,11,emotion_aware,14,1-1,1,10.0,0.5,0.6206896551724138,0.6206896551724138,False
factors_finance,1,11,emotion_aware,15,1-1,1,10.0,1.0,0.6187725472781789,0.6187739463601533,False
factors_finance,1,11,emotion_aware,16,1-1,2,0.1,0.05,0.6244714587737843,0.6245210727969348,False
factors_finance,1,11,emotion_aware,17,1-1,2,0.1,0.1,0.5919525254786537,0.5919540229885057,False
factors_finance,1,11,emotion_aware,18,1-1,2,0.1,0.25,0.5703703703703704,0.5708812260536398,False
factors_finance,1,11,emotion_aware,19,1-1,2,0.1,0.5,0.5612881915772089,0.5613026819923372,False
factors_finance,1,11,emotion_aware,20,1-1,2,0.1,1.0,0.5670498084291188,0.5670498084291188,False
factors_finance,1,11,emotion_aware,21,1-1,2,1.0,0.05,0.63984145625367,0.6398467432950192,False
factors_finance,1,11,emotion_aware,22,1-1,2,1.0,0.1,0.6264244426094137,0.6264367816091954,False
factors_finance,1,11,emotion_aware,23,1-1,2,1.0,0.25,0.6051553205551883,0.6053639846743295,False
factors_finance,1,11,emotion_aware,24,1-1,2,1.0,0.5,0.6051553205551883,0.6053639846743295,False
factors_finance,1,11,emotion_aware,25,1-1,2,1.0,1.0,0.6052191024436091,0.6053639846743295,False
factors_finance,1,11,emotion_aware,26,1-1,2,10.0,0.05,0.6302342737806422,0.6302681992337165,False
factors_finance,1,11,emotion_aware,27,1-1,2,10.0,0.1,0.6206673811236549,0.6206896551724137,False
factors_finance,1,11,emotion_aware,28,1-1,2,10.0,0.25,0.6283470346447446,0.6283524904214559,False
factors_finance,1,11,emotion_aware,29,1-1,2,10.0,0.5,0.6226039789638254,0.6226053639846744,False
factors_finance,1,11,emotion_aware,30,1-1,2,10.0,1.0,0.620684086905461,0.6206896551724138,False
factors_finance,1,11,emotion_aware,31,1-2,1,0.1,0.05,0.6395874955929016,0.6398467432950191,False
factors_finance,1,11,emotion_aware,32,1-2,1,0.1,0.1,0.6012457398049125,0.6015325670498084,False
factors_finance,1,11,emotion_aware,33,1-2,1,0.1,0.25,0.534440044190135,0.5344827586206897,False
factors_finance,1,11,emotion_aware,34,1-2,1,0.1,0.5,0.5363984674329502,0.5363984674329502,False
factors_finance,1,11,emotion_aware,35,1-2,1,0.1,1.0,0.5593610992850537,0.5593869731800767,False
factors_finance,1,11,emotion_aware,36,1-2,1,1.0,0.05,0.6550914029806916,0.6551724137931034,False
factors_finance,1,11,emotion_aware,37,1-2,1,1.0,0.1,0.6340660429642625,0.6340996168582376,False
factors_finance,1,11,emotion_aware,38,1-2,1,1.0,0.25,0.6168076109936576,0.6168582375478927,False
factors_finance,1,11,emotion_aware,39,1-2,1,1.0,0.5,0.6072436586789205,0.60727969348659,False
factors_finance,1,11,emotion_aware,40,1-2,1,1.0,1.0,0.5957720891824938,0.5957854406130267,False
factors_finance,1,11,emotion_aware,41,1-2,1,10.0,0.05,0.6627906976744186,0.6628352490421456,True
factors_finance,1,11,emotion_aware,42,1-2,1,10.0,0.1,0.6551268498942917,0.6551724137931034,False
factors_finance,1,11,emotion_aware,43,1-2,1,10.0,0.25,0.6417611373920575,0.6417624521072797,False
factors_finance,1,11,emotion_aware,44,1-2,1,10.0,0.5,0.6302342737806422,0.6302681992337165,False
factors_finance,1,11,emotion_aware,45,1-2,1,10.0,1.0,0.6283470346447446,0.6283524904214559,False
factors_finance,1,11,emotion_aware,46,1-2,2,0.1,0.05,0.6436310782241015,0.6436781609195402,False
factors_finance,1,11,emotion_aware,47,1-2,2,0.1,0.1,0.6071629167079657,0.60727969348659,False
factors_finance,1,11,emotion_aware,48,1-2,2,0.1,0.25,0.5667381595957222,0.5670498084291188,False
factors_finance,1,11,emotion_aware,49,1-2,2,0.1,0.5,0.5593610992850537,0.5593869731800767,False
factors_finance,1,11,emotion_aware,50,1-2,2,0.1,1.0,0.5670243845148788,0.5670498084291187,False
factors_finance,1,11,emotion_aware,51,1-2,2,1.0,0.05,0.6493210427197937,0.6494252873563218,False
factors_finance,1,11,emotion_aware,52,1-2,2,1.0,0.1,0.6494137076796036,0.6494252873563218,False
factors_finance,1,11,emotion_aware,53,1-2,2,1.0,0.25,0.6129756871035941,0.6130268199233717,False
factors_finance,1,11,emotion_aware,54,1-2,2,1.0,0.5,0.6149411155925324,0.6149425287356322,False
factors_finance,1,11,emotion_aware,55,1-2,2,1.0,1.0,0.6110754278625408,0.6111111111111112,False
factors_finance,1,11,emotion_aware,56,1-2,2,10.0,0.05,0.6398255941982178,0.6398467432950192,False
factors_finance,1,11,emotion_aware,57,1-2,2,10.0,0.1,0.6417506193228737,0.6417624521072798,False
factors_finance,1,11,emotion_aware,58,1-2,2,10.0,0.25,0.6359939515833052,0.6360153256704981,False
factors_finance,1,11,emotion_aware,59,1-2,2,10.0,0.5,0.6359939515833052,0.6360153256704981,False
factors_finance,1,11,emotion_aware,60,1-2,2,10.0,1.0,0.6359939515833052,0.6360153256704981,False
factors_finance,2,22,text_only,1,1-1,1,0.1,,0.6321623089683925,0.632183908045977,False
factors_finance,2,22,text_only,2,1-1,1,1.0,,0.637929705706411,0.6379310344827587,False
factors_finance,2,22,text_only,3,1-1,1,10.0,,0.6206896551724138,0.6206896551724138,False
factors_finance,2,22,text_only,4,1-1,2,0.1,,0.647463002114165,0.6475095785440613,False
factors_finance,2,22,text_only,5,1-1,2,1.0,,0.653224888882364,0.6532567049808429,True
factors_finance,2,22,text_only,6,1-1,2,10.0,,0.6494240007633504,0.6494252873563218,False
factors_finance,2,22,text_only,7,1-2,1,0.1,,0.6332584170470722,0.6340996168582376,False
factors_finance,2,22,text_only,8,1-2,1,1.0,,0.63183801813186,0.632183908045977,False
factors_finance,2,22,text_only,9,1-2,1,10.0,,0.6321353065539113,0.632183908045977,False
factors_finance,2,22,text_only,10,1-2,2,0.1,,0.6414663978050312,0.6417624521072797,False
factors_finance,2,22,text_only,11,1-2,2,1.0,,0.6319191444353038,0.632183908045977,False
factors_finance,2,22,text_only,12,1-2,2,10.0,,0.6187725472781789,0.6187739463601533,False
factors_finance,2,22,emotion_aware,1,1-1,1,0.1,0.05,0.6359939515833052,0.6360153256704981,False
factors_finance,2,22,emotion_aware,2,1-1,1,0.1,0.1,0.6010582010582011,0.6015325670498084,False
factors_finance,2,22,emotion_aware,3,1-1,1,0.1,0.25,0.5659730397927949,0.5670498084291188,False
factors_finance,2,22,emotion_aware,4,1-1,1,0.1,0.5,0.5676310451585354,0.5689655172413793,False
factors_finance,2,22,emotion_aware,5,1-1,1,0.1,1.0,0.5816323529411764,0.5823754789272031,False
factors_finance,2,22,emotion_aware,6,1-1,1,1.0,0.05,0.6340982740207646,0.6340996168582376,False
factors_finance,2,22,emotion_aware,7,1-1,1,1.0,0.1,0.6378659129700663,0.6379310344827587,False
factors_finance,2,22,emotion_aware,8,1-1,1,1.0,0.25,0.6146243099401673,0.6149425287356322,False
factors_finance,2,22,emotion_aware,9,1-1,1,1.0,0.5,0.6336142112206613,0.6340996168582376,False
factors_finance,2,22,emotion_aware,10,1-1,1,1.0,1.0,0.629875640625287,0.6302681992337165,False
factors_finance,2,22,emotion_aware,11,1-1,1,10.0,0.05,0.6283033826638478,0.6283524904214559,False
factors_finance,2,22,emotion_aware,12,1-1,1,10.0,0.1,0.6434897554527429,0.6436781609195402,False
factors_finance,2,22,emotion_aware,13,1-1,1,10.0,0.25,0.6339908150791291,0.6340996168582376,False
factors_finance,2,22,emotion_aware,14,1-1,1,10.0,0.5,0.6301582581689629,0.6302681992337165,False
factors_finance,2,22,emotion_aware,15,1-1,1,10.0,1.0,0.6339370619357254,0.6340996168582376,False
factors_finance,2,22,emotion_aware,16,1-1,2,0.1,0.05,0.637929705706411,0.6379310344827587,False
factors_finance,2,22,emotion_aware,17,1-1,2,0.1,0.1,0.6089140909625104,0.6091954022988506,False
