dataset,repetition,seed,model,parameter_index,ngram_range,min_df,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,4,44,emotion_aware,45,1-2,1,10.0,1.0,0.6621445567922488,0.66259765625,False
liar2_finance,4,44,emotion_aware,46,1-2,2,0.1,0.05,0.6493575491197598,0.6494140625,False
liar2_finance,4,44,emotion_aware,47,1-2,2,0.1,0.1,0.6366906852202443,0.63671875,False
liar2_finance,4,44,emotion_aware,48,1-2,2,0.1,0.25,0.6244464448591,0.62451171875,False
liar2_finance,4,44,emotion_aware,49,1-2,2,0.1,0.5,0.6243891212241545,0.62451171875,False
liar2_finance,4,44,emotion_aware,50,1-2,2,0.1,1.0,0.6140631097651155,0.6142578125,False
liar2_finance,4,44,emotion_aware,51,1-2,2,1.0,0.05,0.661533214967513,0.66162109375,False
liar2_finance,4,44,emotion_aware,52,1-2,2,1.0,0.1,0.6591247483086244,0.6591796875,False
liar2_finance,4,44,emotion_aware,53,1-2,2,1.0,0.25,0.6595899739181841,0.65966796875,False
liar2_finance,4,44,emotion_aware,54,1-2,2,1.0,0.5,0.6639904001617778,0.6640625,False
liar2_finance,4,44,emotion_aware,55,1-2,2,1.0,1.0,0.6634868472043527,0.66357421875,False
liar2_finance,4,44,emotion_aware,56,1-2,2,10.0,0.05,0.6497753401499672,0.64990234375,False
liar2_finance,4,44,emotion_aware,57,1-2,2,10.0,0.1,0.6542124542124542,0.654296875,False
liar2_finance,4,44,emotion_aware,58,1-2,2,10.0,0.25,0.6576259504938335,0.65771484375,False
liar2_finance,4,44,emotion_aware,59,1-2,2,10.0,0.5,0.6566694400308289,0.65673828125,False
liar2_finance,4,44,emotion_aware,60,1-2,2,10.0,1.0,0.6561660561660562,0.65625,False
liar2_finance,5,55,text_only,1,1-1,1,0.1,,0.649892243614549,0.64990234375,False
liar2_finance,5,55,text_only,2,1-1,1,1.0,,0.652818042337693,0.65283203125,False
liar2_finance,5,55,text_only,3,1-1,1,10.0,,0.6425658534724474,0.642578125,False
liar2_finance,5,55,text_only,4,1-1,2,0.1,,0.6552523957761094,0.6552734375,False
liar2_finance,5,55,text_only,5,1-1,2,1.0,,0.6518367918200874,0.65185546875,False
liar2_finance,5,55,text_only,6,1-1,2,10.0,,0.6352078974193894,0.63525390625,False
liar2_finance,5,55,text_only,7,1-2,1,0.1,,0.6496309401809329,0.64990234375,False
liar2_finance,5,55,text_only,8,1-2,1,1.0,,0.6628685943315202,0.6630859375,True
liar2_finance,5,55,text_only,9,1-2,1,10.0,,0.6623541405857257,0.66259765625,False
liar2_finance,5,55,text_only,10,1-2,2,0.1,,0.6469685319562115,0.64697265625,False
liar2_finance,5,55,text_only,11,1-2,2,1.0,,0.6606308571374073,0.66064453125,False
liar2_finance,5,55,text_only,12,1-2,2,10.0,,0.6528081086977515,0.65283203125,False
liar2_finance,5,55,emotion_aware,1,1-1,1,0.1,0.05,0.6518514015003857,0.65185546875,False
liar2_finance,5,55,emotion_aware,2,1-1,1,0.1,0.1,0.6420890757564739,0.64208984375,False
liar2_finance,5,55,emotion_aware,3,1-1,1,0.1,0.25,0.6283788955433214,0.62841796875,False
liar2_finance,5,55,emotion_aware,4,1-1,1,0.1,0.5,0.6199997710474199,0.6201171875,False
liar2_finance,5,55,emotion_aware,5,1-1,1,0.1,1.0,0.6165140726559468,0.61669921875,False
liar2_finance,5,55,emotion_aware,6,1-1,1,1.0,0.05,0.6616171405887339,0.66162109375,False
liar2_finance,5,55,emotion_aware,7,1-1,1,1.0,0.1,0.6640509661052512,0.6640625,False
liar2_finance,5,55,emotion_aware,8,1-1,1,1.0,0.25,0.6596172477674138,0.65966796875,False
liar2_finance,5,55,emotion_aware,9,1-1,1,1.0,0.5,0.653729256109028,0.65380859375,False
liar2_finance,5,55,emotion_aware,10,1-1,1,1.0,1.0,0.6542015688451732,0.654296875,False
liar2_finance,5,55,emotion_aware,11,1-1,1,10.0,0.05,0.6406082056065319,0.640625,False
liar2_finance,5,55,emotion_aware,12,1-1,1,10.0,0.1,0.6410680115170699,0.64111328125,False
liar2_finance,5,55,emotion_aware,13,1-1,1,10.0,0.25,0.6386301748763656,0.638671875,False
liar2_finance,5,55,emotion_aware,14,1-1,1,10.0,0.5,0.6386301748763656,0.638671875,False
liar2_finance,5,55,emotion_aware,15,1-1,1,10.0,1.0,0.6381455474344297,0.63818359375,False
liar2_finance,5,55,emotion_aware,16,1-1,2,0.1,0.05,0.6567244497375502,0.65673828125,False
liar2_finance,5,55,emotion_aware,17,1-1,2,0.1,0.1,0.644519045529975,0.64453125,False
liar2_finance,5,55,emotion_aware,18,1-1,2,0.1,0.25,0.6352078974193894,0.63525390625,False
liar2_finance,5,55,emotion_aware,19,1-1,2,0.1,0.5,0.6239316239316239,0.6240234375,False
liar2_finance,5,55,emotion_aware,20,1-1,2,0.1,1.0,0.6195047144780446,0.61962890625,False
liar2_finance,5,55,emotion_aware,21,1-1,2,1.0,0.05,0.6586848148036002,0.65869140625,False
liar2_finance,5,55,emotion_aware,22,1-1,2,1.0,0.1,0.6655138663872289,0.66552734375,False
liar2_finance,5,55,emotion_aware,23,1-1,2,1.0,0.25,0.6581705256009676,0.658203125,False
liar2_finance,5,55,emotion_aware,24,1-1,2,1.0,0.5,0.6547416110783244,0.65478515625,False
liar2_finance,5,55,emotion_aware,25,1-1,2,1.0,1.0,0.6542569781249553,0.654296875,False
liar2_finance,5,55,emotion_aware,26,1-1,2,10.0,0.05,0.6361922170562081,0.63623046875,False
liar2_finance,5,55,emotion_aware,27,1-1,2,10.0,0.1,0.6352287724292831,0.63525390625,False
liar2_finance,5,55,emotion_aware,28,1-1,2,10.0,0.25,0.6327774789313251,0.6328125,False
liar2_finance,5,55,emotion_aware,29,1-1,2,10.0,0.5,0.6332692170589824,0.63330078125,False
liar2_finance,5,55,emotion_aware,30,1-1,2,10.0,1.0,0.6327774789313251,0.6328125,False
liar2_finance,5,55,emotion_aware,31,1-2,1,0.1,0.05,0.6546184068379037,0.65478515625,False
liar2_finance,5,55,emotion_aware,32,1-2,1,0.1,0.1,0.6229659722745531,0.623046875,False
liar2_finance,5,55,emotion_aware,33,1-2,1,0.1,0.25,0.6162017870375404,0.6162109375,False
liar2_finance,5,55,emotion_aware,34,1-2,1,0.1,0.5,0.615520163545912,0.61572265625,False
liar2_finance,5,55,emotion_aware,35,1-2,1,0.1,1.0,0.6018228475229508,0.60205078125,False
liar2_finance,5,55,emotion_aware,36,1-2,1,1.0,0.05,0.6628515422576006,0.6630859375,False
liar2_finance,5,55,emotion_aware,37,1-2,1,1.0,0.1,0.6686217008797655,0.6689453125,False
liar2_finance,5,55,emotion_aware,38,1-2,1,1.0,0.25,0.658906116527557,0.6591796875,False
liar2_finance,5,55,emotion_aware,39,1-2,1,1.0,0.5,0.6554146115144845,0.65576171875,False
liar2_finance,5,55,emotion_aware,40,1-2,1,1.0,1.0,0.6569321049637483,0.6572265625,False
liar2_finance,5,55,emotion_aware,41,1-2,1,10.0,0.05,0.6711495464749543,0.67138671875,True
liar2_finance,5,55,emotion_aware,42,1-2,1,10.0,0.1,0.6658320610687023,0.666015625,False
liar2_finance,5,55,emotion_aware,43,1-2,1,10.0,0.25,0.6643586457033953,0.66455078125,False
liar2_finance,5,55,emotion_aware,44,1-2,1,10.0,0.5,0.6652859425488019,0.66552734375,False
liar2_finance,5,55,emotion_aware,45,1-2,1,10.0,1.0,0.6633314079067512,0.66357421875,False
liar2_finance,5,55,emotion_aware,46,1-2,2,0.1,0.05,0.6576716681271646,0.65771484375,False
liar2_finance,5,55,emotion_aware,47,1-2,2,0.1,0.1,0.6327900872856009,0.6328125,False
liar2_finance,5,55,emotion_aware,48,1-2,2,0.1,0.25,0.6234876692240285,0.62353515625,False
liar2_finance,5,55,emotion_aware,49,1-2,2,0.1,0.5,0.6243138573911136,0.62451171875,False
liar2_finance,5,55,emotion_aware,50,1-2,2,0.1,1.0,0.6141249648211484,0.6142578125,False
liar2_finance,5,55,emotion_aware,51,1-2,2,1.0,0.05,0.6669807541915425,0.6669921875,False
liar2_finance,5,55,emotion_aware,52,1-2,2,1.0,0.1,0.6674226644330912,0.66748046875,False
liar2_finance,5,55,emotion_aware,53,1-2,2,1.0,0.25,0.6644739054258142,0.66455078125,False
liar2_finance,5,55,emotion_aware,54,1-2,2,1.0,0.5,0.661050061050061,0.6611328125,False
liar2_finance,5,55,emotion_aware,55,1-2,2,1.0,1.0,0.6624990848014073,0.66259765625,False
liar2_finance,5,55,emotion_aware,56,1-2,2,10.0,0.05,0.6586815596744349,0.65869140625,False
liar2_finance,5,55,emotion_aware,57,1-2,2,10.0,0.1,0.659176762190685,0.6591796875,False
liar2_finance,5,55,emotion_aware,58,1-2,2,10.0,0.25,0.6577010515875145,0.65771484375,False
liar2_finance,5,55,emotion_aware,59,1-2,2,10.0,0.5,0.6562234440793708,0.65625,False
liar2_finance,5,55,emotion_aware,60,1-2,2,10.0,1.0,0.6557320879182191,0.65576171875,False
liar2_finance,6,66,text_only,1,1-1,1,0.1,,0.6430595130492585,0.64306640625,False
liar2_finance,6,66,text_only,2,1-1,1,1.0,,0.6488346054280546,0.64892578125,False
liar2_finance,6,66,text_only,3,1-1,1,10.0,,0.6322399574754558,0.63232421875,False
liar2_finance,6,66,text_only,4,1-1,2,0.1,,0.6406236290879406,0.640625,False
liar2_finance,6,66,text_only,5,1-1,2,1.0,,0.643961393093768,0.64404296875,False
liar2_finance,6,66,text_only,6,1-1,2,10.0,,0.624919516459659,0.625,False
liar2_finance,6,66,text_only,7,1-2,1,0.1,,0.6408727673538916,0.64111328125,False
liar2_finance,6,66,text_only,8,1-2,1,1.0,,0.6441154875490642,0.64453125,False
liar2_finance,6,66,text_only,9,1-2,1,10.0,,0.6489306028275328,0.6494140625,True
liar2_finance,6,66,text_only,10,1-2,2,0.1,,0.642536875688513,0.642578125,False
liar2_finance,6,66,text_only,11,1-2,2,1.0,,0.648389213606605,0.6484375,False
liar2_finance,6,66,text_only,12,1-2,2,10.0,,0.6356740876399778,0.6357421875,False
liar2_finance,6,66,emotion_aware,1,1-1,1,0.1,0.05,0.6420795182279838,0.64208984375,False
liar2_finance,6,66,emotion_aware,2,1-1,1,0.1,0.1,0.6371965648613807,0.63720703125,False
liar2_finance,6,66,emotion_aware,3,1-1,1,0.1,0.25,0.6240004883110541,0.6240234375,False
liar2_finance,6,66,emotion_aware,4,1-1,1,0.1,0.5,0.6210229115397089,0.62109375,False
liar2_finance,6,66,emotion_aware,5,1-1,1,0.1,1.0,0.6202903343806216,0.62060546875,False
liar2_finance,6,66,emotion_aware,6,1-1,1,1.0,0.05,0.6513020088135981,0.6513671875,False
liar2_finance,6,66,emotion_aware,7,1-1,1,1.0,0.1,0.6557104156040555,0.65576171875,False
liar2_finance,6,66,emotion_aware,8,1-1,1,1.0,0.25,0.6556368407332314,0.65576171875,False
liar2_finance,6,66,emotion_aware,9,1-1,1,1.0,0.5,0.6512471201041772,0.6513671875,False
liar2_finance,6,66,emotion_aware,10,1-1,1,1.0,1.0,0.6535765878284479,0.65380859375,False
liar2_finance,6,66,emotion_aware,11,1-1,1,10.0,0.05,0.628836872126519,0.62890625,False
liar2_finance,6,66,emotion_aware,12,1-1,1,10.0,0.1,0.6298231507420304,0.6298828125,False
liar2_finance,6,66,emotion_aware,13,1-1,1,10.0,0.25,0.6313011546876025,0.63134765625,False
liar2_finance,6,66,emotion_aware,14,1-1,1,10.0,0.5,0.630316006542227,0.63037109375,False
liar2_finance,6,66,emotion_aware,15,1-1,1,10.0,1.0,0.6298136171998703,0.6298828125,False
liar2_finance,6,66,emotion_aware,16,1-1,2,0.1,0.05,0.6406195162890058,0.640625,False
liar2_finance,6,66,emotion_aware,17,1-1,2,0.1,0.1,0.6415796862601477,0.6416015625,False
liar2_finance,6,66,emotion_aware,18,1-1,2,0.1,0.25,0.6298771648737316,0.6298828125,False
liar2_finance,6,66,emotion_aware,19,1-1,2,0.1,0.5,0.6268378214398829,0.626953125,False
liar2_finance,6,66,emotion_aware,20,1-1,2,0.1,1.0,0.6296440500047715,0.6298828125,False
liar2_finance,6,66,emotion_aware,21,1-1,2,1.0,0.05,0.6547613682831368,0.65478515625,False
liar2_finance,6,66,emotion_aware,22,1-1,2,1.0,0.1,0.6576912576612148,0.65771484375,False
liar2_finance,6,66,emotion_aware,23,1-1,2,1.0,0.25,0.6566379979962219,0.65673828125,False
liar2_finance,6,66,emotion_aware,24,1-1,2,1.0,0.5,0.6526490931145406,0.65283203125,False
liar2_finance,6,66,emotion_aware,25,1-1,2,1.0,1.0,0.6521526717557252,0.65234375,False
liar2_finance,6,66,emotion_aware,26,1-1,2,10.0,0.05,0.6293392985013875,0.62939453125,False
liar2_finance,6,66,emotion_aware,27,1-1,2,10.0,0.1,0.6307903622732216,0.630859375,False
liar2_finance,6,66,emotion_aware,28,1-1,2,10.0,0.25,0.6361845831023363,0.63623046875,False
liar2_finance,6,66,emotion_aware,29,1-1,2,10.0,0.5,0.6366768244702921,0.63671875,False
liar2_finance,6,66,emotion_aware,30,1-1,2,10.0,1.0,0.637168882245319,0.63720703125,False
liar2_finance,6,66,emotion_aware,31,1-2,1,0.1,0.05,0.648192913660105,0.6484375,False
liar2_finance,6,66,emotion_aware,32,1-2,1,0.1,0.1,0.6229951012559708,0.623046875,False
liar2_finance,6,66,emotion_aware,33,1-2,1,0.1,0.25,0.6127854909002215,0.61279296875,False
liar2_finance,6,66,emotion_aware,34,1-2,1,0.1,0.5,0.6106682123004302,0.61083984375,False
liar2_finance,6,66,emotion_aware,35,1-2,1,0.1,1.0,0.6056929568089667,0.60595703125,False
liar2_finance,6,66,emotion_aware,36,1-2,1,1.0,0.05,0.6549150490650482,0.6552734375,False
liar2_finance,6,66,emotion_aware,37,1-2,1,1.0,0.1,0.6544152904125838,0.65478515625,False
liar2_finance,6,66,emotion_aware,38,1-2,1,1.0,0.25,0.6581298963680458,0.65869140625,False
liar2_finance,6,66,emotion_aware,39,1-2,1,1.0,0.5,0.65281670972394,0.6533203125,False
liar2_finance,6,66,emotion_aware,40,1-2,1,1.0,1.0,0.6523146858106003,0.65283203125,False
liar2_finance,6,66,emotion_aware,41,1-2,1,10.0,0.05,0.6474508610141164,0.64794921875,False
liar2_finance,6,66,emotion_aware,42,1-2,1,10.0,0.1,0.6478450762887701,0.6484375,False
liar2_finance,6,66,emotion_aware,43,1-2,1,10.0,0.25,0.6495044924947662,0.64990234375,False
liar2_finance,6,66,emotion_aware,44,1-2,1,10.0,0.5,0.6519600542284852,0.65234375,False
liar2_finance,6,66,emotion_aware,45,1-2,1,10.0,1.0,0.6514824640228745,0.65185546875,False
liar2_finance,6,66,emotion_aware,46,1-2,2,0.1,0.05,0.64986552970376,0.64990234375,False
liar2_finance,6,66,emotion_aware,47,1-2,2,0.1,0.1,0.6376783811957155,0.6376953125,False
liar2_finance,6,66,emotion_aware,48,1-2,2,0.1,0.25,0.6191348134584573,0.619140625,False
liar2_finance,6,66,emotion_aware,49,1-2,2,0.1,0.5,0.6254131728359116,0.62548828125,False
liar2_finance,6,66,emotion_aware,50,1-2,2,0.1,1.0,0.6150049000382651,0.615234375,False
liar2_finance,6,66,emotion_aware,51,1-2,2,1.0,0.05,0.6566949824442179,0.65673828125,False
liar2_finance,6,66,emotion_aware,52,1-2,2,1.0,0.1,0.6536955617008134,0.65380859375,False
liar2_finance,6,66,emotion_aware,53,1-2,2,1.0,0.25,0.6614111257405403,0.66162109375,True
liar2_finance,6,66,emotion_aware,54,1-2,2,1.0,0.5,0.6559547035533886,0.65625,False
liar2_finance,6,66,emotion_aware,55,1-2,2,1.0,1.0,0.6540563650991031,0.654296875,False
liar2_finance,6,66,emotion_aware,56,1-2,2,10.0,0.05,0.6376673231632006,0.6376953125,False
liar2_finance,6,66,emotion_aware,57,1-2,2,10.0,0.1,0.6415738749350259,0.6416015625,False
liar2_finance,6,66,emotion_aware,58,1-2,2,10.0,0.25,0.646942268886344,0.64697265625,False
liar2_finance,6,66,emotion_aware,59,1-2,2,10.0,0.5,0.6459717001489027,0.64599609375,False
liar2_finance,6,66,emotion_aware,60,1-2,2,10.0,1.0,0.6464570646498076,0.646484375,False
liar2_finance,7,77,text_only,1,1-1,1,0.1,,0.650854849112366,0.65087890625,False
liar2_finance,7,77,text_only,2,1-1,1,1.0,,0.6434781862181654,0.6435546875,False
liar2_finance,7,77,text_only,3,1-1,1,10.0,,0.6283434478854351,0.62841796875,False
liar2_finance,7,77,text_only,4,1-1,2,0.1,,0.6498782193196734,0.64990234375,False
liar2_finance,7,77,text_only,5,1-1,2,1.0,,0.6386549893326543,0.638671875,False
liar2_finance,7,77,text_only,6,1-1,2,10.0,,0.610314399185103,0.6103515625,False
liar2_finance,7,77,text_only,7,1-2,1,0.1,,0.6566210673843323,0.6572265625,False
liar2_finance,7,77,text_only,8,1-2,1,1.0,,0.6636233333046857,0.6640625,False
liar2_finance,7,77,text_only,9,1-2,1,10.0,,0.6636695816397751,0.6640625,True
liar2_finance,7,77,text_only,10,1-2,2,0.1,,0.6600732600732601,0.66015625,False
liar2_finance,7,77,text_only,11,1-2,2,1.0,,0.6601403683453073,0.66015625,False
liar2_finance,7,77,text_only,12,1-2,2,10.0,,0.6396205990491133,0.6396484375,False
liar2_finance,7,77,emotion_aware,1,1-1,1,0.1,0.05,0.6503786217025578,0.650390625,False
liar2_finance,7,77,emotion_aware,2,1-1,1,0.1,0.1,0.6391600702190566,0.63916015625,False
liar2_finance,7,77,emotion_aware,3,1-1,1,0.1,0.25,0.6220699520778199,0.6220703125,False
liar2_finance,7,77,emotion_aware,4,1-1,1,0.1,0.5,0.6258038416474889,0.6259765625,False
liar2_finance,7,77,emotion_aware,5,1-1,1,0.1,1.0,0.6188756564651137,0.619140625,False
liar2_finance,7,77,emotion_aware,6,1-1,1,1.0,0.05,0.6503502773128078,0.650390625,False
liar2_finance,7,77,emotion_aware,7,1-1,1,1.0,0.1,0.6503742869759195,0.650390625,False
liar2_finance,7,77,emotion_aware,8,1-1,1,1.0,0.25,0.6507882376648944,0.65087890625,False
liar2_finance,7,77,emotion_aware,9,1-1,1,1.0,0.5,0.650229178354572,0.650390625,False
liar2_finance,7,77,emotion_aware,10,1-1,1,1.0,1.0,0.6492371048244974,0.6494140625,False
liar2_finance,7,77,emotion_aware,11,1-1,1,10.0,0.05,0.628836872126519,0.62890625,False
liar2_finance,7,77,emotion_aware,12,1-1,1,10.0,0.1,0.6254231771221452,0.62548828125,False
liar2_finance,7,77,emotion_aware,13,1-1,1,10.0,0.25,0.6308086742869352,0.630859375,False
liar2_finance,7,77,emotion_aware,14,1-1,1,10.0,0.5,0.6327336932000828,0.6328125,False
liar2_finance,7,77,emotion_aware,15,1-1,1,10.0,1.0,0.632743852419924,0.6328125,False
liar2_finance,7,77,emotion_aware,16,1-1,2,0.1,0.05,0.6493926631264115,0.6494140625,False
liar2_finance,7,77,emotion_aware,17,1-1,2,0.1,0.1,0.6420829316896122,0.64208984375,False
liar2_finance,7,77,emotion_aware,18,1-1,2,0.1,0.25,0.6264647546922576,0.62646484375,False
liar2_finance,7,77,emotion_aware,19,1-1,2,0.1,0.5,0.6224072615162394,0.62255859375,False
liar2_finance,7,77,emotion_aware,20,1-1,2,0.1,1.0,0.6178783575366102,0.6181640625,False
liar2_finance,7,77,emotion_aware,21,1-1,2,1.0,0.05,0.6489116349378359,0.64892578125,False
liar2_finance,7,77,emotion_aware,22,1-1,2,1.0,0.1,0.6513459073429775,0.6513671875,False
liar2_finance,7,77,emotion_aware,23,1-1,2,1.0,0.25,0.6508088899317819,0.65087890625,False
liar2_finance,7,77,emotion_aware,24,1-1,2,1.0,0.5,0.6536697909637952,0.65380859375,False
liar2_finance,7,77,emotion_aware,25,1-1,2,1.0,1.0,0.6560764927527105,0.65625,False
liar2_finance,7,77,emotion_aware,26,1-1,2,10.0,0.05,0.6230109225199242,0.623046875,False
liar2_finance,7,77,emotion_aware,27,1-1,2,10.0,0.1,0.6210904977936555,0.62109375,False
liar2_finance,7,77,emotion_aware,28,1-1,2,10.0,0.25,0.6181582360570688,0.6181640625,False
liar2_finance,7,77,emotion_aware,29,1-1,2,10.0,0.5,0.6191348134584573,0.619140625,False
liar2_finance,7,77,emotion_aware,30,1-1,2,10.0,1.0,0.619621560417746,0.61962890625,False
liar2_finance,7,77,emotion_aware,31,1-2,1,0.1,0.05,0.6530791231926035,0.6533203125,False
liar2_finance,7,77,emotion_aware,32,1-2,1,0.1,0.1,0.6274022303542104,0.62744140625,False
liar2_finance,7,77,emotion_aware,33,1-2,1,0.1,0.25,0.6137583887016852,0.61376953125,False
liar2_finance,7,77,emotion_aware,34,1-2,1,0.1,0.5,0.611628901606978,0.61181640625,False
liar2_finance,7,77,emotion_aware,35,1-2,1,0.1,1.0,0.6038126279286278,0.60400390625,False
liar2_finance,7,77,emotion_aware,36,1-2,1,1.0,0.05,0.6674864262144777,0.66796875,True
liar2_finance,7,77,emotion_aware,37,1-2,1,1.0,0.1,0.6621200346196316,0.66259765625,False
liar2_finance,7,77,emotion_aware,38,1-2,1,1.0,0.25,0.657780154304484,0.658203125,False
liar2_finance,7,77,emotion_aware,39,1-2,1,1.0,0.5,0.6549572123346841,0.6552734375,False
liar2_finance,7,77,emotion_aware,40,1-2,1,1.0,1.0,0.6525436650509936,0.65283203125,False
liar2_finance,7,77,emotion_aware,41,1-2,1,10.0,0.05,0.6593852806477392,0.65966796875,False
liar2_finance,7,77,emotion_aware,42,1-2,1,10.0,0.1,0.6666867121986608,0.6669921875,False
liar2_finance,7,77,emotion_aware,43,1-2,1,10.0,0.25,0.6603023475213714,0.66064453125,False
liar2_finance,7,77,emotion_aware,44,1-2,1,10.0,0.5,0.6623541405857257,0.66259765625,False
liar2_finance,7,77,emotion_aware,45,1-2,1,10.0,1.0,0.6628515422576006,0.6630859375,False
liar2_finance,7,77,emotion_aware,46,1-2,2,0.1,0.05,0.6527624066314643,0.65283203125,False
liar2_finance,7,77,emotion_aware,47,1-2,2,0.1,0.1,0.6347642317361135,0.634765625,False
liar2_finance,7,77,emotion_aware,48,1-2,2,0.1,0.25,0.6254881919594268,0.62548828125,False
liar2_finance,7,77,emotion_aware,49,1-2,2,0.1,0.5,0.6214303074710033,0.62158203125,False
liar2_finance,7,77,emotion_aware,50,1-2,2,0.1,1.0,0.6124713451271981,0.61279296875,False
liar2_finance,7,77,emotion_aware,51,1-2,2,1.0,0.05,0.6669604263712283,0.6669921875,False
liar2_finance,7,77,emotion_aware,52,1-2,2,1.0,0.1,0.6624990848014073,0.66259765625,False
liar2_finance,7,77,emotion_aware,53,1-2,2,1.0,0.25,0.6633815238568259,0.66357421875,False
liar2_finance,7,77,emotion_aware,54,1-2,2,1.0,0.5,0.6584959146239786,0.65869140625,False
liar2_finance,7,77,emotion_aware,55,1-2,2,1.0,1.0,0.6584959146239786,0.65869140625,False
liar2_finance,7,77,emotion_aware,56,1-2,2,10.0,0.05,0.6415930174116471,0.6416015625,False
liar2_finance,7,77,emotion_aware,57,1-2,2,10.0,0.1,0.6450004875921507,0.64501953125,False
liar2_finance,7,77,emotion_aware,58,1-2,2,10.0,0.25,0.6415602004854762,0.6416015625,False
liar2_finance,7,77,emotion_aware,59,1-2,2,10.0,0.5,0.6400913258341232,0.64013671875,False
liar2_finance,7,77,emotion_aware,60,1-2,2,10.0,1.0,0.6405756405756406,0.640625,False
liar2_finance,8,88,text_only,1,1-1,1,0.1,,0.6347569169263106,0.634765625,False
liar2_finance,8,88,text_only,2,1-1,1,1.0,,0.6445281989610583,0.64453125,False
liar2_finance,8,88,text_only,3,1-1,1,10.0,,0.6274157340877418,0.62744140625,False
liar2_finance,8,88,text_only,4,1-1,2,0.1,,0.6401366329518874,0.64013671875,False
liar2_finance,8,88,text_only,5,1-1,2,1.0,,0.6440238727024455,0.64404296875,False
liar2_finance,8,88,text_only,6,1-1,2,10.0,,0.6205901812888712,0.62060546875,False
liar2_finance,8,88,text_only,7,1-2,1,0.1,,0.6422502541487092,0.642578125,False
liar2_finance,8,88,text_only,8,1-2,1,1.0,,0.6567538763021281,0.6572265625,False
liar2_finance,8,88,text_only,9,1-2,1,10.0,,0.658520225005757,0.6591796875,True
liar2_finance,8,88,text_only,10,1-2,2,0.1,,0.6493926631264115,0.6494140625,False
liar2_finance,8,88,text_only,11,1-2,2,1.0,,0.6527882397124309,0.65283203125,False
liar2_finance,8,88,text_only,12,1-2,2,10.0,,0.6444647933001393,0.64453125,False
liar2_finance,8,88,emotion_aware,1,1-1,1,0.1,0.05,0.645995334138395,0.64599609375,False
liar2_finance,8,88,emotion_aware,2,1-1,1,0.1,0.1,0.6381586618073611,0.63818359375,False
liar2_finance,8,88,emotion_aware,3,1-1,1,0.1,0.25,0.6206010364176713,0.62060546875,False
liar2_finance,8,88,emotion_aware,4,1-1,1,0.1,0.5,0.61418569602625,0.6142578125,False
liar2_finance,8,88,emotion_aware,5,1-1,1,0.1,1.0,0.6042563058768969,0.6044921875,False
liar2_finance,8,88,emotion_aware,6,1-1,1,1.0,0.05,0.657210543934491,0.6572265625,False
liar2_finance,8,88,emotion_aware,7,1-1,1,1.0,0.1,0.6557379980758296,0.65576171875,False
liar2_finance,8,88,emotion_aware,8,1-1,1,1.0,0.25,0.6556828287120801,0.65576171875,False
liar2_finance,8,88,emotion_aware,9,1-1,1,1.0,0.5,0.652730606792765,0.65283203125,False
liar2_finance,8,88,emotion_aware,10,1-1,1,1.0,1.0,0.6507522569138446,0.65087890625,False
liar2_finance,8,88,emotion_aware,11,1-1,1,10.0,0.05,0.637187568474509,0.63720703125,False
liar2_finance,8,88,emotion_aware,12,1-1,1,10.0,0.1,0.6391146401511765,0.63916015625,False
liar2_finance,8,88,emotion_aware,13,1-1,1,10.0,0.25,0.641567379701586,0.6416015625,False
liar2_finance,8,88,emotion_aware,14,1-1,1,10.0,0.5,0.641567379701586,0.6416015625,False
liar2_finance,8,88,emotion_aware,15,1-1,1,10.0,1.0,0.6425440353427261,0.642578125,False
liar2_finance,8,88,emotion_aware,16,1-1,2,0.1,0.05,0.6499002569929182,0.64990234375,False
liar2_finance,8,88,emotion_aware,17,1-1,2,0.1,0.1,0.6386663614862287,0.638671875,False
liar2_finance,8,88,emotion_aware,18,1-1,2,0.1,0.25,0.624987124954699,0.625,False
liar2_finance,8,88,emotion_aware,19,1-1,2,0.1,0.5,0.6210326714720524,0.62109375,False
liar2_finance,8,88,emotion_aware,20,1-1,2,0.1,1.0,0.6086806238885331,0.60888671875,False
liar2_finance,8,88,emotion_aware,21,1-1,2,1.0,0.05,0.6483969269067342,0.6484375,False
liar2_finance,8,88,emotion_aware,22,1-1,2,1.0,0.1,0.6552089891070032,0.6552734375,False
liar2_finance,8,88,emotion_aware,23,1-1,2,1.0,0.25,0.6536955617008134,0.65380859375,False
liar2_finance,8,88,emotion_aware,24,1-1,2,1.0,0.5,0.6497753401499672,0.64990234375,False
liar2_finance,8,88,emotion_aware,25,1-1,2,1.0,1.0,0.6483288369590519,0.6484375,False
liar2_finance,8,88,emotion_aware,26,1-1,2,10.0,0.05,0.626935691689389,0.626953125,False
liar2_finance,8,88,emotion_aware,27,1-1,2,10.0,0.1,0.6259537325276201,0.6259765625,False
liar2_finance,8,88,emotion_aware,28,1-1,2,10.0,0.25,0.6249771104193371,0.625,False
liar2_finance,8,88,emotion_aware,29,1-1,2,10.0,0.5,0.6249771104193371,0.625,False
liar2_finance,8,88,emotion_aware,30,1-1,2,10.0,1.0,0.6249824754155116,0.625,False
liar2_finance,8,88,emotion_aware,31,1-2,1,0.1,0.05,0.6550154992593951,0.6552734375,False
liar2_finance,8,88,emotion_aware,32,1-2,1,0.1,0.1,0.6254324663380293,0.62548828125,False
