dataset,repetition,outer_seed,outer_fold,model,candidate_index,classifier,representation,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected,evaluation_stage
liar2_finance,5,55,0,emotion_aware,52,linear_svm,word_char,1.0,0.1,0.655760980093198,0.65576171875,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,53,linear_svm,word_char,1.0,0.25,0.648925027924836,0.64892578125,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,54,linear_svm,word_char,1.0,0.5,0.650387624252909,0.650390625,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,55,linear_svm,word_char,1.0,1.0,0.650387624252909,0.650390625,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,56,linear_svm,word_char,10.0,0.05,0.6391456164381928,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,57,linear_svm,word_char,10.0,0.1,0.6372027928678633,0.63720703125,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,58,linear_svm,word_char,10.0,0.25,0.6401345737849103,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,59,linear_svm,word_char,10.0,0.5,0.6406236290879406,0.640625,False,rfc_complete_source_tuning
liar2_finance,5,55,0,emotion_aware,60,linear_svm,word_char,10.0,1.0,0.6391580054641095,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,1,logistic_regression,word,0.1,,0.642536875688513,0.642578125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,2,logistic_regression,word,1.0,,0.648389213606605,0.6484375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,3,logistic_regression,word,10.0,,0.6356740876399778,0.6357421875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,4,logistic_regression,word_char,0.1,,0.6503502773128078,0.650390625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,5,logistic_regression,word_char,1.0,,0.6531744479480219,0.6533203125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,6,logistic_regression,word_char,10.0,,0.6356640094777417,0.6357421875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,7,linear_svm,word,0.1,,0.6498501673590181,0.64990234375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,8,linear_svm,word,1.0,,0.6331810533671521,0.63330078125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,9,linear_svm,word,10.0,,0.6230454370324594,0.623046875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,10,linear_svm,word_char,0.1,,0.6536261702084518,0.65380859375,True,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,11,linear_svm,word_char,1.0,,0.6318074955054627,0.6318359375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,text_only,12,linear_svm,word_char,10.0,,0.6191228265938788,0.619140625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,1,logistic_regression,word,0.1,0.05,0.64986552970376,0.64990234375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,2,logistic_regression,word,0.1,0.1,0.6376783811957155,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,3,logistic_regression,word,0.1,0.25,0.6191348134584573,0.619140625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,4,logistic_regression,word,0.1,0.5,0.6254131728359116,0.62548828125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,5,logistic_regression,word,0.1,1.0,0.6150049000382651,0.615234375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,6,logistic_regression,word,1.0,0.05,0.6566949824442179,0.65673828125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,7,logistic_regression,word,1.0,0.1,0.6536955617008134,0.65380859375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,8,logistic_regression,word,1.0,0.25,0.6614111257405403,0.66162109375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,9,logistic_regression,word,1.0,0.5,0.6559547035533886,0.65625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,10,logistic_regression,word,1.0,1.0,0.6540563650991031,0.654296875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,11,logistic_regression,word,10.0,0.05,0.6376673231632006,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,12,logistic_regression,word,10.0,0.1,0.6415738749350259,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,13,logistic_regression,word,10.0,0.25,0.646942268886344,0.64697265625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,14,logistic_regression,word,10.0,0.5,0.6459717001489027,0.64599609375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,15,logistic_regression,word,10.0,1.0,0.6464570646498076,0.646484375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,16,logistic_regression,word_char,0.1,0.05,0.6611121284258072,0.6611328125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,17,logistic_regression,word_char,0.1,0.1,0.6649355307693188,0.6650390625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,18,logistic_regression,word_char,0.1,0.25,0.6454740022661463,0.6455078125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,19,logistic_regression,word_char,0.1,0.5,0.6463869150337647,0.646484375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,20,logistic_regression,word_char,0.1,1.0,0.6350777226420283,0.63525390625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,21,logistic_regression,word_char,1.0,0.05,0.654659923969354,0.65478515625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,22,logistic_regression,word_char,1.0,0.1,0.661980430767352,0.662109375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,23,logistic_regression,word_char,1.0,0.25,0.6643586457033953,0.66455078125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,24,logistic_regression,word_char,1.0,0.5,0.6628685943315202,0.6630859375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,25,logistic_regression,word_char,1.0,1.0,0.6643586457033953,0.66455078125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,26,logistic_regression,word_char,10.0,0.05,0.6370470285310159,0.63720703125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,27,logistic_regression,word_char,10.0,0.1,0.6404737939292171,0.640625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,28,logistic_regression,word_char,10.0,0.25,0.6453441110131553,0.6455078125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,29,logistic_regression,word_char,10.0,0.5,0.6458541586019062,0.64599609375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,30,logistic_regression,word_char,10.0,1.0,0.6473126076316504,0.6474609375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,31,linear_svm,word,0.1,0.05,0.6591328765241808,0.6591796875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,32,linear_svm,word,0.1,0.1,0.6551547153971276,0.6552734375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,33,linear_svm,word,0.1,0.25,0.6589246720723196,0.6591796875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,34,linear_svm,word,0.1,0.5,0.6539797540126859,0.654296875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,35,linear_svm,word,0.1,1.0,0.6539374713003598,0.654296875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,36,linear_svm,word,1.0,0.05,0.6376175536628477,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,37,linear_svm,word,1.0,0.1,0.6391146401511765,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,38,linear_svm,word,1.0,0.25,0.6415437897686681,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,39,linear_svm,word,1.0,0.5,0.6439980685659101,0.64404296875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,40,linear_svm,word,1.0,1.0,0.643497229606441,0.6435546875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,41,linear_svm,word,10.0,0.05,0.6289048343842865,0.62890625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,42,linear_svm,word,10.0,0.1,0.6274406068242697,0.62744140625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,43,linear_svm,word,10.0,0.25,0.6279264939674813,0.6279296875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,44,linear_svm,word,10.0,0.5,0.6289030648494565,0.62890625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,45,linear_svm,word,10.0,1.0,0.6289030648494565,0.62890625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,46,linear_svm,word_char,0.1,0.05,0.6585799684469232,0.65869140625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,47,linear_svm,word_char,0.1,0.1,0.6609617698442913,0.6611328125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,48,linear_svm,word_char,0.1,0.25,0.6633654626771028,0.66357421875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,49,linear_svm,word_char,0.1,0.5,0.6667773642523142,0.6669921875,True,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,50,linear_svm,word_char,0.1,1.0,0.6653197996136654,0.66552734375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,51,linear_svm,word_char,1.0,0.05,0.6337300304175764,0.6337890625,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,52,linear_svm,word_char,1.0,0.1,0.6375954294959301,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,53,linear_svm,word_char,1.0,0.25,0.6400542478876639,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,54,linear_svm,word_char,1.0,0.5,0.6385943257554005,0.638671875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,55,linear_svm,word_char,1.0,1.0,0.640074161067824,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,56,linear_svm,word_char,10.0,0.05,0.6225577838468682,0.62255859375,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,57,linear_svm,word_char,10.0,0.1,0.625487477633309,0.62548828125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,58,linear_svm,word_char,10.0,0.25,0.625487477633309,0.62548828125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,59,linear_svm,word_char,10.0,0.5,0.6269527692344372,0.626953125,False,rfc_complete_source_tuning
liar2_finance,6,66,0,emotion_aware,60,linear_svm,word_char,10.0,1.0,0.6274413174250882,0.62744140625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,1,logistic_regression,word,0.1,,0.6600732600732601,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,2,logistic_regression,word,1.0,,0.6601403683453073,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,3,logistic_regression,word,10.0,,0.6396205990491133,0.6396484375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,4,logistic_regression,word_char,0.1,,0.6644739054258142,0.66455078125,True,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,5,logistic_regression,word_char,1.0,,0.6523384451056687,0.65234375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,6,logistic_regression,word_char,10.0,,0.6381455474344297,0.63818359375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,7,linear_svm,word,0.1,,0.6601355063175243,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,8,linear_svm,word,1.0,,0.6386549893326543,0.638671875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,9,linear_svm,word,10.0,,0.6225325851242782,0.62255859375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,10,linear_svm,word_char,0.1,,0.6523318137600855,0.65234375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,11,linear_svm,word_char,1.0,,0.6375954294959301,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,text_only,12,linear_svm,word_char,10.0,,0.6302228938781282,0.63037109375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,1,logistic_regression,word,0.1,0.05,0.6527624066314643,0.65283203125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,2,logistic_regression,word,0.1,0.1,0.6347642317361135,0.634765625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,3,logistic_regression,word,0.1,0.25,0.6254881919594268,0.62548828125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,4,logistic_regression,word,0.1,0.5,0.6214303074710033,0.62158203125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,5,logistic_regression,word,0.1,1.0,0.6124713451271981,0.61279296875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,6,logistic_regression,word,1.0,0.05,0.6669604263712283,0.6669921875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,7,logistic_regression,word,1.0,0.1,0.6624990848014073,0.66259765625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,8,logistic_regression,word,1.0,0.25,0.6633815238568259,0.66357421875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,9,logistic_regression,word,1.0,0.5,0.6584959146239786,0.65869140625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,10,logistic_regression,word,1.0,1.0,0.6584959146239786,0.65869140625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,11,logistic_regression,word,10.0,0.05,0.6415930174116471,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,12,logistic_regression,word,10.0,0.1,0.6450004875921507,0.64501953125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,13,logistic_regression,word,10.0,0.25,0.6415602004854762,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,14,logistic_regression,word,10.0,0.5,0.6400913258341232,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,15,logistic_regression,word,10.0,1.0,0.6405756405756406,0.640625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,16,logistic_regression,word_char,0.1,0.05,0.6654921727295336,0.66552734375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,17,logistic_regression,word_char,0.1,0.1,0.6547830985969221,0.65478515625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,18,logistic_regression,word_char,0.1,0.25,0.6430663211503794,0.64306640625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,19,logistic_regression,word_char,0.1,0.5,0.6415027564016342,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,20,logistic_regression,word_char,0.1,1.0,0.6345477985134801,0.634765625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,21,logistic_regression,word_char,1.0,0.05,0.6591403541401395,0.6591796875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,22,logistic_regression,word_char,1.0,0.1,0.6600927144737595,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,23,logistic_regression,word_char,1.0,0.25,0.6620549080652838,0.662109375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,24,logistic_regression,word_char,1.0,0.5,0.6664172955596124,0.66650390625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,25,logistic_regression,word_char,1.0,1.0,0.6634868472043527,0.66357421875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,26,logistic_regression,word_char,10.0,0.05,0.6503052503052503,0.650390625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,27,logistic_regression,word_char,10.0,0.1,0.6454506694442139,0.6455078125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,28,logistic_regression,word_char,10.0,0.25,0.6420522081908732,0.64208984375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,29,logistic_regression,word_char,10.0,0.5,0.6435057304622522,0.6435546875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,30,logistic_regression,word_char,10.0,1.0,0.6430213828829634,0.64306640625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,31,linear_svm,word,0.1,0.05,0.667887667887668,0.66796875,True,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,32,linear_svm,word,0.1,0.1,0.6610161083365531,0.6611328125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,33,linear_svm,word,0.1,0.25,0.6662804083030041,0.66650390625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,34,linear_svm,word,0.1,0.5,0.6599370168909247,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,35,linear_svm,word,0.1,1.0,0.6594398895859354,0.65966796875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,36,linear_svm,word,1.0,0.05,0.6391352916000539,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,37,linear_svm,word,1.0,0.1,0.6400988778126515,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,38,linear_svm,word,1.0,0.25,0.6381006752846119,0.63818359375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,39,linear_svm,word,1.0,0.5,0.6390774615861379,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,40,linear_svm,word,1.0,1.0,0.640064548083529,0.64013671875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,41,linear_svm,word,10.0,0.05,0.6210923045818504,0.62109375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,42,linear_svm,word,10.0,0.1,0.6205981417773924,0.62060546875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,43,linear_svm,word,10.0,0.25,0.6230454370324594,0.623046875,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,44,linear_svm,word,10.0,0.5,0.6235350664937654,0.62353515625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,45,linear_svm,word,10.0,1.0,0.6240234375,0.6240234375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,46,linear_svm,word_char,0.1,0.05,0.6601014682275108,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,47,linear_svm,word_char,0.1,0.1,0.660083311791566,0.66015625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,48,linear_svm,word_char,0.1,0.25,0.6620162226565817,0.662109375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,49,linear_svm,word_char,0.1,0.5,0.6649467178358598,0.6650390625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,50,linear_svm,word_char,0.1,1.0,0.6663829251358824,0.66650390625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,51,linear_svm,word_char,1.0,0.05,0.6395903499308953,0.6396484375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,52,linear_svm,word_char,1.0,0.1,0.637645550689029,0.6376953125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,53,linear_svm,word_char,1.0,0.25,0.6381206965417334,0.63818359375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,54,linear_svm,word_char,1.0,0.5,0.6381206965417334,0.63818359375,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,55,linear_svm,word_char,1.0,1.0,0.6371439642786882,0.63720703125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,56,linear_svm,word_char,10.0,0.05,0.6345648854961832,0.634765625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,57,linear_svm,word_char,10.0,0.1,0.6336758718323456,0.6337890625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,58,linear_svm,word_char,10.0,0.25,0.629768414465224,0.6298828125,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,59,linear_svm,word_char,10.0,0.5,0.6273197652718203,0.62744140625,False,rfc_complete_source_tuning
liar2_finance,7,77,0,emotion_aware,60,linear_svm,word_char,10.0,1.0,0.6263557161694306,0.62646484375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,1,logistic_regression,word,0.1,,0.6493926631264115,0.6494140625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,2,logistic_regression,word,1.0,,0.6527882397124309,0.65283203125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,3,logistic_regression,word,10.0,,0.6444647933001393,0.64453125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,4,logistic_regression,word_char,0.1,,0.6488955620045385,0.64892578125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,5,logistic_regression,word_char,1.0,,0.6546184068379037,0.65478515625,True,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,6,logistic_regression,word_char,10.0,,0.6449578223830503,0.64501953125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,7,linear_svm,word,0.1,,0.6537569995223764,0.65380859375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,8,linear_svm,word,1.0,,0.6414647921723069,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,9,linear_svm,word,10.0,,0.6190229067056395,0.619140625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,10,linear_svm,word_char,0.1,,0.6546184068379037,0.65478515625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,11,linear_svm,word_char,1.0,,0.6336493108027659,0.6337890625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,text_only,12,linear_svm,word_char,10.0,,0.636084618149545,0.63623046875,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,1,logistic_regression,word,0.1,0.05,0.6610937045462133,0.6611328125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,2,logistic_regression,word,0.1,0.1,0.6367132066834515,0.63671875,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,3,logistic_regression,word,0.1,0.25,0.6220613017392573,0.6220703125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,4,logistic_regression,word,0.1,0.5,0.6127042314449355,0.61279296875,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,5,logistic_regression,word,0.1,1.0,0.598927456879659,0.59912109375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,6,logistic_regression,word,1.0,0.05,0.6654774960124512,0.66552734375,True,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,7,logistic_regression,word,1.0,0.1,0.6644636633227726,0.66455078125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,8,logistic_regression,word,1.0,0.25,0.6624752580803729,0.66259765625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,9,logistic_regression,word,1.0,0.5,0.6604948651804253,0.66064453125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,10,logistic_regression,word,1.0,1.0,0.6570957549113889,0.6572265625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,11,logistic_regression,word,10.0,0.05,0.6541223819160782,0.654296875,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,12,logistic_regression,word,10.0,0.1,0.6502702212809395,0.650390625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,13,logistic_regression,word,10.0,0.25,0.6502435277898362,0.650390625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,14,logistic_regression,word,10.0,0.5,0.6507102699987286,0.65087890625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,15,logistic_regression,word,10.0,1.0,0.6507102699987286,0.65087890625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,16,logistic_regression,word_char,0.1,0.05,0.6596445172466002,0.65966796875,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,17,logistic_regression,word_char,0.1,0.1,0.6576912576612148,0.65771484375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,18,logistic_regression,word_char,0.1,0.25,0.6415796862601477,0.6416015625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,19,logistic_regression,word_char,0.1,0.5,0.6390292557473163,0.63916015625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,20,logistic_regression,word_char,0.1,1.0,0.6311189032238209,0.63134765625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,21,logistic_regression,word_char,1.0,0.05,0.6639343011097373,0.6640625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,22,logistic_regression,word_char,1.0,0.1,0.6629007633587787,0.6630859375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,23,logistic_regression,word_char,1.0,0.25,0.6608015640273704,0.6611328125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,24,logistic_regression,word_char,1.0,0.5,0.661714172230704,0.662109375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,25,logistic_regression,word_char,1.0,1.0,0.6583035428923871,0.65869140625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,26,logistic_regression,word_char,10.0,0.05,0.6536830072054767,0.65380859375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,27,logistic_regression,word_char,10.0,0.1,0.6546329060180729,0.65478515625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,28,logistic_regression,word_char,10.0,0.25,0.65364137262811,0.65380859375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,29,logistic_regression,word_char,10.0,0.5,0.6521974745619601,0.65234375,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,30,logistic_regression,word_char,10.0,1.0,0.6531880142266184,0.6533203125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,31,linear_svm,word,0.1,0.05,0.6640083479030567,0.6640625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,32,linear_svm,word,0.1,0.1,0.6639698861094339,0.6640625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,33,linear_svm,word,0.1,0.25,0.6639211551947031,0.6640625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,34,linear_svm,word,0.1,0.5,0.660508469280448,0.66064453125,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,35,linear_svm,word,0.1,1.0,0.6585408787929745,0.65869140625,False,rfc_complete_source_tuning
liar2_finance,8,88,0,emotion_aware,36,linear_svm,word,1.0,0.05,0.6453441110131553,0.6455078125,False,rfc_complete_source_tuning
