dataset,repetition,outer_seed,outer_fold,model,train_rows,test_rows,classifier,representation,C,affect_weight,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
factors_finance,5,55,3,text_only,418,104,logistic_regression,word_char,0.1,,0.6442307692307693,0.6442307692307692,0.6595744680851063,0.5961538461538461,0.6262626262626263,0.6434065424891113
factors_finance,5,55,3,emotion_aware,418,104,logistic_regression,word_char,0.1,0.1,0.6346153846153846,0.6346153846153846,0.64,0.6153846153846154,0.6274509803921569,0.6344802071772104
factors_finance,5,55,4,text_only,418,104,logistic_regression,word_char,0.1,,0.6634615384615384,0.6634615384615384,0.6888888888888889,0.5961538461538461,0.6391752577319587,0.6619299712083218
factors_finance,5,55,4,emotion_aware,418,104,linear_svm,word_char,1.0,0.1,0.6634615384615384,0.6634615384615385,0.6808510638297872,0.6153846153846154,0.6464646464646465,0.662681864516727
factors_finance,5,55,5,text_only,418,104,logistic_regression,word,0.1,,0.5769230769230769,0.5769230769230769,0.5909090909090909,0.5,0.5416666666666666,0.5744047619047619
factors_finance,5,55,5,emotion_aware,418,104,logistic_regression,word,0.1,0.05,0.625,0.625,0.6326530612244898,0.5961538461538461,0.6138613861386139,0.6246877024151013
factors_finance,6,66,1,text_only,416,106,logistic_regression,word,1.0,,0.5849056603773585,0.5849056603773585,0.5789473684210527,0.6226415094339622,0.6,0.584313725490196
factors_finance,6,66,1,emotion_aware,416,106,linear_svm,word,0.1,0.25,0.6509433962264151,0.6509433962264151,0.6481481481481481,0.660377358490566,0.6542056074766355,0.6509123275478416
factors_finance,6,66,2,text_only,418,104,linear_svm,word,0.1,,0.5865384615384616,0.5865384615384616,0.576271186440678,0.6538461538461539,0.6126126126126126,0.5846568217702238
factors_finance,6,66,2,emotion_aware,418,104,logistic_regression,word,1.0,0.5,0.625,0.625,0.6444444444444445,0.5576923076923077,0.5979381443298969,0.6232933964892728
factors_finance,6,66,3,text_only,418,104,linear_svm,word,0.1,,0.6442307692307693,0.6442307692307693,0.6923076923076923,0.5192307692307693,0.5934065934065934,0.6385836385836385
factors_finance,6,66,3,emotion_aware,418,104,linear_svm,word,1.0,0.25,0.6538461538461539,0.6538461538461539,0.6739130434782609,0.5961538461538461,0.6326530612244898,0.6526901669758813
factors_finance,6,66,4,text_only,418,104,logistic_regression,word,10.0,,0.6634615384615384,0.6634615384615385,0.6666666666666666,0.6538461538461539,0.6601941747572816,0.6634304207119741
factors_finance,6,66,4,emotion_aware,418,104,linear_svm,word,1.0,0.1,0.6538461538461539,0.6538461538461539,0.6481481481481481,0.6730769230769231,0.660377358490566,0.6537180910099889
factors_finance,6,66,5,text_only,418,104,logistic_regression,word_char,0.1,,0.6538461538461539,0.6538461538461539,0.6666666666666666,0.6153846153846154,0.64,0.6533333333333333
factors_finance,6,66,5,emotion_aware,418,104,linear_svm,word_char,1.0,0.5,0.6826923076923077,0.6826923076923077,0.6862745098039216,0.6730769230769231,0.6796116504854369,0.6826629680998613
factors_finance,7,77,1,text_only,416,106,logistic_regression,word,1.0,,0.5943396226415094,0.5943396226415094,0.6,0.5660377358490566,0.5825242718446602,0.5940144295003118
factors_finance,7,77,1,emotion_aware,416,106,logistic_regression,word_char,0.1,0.05,0.6132075471698113,0.6132075471698113,0.6111111111111112,0.6226415094339622,0.616822429906542,0.6131731197151757
factors_finance,7,77,2,text_only,418,104,linear_svm,word_char,1.0,,0.6634615384615384,0.6634615384615384,0.6888888888888889,0.5961538461538461,0.6391752577319587,0.6619299712083218
factors_finance,7,77,2,emotion_aware,418,104,linear_svm,word_char,10.0,0.5,0.6538461538461539,0.6538461538461539,0.6481481481481481,0.6730769230769231,0.660377358490566,0.6537180910099889
factors_finance,7,77,3,text_only,418,104,logistic_regression,word,0.1,,0.6153846153846154,0.6153846153846154,0.62,0.5961538461538461,0.6078431372549019,0.6152423233444321
factors_finance,7,77,3,emotion_aware,418,104,linear_svm,word,0.1,0.25,0.5673076923076923,0.5673076923076923,0.574468085106383,0.5192307692307693,0.5454545454545454,0.5663052543786489
factors_finance,7,77,4,text_only,418,104,linear_svm,word_char,1.0,,0.625,0.625,0.6382978723404256,0.5769230769230769,0.6060606060606061,0.6241312204614957
factors_finance,7,77,4,emotion_aware,418,104,logistic_regression,word_char,0.1,0.1,0.6346153846153846,0.6346153846153846,0.625,0.6730769230769231,0.6481481481481481,0.634074074074074
factors_finance,7,77,5,text_only,418,104,logistic_regression,word_char,0.1,,0.5961538461538461,0.5961538461538461,0.6041666666666666,0.5576923076923077,0.58,0.5955555555555556
factors_finance,7,77,5,emotion_aware,418,104,linear_svm,word_char,1.0,0.1,0.6153846153846154,0.6153846153846154,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.6130952380952381
factors_finance,8,88,1,text_only,416,106,linear_svm,word,0.1,,0.6509433962264151,0.6509433962264151,0.6379310344827587,0.6981132075471698,0.6666666666666666,0.6501650165016502
factors_finance,8,88,1,emotion_aware,416,106,logistic_regression,word,1.0,0.25,0.5660377358490566,0.5660377358490566,0.5686274509803921,0.5471698113207547,0.5576923076923077,0.565883190883191
factors_finance,8,88,2,text_only,418,104,linear_svm,word_char,0.1,,0.5865384615384616,0.5865384615384615,0.5789473684210527,0.6346153846153846,0.6055045871559633,0.5855805764062645
factors_finance,8,88,2,emotion_aware,418,104,logistic_regression,word_char,10.0,1.0,0.6057692307692307,0.6057692307692307,0.6,0.6346153846153846,0.616822429906542,0.605440917923568
factors_finance,8,88,3,text_only,418,104,logistic_regression,word,0.1,,0.6346153846153846,0.6346153846153846,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.6312056737588652
factors_finance,8,88,3,emotion_aware,418,104,linear_svm,word,0.1,1.0,0.6826923076923077,0.6826923076923077,0.7209302325581395,0.5961538461538461,0.6526315789473685,0.68029809035864
factors_finance,8,88,4,text_only,418,104,logistic_regression,word_char,0.1,,0.625,0.625,0.6326530612244898,0.5961538461538461,0.6138613861386139,0.6246877024151013
factors_finance,8,88,4,emotion_aware,418,104,logistic_regression,word_char,1.0,0.1,0.625,0.625,0.6181818181818182,0.6538461538461539,0.6355140186915887,0.6246877024151013
factors_finance,8,88,5,text_only,418,104,logistic_regression,word,0.1,,0.6153846153846154,0.6153846153846154,0.6111111111111112,0.6346153846153846,0.6226415094339622,0.6152423233444321
factors_finance,8,88,5,emotion_aware,418,104,linear_svm,word_char,0.1,0.25,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,9,99,1,text_only,416,106,logistic_regression,word_char,0.1,,0.6509433962264151,0.6509433962264151,0.6666666666666666,0.6037735849056604,0.6336633663366337,0.6501650165016502
factors_finance,9,99,1,emotion_aware,416,106,logistic_regression,word,10.0,1.0,0.6698113207547169,0.6698113207547169,0.6730769230769231,0.660377358490566,0.6666666666666666,0.6697819314641744
factors_finance,9,99,2,text_only,418,104,logistic_regression,word_char,0.1,,0.5961538461538461,0.5961538461538461,0.6,0.5769230769230769,0.5882352941176471,0.5960044395116537
factors_finance,9,99,2,emotion_aware,418,104,linear_svm,word_char,10.0,1.0,0.6153846153846154,0.6153846153846154,0.62,0.5961538461538461,0.6078431372549019,0.6152423233444321
factors_finance,9,99,3,text_only,418,104,logistic_regression,word,1.0,,0.5673076923076923,0.5673076923076923,0.5686274509803921,0.5576923076923077,0.5631067961165048,0.5672676837725381
factors_finance,9,99,3,emotion_aware,418,104,logistic_regression,word,10.0,0.05,0.5961538461538461,0.5961538461538461,0.5925925925925926,0.6153846153846154,0.6037735849056604,0.5960044395116537
factors_finance,9,99,4,text_only,418,104,logistic_regression,word_char,0.1,,0.6153846153846154,0.6153846153846154,0.6428571428571429,0.5192307692307693,0.574468085106383,0.6117954460619635
factors_finance,9,99,4,emotion_aware,418,104,logistic_regression,word_char,10.0,0.25,0.6538461538461539,0.6538461538461537,0.6818181818181818,0.5769230769230769,0.625,0.6517857142857143
factors_finance,9,99,5,text_only,418,104,linear_svm,word_char,1.0,,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846
factors_finance,9,99,5,emotion_aware,418,104,linear_svm,word_char,1.0,1.0,0.6153846153846154,0.6153846153846154,0.6111111111111112,0.6346153846153846,0.6226415094339622,0.6152423233444321
factors_finance,10,110,1,text_only,416,106,logistic_regression,word_char,10.0,,0.7169811320754716,0.7169811320754718,0.7555555555555555,0.6415094339622641,0.6938775510204082,0.715359828141783
factors_finance,10,110,1,emotion_aware,416,106,logistic_regression,word_char,1.0,0.1,0.6509433962264151,0.6509433962264151,0.6904761904761905,0.5471698113207547,0.6105263157894737,0.6471434997750787
factors_finance,10,110,2,text_only,418,104,linear_svm,word,0.1,,0.5096153846153846,0.5096153846153846,0.5106382978723404,0.46153846153846156,0.48484848484848486,0.508479288295802
factors_finance,10,110,2,emotion_aware,418,104,logistic_regression,word_char,1.0,0.05,0.5480769230769231,0.5480769230769231,0.5510204081632653,0.5192307692307693,0.5346534653465347,0.5477005644489683
factors_finance,10,110,3,text_only,418,104,linear_svm,word_char,1.0,,0.5961538461538461,0.5961538461538461,0.5925925925925926,0.6153846153846154,0.6037735849056604,0.5960044395116537
factors_finance,10,110,3,emotion_aware,418,104,linear_svm,word_char,1.0,0.5,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,10,110,4,text_only,418,104,logistic_regression,word,0.1,,0.7019230769230769,0.7019230769230769,0.6981132075471698,0.7115384615384616,0.7047619047619048,0.7018955154877485
factors_finance,10,110,4,emotion_aware,418,104,logistic_regression,word,1.0,0.25,0.6826923076923077,0.6826923076923077,0.6862745098039216,0.6730769230769231,0.6796116504854369,0.6826629680998613
factors_finance,10,110,5,text_only,418,104,logistic_regression,word_char,0.1,,0.6153846153846154,0.6153846153846154,0.62,0.5961538461538461,0.6078431372549019,0.6152423233444321
factors_finance,10,110,5,emotion_aware,418,104,logistic_regression,word,0.1,0.05,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6346153846153846
