dataset,repetition,outer_seed,outer_fold,model,candidate_index,classifier,representation,C,affect_weight,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,1,11,3,emotion_aware,57,linear_svm,word_char,10.0,0.1,0.6195831150990768,0.6196581196581197,False
liar2_finance,1,11,3,emotion_aware,58,linear_svm,word_char,10.0,0.25,0.6202001073601335,0.6202686202686203,False
liar2_finance,1,11,3,emotion_aware,59,linear_svm,word_char,10.0,0.5,0.6189658180451734,0.6190476190476191,False
liar2_finance,1,11,3,emotion_aware,60,linear_svm,word_char,10.0,1.0,0.6189658180451734,0.6190476190476191,False
liar2_finance,1,11,4,text_only,1,logistic_regression,word,0.1,,0.6434591387188873,0.6434676434676434,False
liar2_finance,1,11,4,text_only,2,logistic_regression,word,1.0,,0.6470969752362095,0.647130647130647,False
liar2_finance,1,11,4,text_only,3,logistic_regression,word,10.0,,0.644612349522902,0.6446886446886446,False
liar2_finance,1,11,4,text_only,4,logistic_regression,word_char,0.1,,0.6538398319788147,0.6538461538461539,True
liar2_finance,1,11,4,text_only,5,logistic_regression,word_char,1.0,,0.646504204556001,0.6465201465201464,False
liar2_finance,1,11,4,text_only,6,logistic_regression,word_char,10.0,,0.6397853069439785,0.6398046398046398,False
liar2_finance,1,11,4,text_only,7,linear_svm,word,0.1,,0.6471048676630208,0.647130647130647,False
liar2_finance,1,11,4,text_only,8,linear_svm,word,1.0,,0.6385297490088138,0.6385836385836385,False
liar2_finance,1,11,4,text_only,9,linear_svm,word,10.0,,0.6293862093258609,0.6294261294261294,False
liar2_finance,1,11,4,text_only,10,linear_svm,word_char,0.1,,0.6446695739684669,0.6446886446886446,False
liar2_finance,1,11,4,text_only,11,linear_svm,word_char,1.0,,0.6312306921599733,0.6312576312576312,False
liar2_finance,1,11,4,text_only,12,linear_svm,word_char,10.0,,0.6251073537305422,0.6251526251526252,False
liar2_finance,1,11,4,emotion_aware,1,logistic_regression,word,0.1,0.05,0.6501016433301434,0.6501831501831501,False
liar2_finance,1,11,4,emotion_aware,2,logistic_regression,word,0.1,0.1,0.6398046398046398,0.6398046398046398,False
liar2_finance,1,11,4,emotion_aware,3,logistic_regression,word,0.1,0.25,0.6269806512738076,0.626984126984127,False
liar2_finance,1,11,4,emotion_aware,4,logistic_regression,word,0.1,0.5,0.6109125826209365,0.6111111111111112,False
liar2_finance,1,11,4,emotion_aware,5,logistic_regression,word,0.1,1.0,0.6047337101553598,0.6050061050061051,False
liar2_finance,1,11,4,emotion_aware,6,logistic_regression,word,1.0,0.05,0.6538171229590963,0.6538461538461539,False
liar2_finance,1,11,4,emotion_aware,7,logistic_regression,word,1.0,0.1,0.6598719290312214,0.65995115995116,False
