dataset,repetition,seed,fold,classifier,representation,C,affect_weight,model_variant,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
liar2_finance,1,11,2,linear_svm,word_char,0.1,0.1,emotion_aware,0.6414634146341464,0.6414634146341464,0.6407766990291263,0.6439024390243903,0.6423357664233577,0.6414612817446861
liar2_finance,1,11,2,linear_svm,word_char,0.1,0.25,emotion_aware,0.6560975609756098,0.6560975609756098,0.6538461538461539,0.6634146341463415,0.6585956416464891,0.6560791476045713
liar2_finance,1,11,2,linear_svm,word_char,0.1,0.5,emotion_aware,0.6585365853658537,0.6585365853658537,0.6570048309178744,0.6634146341463415,0.6601941747572816,0.6585284599276604
liar2_finance,1,11,2,linear_svm,word_char,0.1,1.0,emotion_aware,0.6609756097560976,0.6609756097560976,0.6617647058823529,0.6585365853658537,0.6601466992665037,0.6609735929422542
liar2_finance,1,11,2,linear_svm,word_char,1.0,0.0,text_only,0.6487804878048781,0.6487804878048781,0.6445497630331753,0.6634146341463415,0.6538461538461539,0.6487052551408987
liar2_finance,1,11,2,linear_svm,word_char,1.0,0.05,emotion_aware,0.651219512195122,0.651219512195122,0.6462264150943396,0.6682926829268293,0.657074340527578,0.6511178154250793
liar2_finance,1,11,2,linear_svm,word_char,1.0,0.1,emotion_aware,0.651219512195122,0.651219512195122,0.6476190476190476,0.6634146341463415,0.655421686746988,0.6511676334969507
liar2_finance,1,11,2,linear_svm,word_char,1.0,0.25,emotion_aware,0.6487804878048781,0.6487804878048781,0.6445497630331753,0.6634146341463415,0.6538461538461539,0.6487052551408987
liar2_finance,1,11,2,linear_svm,word_char,1.0,0.5,emotion_aware,0.6463414634146342,0.6463414634146342,0.6415094339622641,0.6634146341463415,0.6522781774580336,0.6462383443121433
liar2_finance,1,11,2,linear_svm,word_char,1.0,1.0,emotion_aware,0.6463414634146342,0.6463414634146342,0.6415094339622641,0.6634146341463415,0.6522781774580336,0.6462383443121433
liar2_finance,1,11,2,linear_svm,word_char,10.0,0.0,text_only,0.6341463414634146,0.6341463414634146,0.6291079812206573,0.6536585365853659,0.6411483253588517,0.6340069985003214
liar2_finance,1,11,2,linear_svm,word_char,10.0,0.05,emotion_aware,0.6414634146341464,0.6414634146341464,0.638095238095238,0.6536585365853659,0.6457831325301204,0.6414100847835787
liar2_finance,1,11,2,linear_svm,word_char,10.0,0.1,emotion_aware,0.6414634146341464,0.6414634146341464,0.638095238095238,0.6536585365853659,0.6457831325301204,0.6414100847835787
liar2_finance,1,11,2,linear_svm,word_char,10.0,0.25,emotion_aware,0.6390243902439025,0.6390243902439025,0.6363636363636364,0.6487804878048781,0.642512077294686,0.6389900287951262
liar2_finance,1,11,2,linear_svm,word_char,10.0,0.5,emotion_aware,0.6390243902439025,0.6390243902439025,0.6363636363636364,0.6487804878048781,0.642512077294686,0.6389900287951262
liar2_finance,1,11,2,linear_svm,word_char,10.0,1.0,emotion_aware,0.6390243902439025,0.6390243902439025,0.6363636363636364,0.6487804878048781,0.642512077294686,0.6389900287951262
liar2_finance,1,11,3,logistic_regression,word,0.1,0.0,text_only,0.6707317073170732,0.6707317073170731,0.6785714285714286,0.6487804878048781,0.6633416458852868,0.6705729709140038
liar2_finance,1,11,3,logistic_regression,word,0.1,0.05,emotion_aware,0.6536585365853659,0.6536585365853659,0.6598984771573604,0.6341463414634146,0.6467661691542289,0.6535266252469709
liar2_finance,1,11,3,logistic_regression,word,0.1,0.1,emotion_aware,0.6341463414634146,0.6341463414634146,0.6354679802955665,0.6292682926829268,0.6323529411764706,0.6341376356367789
liar2_finance,1,11,3,logistic_regression,word,0.1,0.25,emotion_aware,0.6170731707317073,0.6170731707317073,0.616504854368932,0.6195121951219512,0.6180048661800487,0.617070892747726
liar2_finance,1,11,3,logistic_regression,word,0.1,0.5,emotion_aware,0.624390243902439,0.624390243902439,0.6408839779005525,0.5658536585365853,0.6010362694300518,0.6230987798763162
liar2_finance,1,11,3,logistic_regression,word,0.1,1.0,emotion_aware,0.6195121951219512,0.6195121951219512,0.6338797814207651,0.5658536585365853,0.5979381443298969,0.6184135166093929
