dataset,repetition,seed,model,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
liar2_finance,1,11,text_only,0.6572265625,0.6572265625,0.661,0.6455078125,0.6531620553359684,0.6571794832664397
liar2_finance,1,11,emotion_aware,0.6513671875,0.6513671875,0.6556224899598394,0.6376953125,0.6465346534653466,0.6513020088135981
liar2_finance,2,22,text_only,0.64892578125,0.64892578125,0.650542941757157,0.6435546875,0.6470299459990182,0.6489156529412283
liar2_finance,2,22,emotion_aware,0.65283203125,0.65283203125,0.6615067079463365,0.6259765625,0.643251379829403,0.6525814673754717
liar2_finance,3,33,text_only,0.65283203125,0.65283203125,0.6560319042871385,0.642578125,0.6492353231376419,0.6527955252710926
liar2_finance,3,33,emotion_aware,0.6591796875,0.6591796875,0.6683884297520661,0.6318359375,0.6495983935742972,0.6589246720723196
liar2_finance,4,44,text_only,0.66943359375,0.66943359375,0.6754297269969667,0.65234375,0.6636860407352211,0.6693370194074569
liar2_finance,4,44,emotion_aware,0.66943359375,0.66943359375,0.67472306143001,0.654296875,0.6643529995042142,0.6693578369334443
liar2_finance,5,55,text_only,0.6650390625,0.6650390625,0.6666666666666666,0.66015625,0.6633954857703631,0.6650310762185149
liar2_finance,5,55,emotion_aware,0.66943359375,0.66943359375,0.6775844421699079,0.646484375,0.6616691654172914,0.6692594037110323
liar2_finance,6,66,text_only,0.65283203125,0.65283203125,0.6535819430814525,0.650390625,0.6519823788546255,0.6528299619553206
liar2_finance,6,66,emotion_aware,0.658203125,0.658203125,0.6656441717791411,0.6357421875,0.6503496503496503,0.6580306035893428
liar2_finance,7,77,text_only,0.65087890625,0.65087890625,0.6543456543456544,0.6396484375,0.6469135802469136,0.6508348683465375
liar2_finance,7,77,emotion_aware,0.654296875,0.654296875,0.6595959595959596,0.6376953125,0.6484607745779544,0.6542015688451732
liar2_finance,8,88,text_only,0.65478515625,0.65478515625,0.655850540806293,0.6513671875,0.6536011758941696,0.6547811232268901
liar2_finance,8,88,emotion_aware,0.669921875,0.669921875,0.6764705882352942,0.6513671875,0.663681592039801,0.6698081977456916
liar2_finance,9,99,text_only,0.6552734375,0.6552734375,0.6558823529411765,0.6533203125,0.6545988258317026,0.6552721224675082
liar2_finance,9,99,emotion_aware,0.65966796875,0.65966796875,0.665989847715736,0.640625,0.6530612244897959,0.6595445077887407
liar2_finance,10,110,text_only,0.6572265625,0.6572265625,0.6590909090909091,0.6513671875,0.6552062868369352,0.6572147939039045
liar2_finance,10,110,emotion_aware,0.65966796875,0.65966796875,0.6646525679758308,0.64453125,0.6544372830937035,0.6595899739181841
factors_finance,1,11,text_only,0.6379310344827587,0.6379310344827587,0.644,0.6168582375478927,0.6301369863013698,0.637770181706032
factors_finance,1,11,emotion_aware,0.6168582375478927,0.6168582375478927,0.6224899598393574,0.5938697318007663,0.6078431372549019,0.6166556510244547
factors_finance,2,22,text_only,0.6226053639846744,0.6226053639846743,0.625,0.6130268199233716,0.6189555125725339,0.6225707354134017
factors_finance,2,22,emotion_aware,0.6379310344827587,0.6379310344827587,0.6538461538461539,0.5862068965517241,0.6181818181818182,0.6369597615499254
factors_finance,3,33,text_only,0.603448275862069,0.603448275862069,0.6046511627906976,0.5977011494252874,0.6011560693641619,0.6034351775392238
factors_finance,3,33,emotion_aware,0.6015325670498084,0.6015325670498084,0.606425702811245,0.578544061302682,0.592156862745098,0.6013218770654329
factors_finance,4,44,text_only,0.6245210727969349,0.6245210727969348,0.6274509803921569,0.6130268199233716,0.6201550387596899,0.6244714587737843
factors_finance,4,44,emotion_aware,0.6111111111111112,0.6111111111111112,0.6178861788617886,0.5823754789272031,0.5996055226824457,0.6107897259594723
factors_finance,5,55,text_only,0.6111111111111112,0.6111111111111112,0.6169354838709677,0.5862068965517241,0.6011787819253438,0.6108697647944477
factors_finance,5,55,emotion_aware,0.6302681992337165,0.6302681992337165,0.6452991452991453,0.578544061302682,0.6101010101010101,0.6292763702599768
factors_finance,6,66,text_only,0.6245210727969349,0.6245210727969348,0.631578947368421,0.5977011494252874,0.6141732283464567,0.6242507932777059
factors_finance,6,66,emotion_aware,0.6130268199233716,0.6130268199233717,0.6244725738396625,0.5670498084291188,0.5943775100401606,0.6122070700383953
factors_finance,7,77,text_only,0.6283524904214559,0.6283524904214559,0.6293436293436293,0.6245210727969349,0.6269230769230769,0.6283470346447446
factors_finance,7,77,emotion_aware,0.6149425287356322,0.6149425287356322,0.6219512195121951,0.5862068965517241,0.6035502958579881,0.6146243099401673
factors_finance,8,88,text_only,0.6302681992337165,0.6302681992337165,0.6328125,0.6206896551724138,0.6266924564796905,0.6302342737806422
factors_finance,8,88,emotion_aware,0.6130268199233716,0.6130268199233716,0.6194331983805668,0.5862068965517241,0.6023622047244095,0.6127482665413092
factors_finance,9,99,text_only,0.6302681992337165,0.6302681992337165,0.6338582677165354,0.6168582375478927,0.625242718446602,0.6302016994879512
factors_finance,9,99,emotion_aware,0.6168582375478927,0.6168582375478927,0.6265560165975104,0.578544061302682,0.601593625498008,0.6162949677305538
factors_finance,10,110,text_only,0.6302681992337165,0.6302681992337165,0.636,0.6091954022988506,0.6223091976516634,0.6301039421654189
factors_finance,10,110,emotion_aware,0.6091954022988506,0.6091954022988506,0.6153846153846154,0.5823754789272031,0.5984251968503937,0.6089140909625104
