dataset,repetition,outer_seed,outer_fold,model,parameter_index,ngram_range,min_df,C,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,5,55,2,text_only,11,1-2,2,1.0,0.6471048676630208,0.647130647130647,False
liar2_finance,5,55,2,text_only,12,1-2,2,10.0,0.635529912953055,0.6355311355311355,False
liar2_finance,5,55,2,emotion_aware,1,1-1,1,0.1,0.6089437991002484,0.6092796092796093,False
liar2_finance,5,55,2,emotion_aware,2,1-1,1,1.0,0.640344229202819,0.6404151404151404,False
liar2_finance,5,55,2,emotion_aware,3,1-1,1,10.0,0.6330288156689603,0.6330891330891331,False
liar2_finance,5,55,2,emotion_aware,4,1-1,2,0.1,0.6114412399649697,0.6117216117216118,False
liar2_finance,5,55,2,emotion_aware,5,1-1,2,1.0,0.647012240953506,0.647130647130647,False
liar2_finance,5,55,2,emotion_aware,6,1-1,2,10.0,0.6293254148002752,0.6294261294261294,False
liar2_finance,5,55,2,emotion_aware,7,1-2,1,0.1,0.5953756621495963,0.5958485958485958,False
liar2_finance,5,55,2,emotion_aware,8,1-2,1,1.0,0.6426332428693915,0.6428571428571428,False
liar2_finance,5,55,2,emotion_aware,9,1-2,1,10.0,0.6628221957040573,0.663003663003663,True
liar2_finance,5,55,2,emotion_aware,10,1-2,2,0.1,0.6046523166270182,0.605006105006105,False
liar2_finance,5,55,2,emotion_aware,11,1-2,2,1.0,0.6561650030964739,0.6562881562881563,False
liar2_finance,5,55,2,emotion_aware,12,1-2,2,10.0,0.6471222297594466,0.6471306471306472,False
liar2_finance,5,55,3,text_only,1,1-1,1,0.1,0.6507931301806906,0.6507936507936508,False
liar2_finance,5,55,3,text_only,2,1-1,1,1.0,0.6459091180153855,0.645909645909646,False
liar2_finance,5,55,3,text_only,3,1-1,1,10.0,0.6348661991676867,0.6349206349206349,False
liar2_finance,5,55,3,text_only,4,1-1,2,0.1,0.6495470485096435,0.6495726495726496,False
liar2_finance,5,55,3,text_only,5,1-1,2,1.0,0.6404139342200157,0.6404151404151404,False
liar2_finance,5,55,3,text_only,6,1-1,2,10.0,0.6311911010378146,0.6312576312576312,False
liar2_finance,5,55,3,text_only,7,1-2,1,0.1,0.647283530933962,0.6477411477411478,False
liar2_finance,5,55,3,text_only,8,1-2,1,1.0,0.650951293177283,0.6514041514041514,False
liar2_finance,5,55,3,text_only,9,1-2,1,10.0,0.6620655615508333,0.6623931623931624,True
liar2_finance,5,55,3,text_only,10,1-2,2,0.1,0.6439814115791769,0.644078144078144,False
liar2_finance,5,55,3,text_only,11,1-2,2,1.0,0.6427600785142684,0.6428571428571428,False
liar2_finance,5,55,3,text_only,12,1-2,2,10.0,0.64153874544936,0.6416361416361416,False
liar2_finance,5,55,3,emotion_aware,1,1-1,1,0.1,0.6089152052717657,0.6092796092796093,False
liar2_finance,5,55,3,emotion_aware,2,1-1,1,1.0,0.6378434224444209,0.6379731379731379,False
liar2_finance,5,55,3,emotion_aware,3,1-1,1,10.0,0.6335925674617673,0.6336996336996337,False
liar2_finance,5,55,3,emotion_aware,4,1-1,2,0.1,0.608399239891168,0.6086691086691087,False
liar2_finance,5,55,3,emotion_aware,5,1-1,2,1.0,0.6433910861192007,0.6434676434676434,False
liar2_finance,5,55,3,emotion_aware,6,1-1,2,10.0,0.6336859807733595,0.6336996336996337,False
liar2_finance,5,55,3,emotion_aware,7,1-2,1,0.1,0.597973537521336,0.5982905982905983,False
liar2_finance,5,55,3,emotion_aware,8,1-2,1,1.0,0.6485061183484023,0.648962148962149,False
liar2_finance,5,55,3,emotion_aware,9,1-2,1,10.0,0.6589969929188089,0.6593406593406593,True
liar2_finance,5,55,3,emotion_aware,10,1-2,2,0.1,0.6022366165765517,0.6025641025641025,False
liar2_finance,5,55,3,emotion_aware,11,1-2,2,1.0,0.6512064226187879,0.6514041514041514,False
liar2_finance,5,55,3,emotion_aware,12,1-2,2,10.0,0.6531482630272953,0.6532356532356531,False
liar2_finance,5,55,4,text_only,1,1-1,1,0.1,0.644074827647512,0.6440781440781441,False
liar2_finance,5,55,4,text_only,2,1-1,1,1.0,0.6446881149740593,0.6446886446886447,False
liar2_finance,5,55,4,text_only,3,1-1,1,10.0,0.6367032556586074,0.6367521367521367,False
liar2_finance,5,55,4,text_only,4,1-1,2,0.1,0.6471174948116696,0.6471306471306472,True
liar2_finance,5,55,4,text_only,5,1-1,2,1.0,0.6385750173314747,0.6385836385836385,False
liar2_finance,5,55,4,text_only,6,1-1,2,10.0,0.6245106360138346,0.6245421245421245,False
liar2_finance,5,55,4,text_only,7,1-2,1,0.1,0.6346570149356162,0.6349206349206349,False
liar2_finance,5,55,4,text_only,8,1-2,1,1.0,0.6364777720709924,0.6367521367521367,False
liar2_finance,5,55,4,text_only,9,1-2,1,10.0,0.638756695941294,0.6391941391941391,False
liar2_finance,5,55,4,text_only,10,1-2,2,0.1,0.6300360784781442,0.63003663003663,False
liar2_finance,5,55,4,text_only,11,1-2,2,1.0,0.6416328024512685,0.6416361416361416,False
liar2_finance,5,55,4,text_only,12,1-2,2,10.0,0.6324737011592958,0.6324786324786325,False
liar2_finance,5,55,4,emotion_aware,1,1-1,1,0.1,0.6091111933085945,0.6092796092796093,False
liar2_finance,5,55,4,emotion_aware,2,1-1,1,1.0,0.6481817083484354,0.6483516483516483,False
liar2_finance,5,55,4,emotion_aware,3,1-1,1,10.0,0.633664680175996,0.6336996336996337,False
liar2_finance,5,55,4,emotion_aware,4,1-1,2,0.1,0.6140663771712158,0.6141636141636142,False
liar2_finance,5,55,4,emotion_aware,5,1-1,2,1.0,0.6501016433301434,0.6501831501831501,True
liar2_finance,5,55,4,emotion_aware,6,1-1,2,10.0,0.6300360784781442,0.63003663003663,False
liar2_finance,5,55,4,emotion_aware,7,1-2,1,0.1,0.5993772146461935,0.5995115995115996,False
liar2_finance,5,55,4,emotion_aware,8,1-2,1,1.0,0.6330672560688764,0.6336996336996337,False
liar2_finance,5,55,4,emotion_aware,9,1-2,1,10.0,0.6457372955588385,0.6465201465201464,False
liar2_finance,5,55,4,emotion_aware,10,1-2,2,0.1,0.604336617158296,0.6043956043956045,False
liar2_finance,5,55,4,emotion_aware,11,1-2,2,1.0,0.6340579480418247,0.6343101343101343,False
liar2_finance,5,55,4,emotion_aware,12,1-2,2,10.0,0.6340808760320777,0.6343101343101343,False
liar2_finance,5,55,5,text_only,1,1-1,1,0.1,0.6359527349837196,0.6359756097560976,False
liar2_finance,5,55,5,text_only,2,1-1,1,1.0,0.6365848253789788,0.6365853658536585,False
liar2_finance,5,55,5,text_only,3,1-1,1,10.0,0.6219236678461102,0.6219512195121951,False
liar2_finance,5,55,5,text_only,4,1-1,2,0.1,0.6329071752800566,0.6329268292682927,False
liar2_finance,5,55,5,text_only,5,1-1,2,1.0,0.6378027233951422,0.6378048780487805,False
liar2_finance,5,55,5,text_only,6,1-1,2,10.0,0.6268242733766514,0.6268292682926829,False
liar2_finance,5,55,5,text_only,7,1-2,1,0.1,0.647928695775762,0.6481707317073171,False
liar2_finance,5,55,5,text_only,8,1-2,1,1.0,0.6473511904761905,0.6475609756097561,False
liar2_finance,5,55,5,text_only,9,1-2,1,10.0,0.660753111424953,0.6609756097560976,True
liar2_finance,5,55,5,text_only,10,1-2,2,0.1,0.6481601356971265,0.6481707317073171,False
liar2_finance,5,55,5,text_only,11,1-2,2,1.0,0.6524307538549401,0.6524390243902439,False
liar2_finance,5,55,5,text_only,12,1-2,2,10.0,0.6481329232654758,0.6481707317073171,False
liar2_finance,5,55,5,emotion_aware,1,1-1,1,0.1,0.6211272064548699,0.6213414634146341,False
liar2_finance,5,55,5,emotion_aware,2,1-1,1,1.0,0.6414100847835787,0.6414634146341464,False
liar2_finance,5,55,5,emotion_aware,3,1-1,1,10.0,0.6280039683543079,0.6280487804878049,False
liar2_finance,5,55,5,emotion_aware,4,1-1,2,0.1,0.6187991168040415,0.6189024390243902,False
liar2_finance,5,55,5,emotion_aware,5,1-1,2,1.0,0.6432341858551316,0.6432926829268293,False
liar2_finance,5,55,5,emotion_aware,6,1-1,2,10.0,0.6219506572734343,0.6219512195121951,False
liar2_finance,5,55,5,emotion_aware,7,1-2,1,0.1,0.6113181615410058,0.6115853658536585,False
liar2_finance,5,55,5,emotion_aware,8,1-2,1,1.0,0.6515897491992375,0.651829268292683,False
liar2_finance,5,55,5,emotion_aware,9,1-2,1,10.0,0.6546515486807976,0.6548780487804878,True
liar2_finance,5,55,5,emotion_aware,10,1-2,2,0.1,0.6235676109221493,0.623780487804878,False
liar2_finance,5,55,5,emotion_aware,11,1-2,2,1.0,0.6468817669745425,0.6469512195121951,False
liar2_finance,5,55,5,emotion_aware,12,1-2,2,10.0,0.6469353358029566,0.6469512195121951,False
liar2_finance,6,66,1,text_only,1,1-1,1,0.1,0.6287359252747842,0.6288156288156288,False
liar2_finance,6,66,1,text_only,2,1-1,1,1.0,0.6250268441962847,0.6251526251526252,False
liar2_finance,6,66,1,text_only,3,1-1,1,10.0,0.6165089950372209,0.6166056166056166,False
liar2_finance,6,66,1,text_only,4,1-1,2,0.1,0.6361150538532186,0.6361416361416361,True
liar2_finance,6,66,1,text_only,5,1-1,2,1.0,0.6238637719193606,0.6239316239316239,False
liar2_finance,6,66,1,text_only,6,1-1,2,10.0,0.6123308119349915,0.6123321123321124,False
liar2_finance,6,66,1,text_only,7,1-2,1,0.1,0.6349203208446346,0.6355311355311355,False
liar2_finance,6,66,1,text_only,8,1-2,1,1.0,0.6240869170962704,0.6245421245421245,False
liar2_finance,6,66,1,text_only,9,1-2,1,10.0,0.6149966049083325,0.6153846153846154,False
liar2_finance,6,66,1,text_only,10,1-2,2,0.1,0.6305610719279874,0.6306471306471306,False
liar2_finance,6,66,1,text_only,11,1-2,2,1.0,0.6287957061388796,0.6288156288156288,False
liar2_finance,6,66,1,text_only,12,1-2,2,10.0,0.6068376068376068,0.6068376068376068,False
liar2_finance,6,66,1,emotion_aware,1,1-1,1,0.1,0.6072477089878527,0.6074481074481075,False
liar2_finance,6,66,1,emotion_aware,2,1-1,1,1.0,0.6479690522243713,0.6483516483516484,False
liar2_finance,6,66,1,emotion_aware,3,1-1,1,10.0,0.6293397862153527,0.6294261294261294,False
liar2_finance,6,66,1,emotion_aware,4,1-1,2,0.1,0.6115542483504158,0.6117216117216118,False
liar2_finance,6,66,1,emotion_aware,5,1-1,2,1.0,0.6541839243724561,0.6544566544566545,False
liar2_finance,6,66,1,emotion_aware,6,1-1,2,10.0,0.6227083727788156,0.6227106227106227,False
liar2_finance,6,66,1,emotion_aware,7,1-2,1,0.1,0.6041353383458647,0.6043956043956045,False
liar2_finance,6,66,1,emotion_aware,8,1-2,1,1.0,0.6464475364656852,0.647130647130647,False
liar2_finance,6,66,1,emotion_aware,9,1-2,1,10.0,0.6382465648763833,0.6385836385836385,False
liar2_finance,6,66,1,emotion_aware,10,1-2,2,0.1,0.6091654052925518,0.6092796092796093,False
liar2_finance,6,66,1,emotion_aware,11,1-2,2,1.0,0.6564679364700263,0.6568986568986569,True
liar2_finance,6,66,1,emotion_aware,12,1-2,2,10.0,0.621469305602147,0.6214896214896215,False
liar2_finance,6,66,2,text_only,1,1-1,1,0.1,0.6452831482677661,0.6452991452991452,False
liar2_finance,6,66,2,text_only,2,1-1,1,1.0,0.6525960193363771,0.6526251526251526,False
liar2_finance,6,66,2,text_only,3,1-1,1,10.0,0.6367520013656136,0.6367521367521367,False
liar2_finance,6,66,2,text_only,4,1-1,2,0.1,0.6440673986186168,0.644078144078144,False
liar2_finance,6,66,2,text_only,5,1-1,2,1.0,0.650785320800006,0.6507936507936508,False
liar2_finance,6,66,2,text_only,6,1-1,2,10.0,0.6379665262141748,0.6379731379731379,False
liar2_finance,6,66,2,text_only,7,1-2,1,0.1,0.6564063899671544,0.6568986568986569,True
liar2_finance,6,66,2,text_only,8,1-2,1,1.0,0.6490368607378718,0.6495726495726496,False
liar2_finance,6,66,2,text_only,9,1-2,1,10.0,0.6553030303030303,0.6556776556776557,False
liar2_finance,6,66,2,text_only,10,1-2,2,0.1,0.6556155314326613,0.6556776556776557,False
liar2_finance,6,66,2,text_only,11,1-2,2,1.0,0.6458758575034629,0.6459096459096458,False
liar2_finance,6,66,2,text_only,12,1-2,2,10.0,0.6452990130981875,0.6452991452991453,False
liar2_finance,6,66,2,emotion_aware,1,1-1,1,0.1,0.6119258199374309,0.6123321123321124,False
liar2_finance,6,66,2,emotion_aware,2,1-1,1,1.0,0.6444548872180451,0.6446886446886446,False
liar2_finance,6,66,2,emotion_aware,3,1-1,1,10.0,0.6452693976000616,0.6452991452991452,False
liar2_finance,6,66,2,emotion_aware,4,1-1,2,0.1,0.6155616807194277,0.615995115995116,False
liar2_finance,6,66,2,emotion_aware,5,1-1,2,1.0,0.6507603284344495,0.6507936507936508,False
liar2_finance,6,66,2,emotion_aware,6,1-1,2,10.0,0.645909645909646,0.645909645909646,False
liar2_finance,6,66,2,emotion_aware,7,1-2,1,0.1,0.601418801811122,0.6019536019536019,False
liar2_finance,6,66,2,emotion_aware,8,1-2,1,1.0,0.6477445658261214,0.6483516483516483,False
liar2_finance,6,66,2,emotion_aware,9,1-2,1,10.0,0.6515471120127907,0.652014652014652,False
liar2_finance,6,66,2,emotion_aware,10,1-2,2,0.1,0.6038640852355937,0.6043956043956045,False
liar2_finance,6,66,2,emotion_aware,11,1-2,2,1.0,0.6494843362282878,0.6495726495726495,False
liar2_finance,6,66,2,emotion_aware,12,1-2,2,10.0,0.6544484118405653,0.6544566544566545,True
liar2_finance,6,66,3,text_only,1,1-1,1,0.1,0.6452609351207993,0.6452991452991452,False
liar2_finance,6,66,3,text_only,2,1-1,1,1.0,0.641597536860429,0.6416361416361416,False
liar2_finance,6,66,3,text_only,3,1-1,1,10.0,0.6317823576406221,0.6318681318681318,False
liar2_finance,6,66,3,text_only,4,1-1,2,0.1,0.6397960476783278,0.6398046398046398,False
liar2_finance,6,66,3,text_only,5,1-1,2,1.0,0.6452831482677661,0.6452991452991452,False
liar2_finance,6,66,3,text_only,6,1-1,2,10.0,0.6196466369457947,0.6196581196581197,False
liar2_finance,6,66,3,text_only,7,1-2,1,0.1,0.638298380262357,0.6385836385836385,False
liar2_finance,6,66,3,text_only,8,1-2,1,1.0,0.6486728948256792,0.648962148962149,False
liar2_finance,6,66,3,text_only,9,1-2,1,10.0,0.6424828419896016,0.6428571428571429,False
liar2_finance,6,66,3,text_only,10,1-2,2,0.1,0.6452831482677661,0.6452991452991452,False
liar2_finance,6,66,3,text_only,11,1-2,2,1.0,0.6489044409478406,0.6489621489621489,True
liar2_finance,6,66,3,text_only,12,1-2,2,10.0,0.6330583613728693,0.6330891330891331,False
liar2_finance,6,66,3,emotion_aware,1,1-1,1,0.1,0.6213626114034145,0.6214896214896215,False
liar2_finance,6,66,3,emotion_aware,2,1-1,1,1.0,0.6501016433301434,0.6501831501831501,True
liar2_finance,6,66,3,emotion_aware,3,1-1,1,10.0,0.6409721155695649,0.641025641025641,False
liar2_finance,6,66,3,emotion_aware,4,1-1,2,0.1,0.6231861579227786,0.6233211233211233,False
liar2_finance,6,66,3,emotion_aware,5,1-1,2,1.0,0.6458568486910674,0.6459096459096458,False
liar2_finance,6,66,3,emotion_aware,6,1-1,2,10.0,0.6294226764700511,0.6294261294261294,False
liar2_finance,6,66,3,emotion_aware,7,1-2,1,0.1,0.6055578004386717,0.6056166056166057,False
liar2_finance,6,66,3,emotion_aware,8,1-2,1,1.0,0.6485942464000358,0.648962148962149,False
liar2_finance,6,66,3,emotion_aware,9,1-2,1,10.0,0.6498949021480247,0.6501831501831502,False
liar2_finance,6,66,3,emotion_aware,10,1-2,2,0.1,0.6195547502810073,0.6196581196581197,False
liar2_finance,6,66,3,emotion_aware,11,1-2,2,1.0,0.6474982237397877,0.6477411477411478,False
liar2_finance,6,66,3,emotion_aware,12,1-2,2,10.0,0.6366924215025481,0.6367521367521367,False
liar2_finance,6,66,4,text_only,1,1-1,1,0.1,0.6501798906381208,0.6501831501831502,False
liar2_finance,6,66,4,text_only,2,1-1,1,1.0,0.6489044409478406,0.6489621489621489,False
liar2_finance,6,66,4,text_only,3,1-1,1,10.0,0.6336335440772993,0.6336996336996337,False
liar2_finance,6,66,4,text_only,4,1-1,2,0.1,0.6538357032877457,0.6538461538461539,False
liar2_finance,6,66,4,text_only,5,1-1,2,1.0,0.6458758575034629,0.6459096459096458,False
liar2_finance,6,66,4,text_only,6,1-1,2,10.0,0.6196545756850771,0.6196581196581197,False
liar2_finance,6,66,4,text_only,7,1-2,1,0.1,0.6570335118236958,0.6575091575091575,False
liar2_finance,6,66,4,text_only,8,1-2,1,1.0,0.6584723942650164,0.6587301587301587,False
liar2_finance,6,66,4,text_only,9,1-2,1,10.0,0.6582245737801293,0.6587301587301587,False
liar2_finance,6,66,4,text_only,10,1-2,2,0.1,0.6591373901524701,0.6593406593406593,False
liar2_finance,6,66,4,text_only,11,1-2,2,1.0,0.6622873063671915,0.6623931623931625,True
liar2_finance,6,66,4,text_only,12,1-2,2,10.0,0.660511048055575,0.6605616605616607,False
liar2_finance,6,66,4,emotion_aware,1,1-1,1,0.1,0.6153381642512077,0.6153846153846154,False
liar2_finance,6,66,4,emotion_aware,2,1-1,1,1.0,0.6616368767077522,0.6617826617826619,False
liar2_finance,6,66,4,emotion_aware,3,1-1,1,10.0,0.6494702228717574,0.6495726495726495,False
liar2_finance,6,66,4,emotion_aware,4,1-1,2,0.1,0.6165232912377706,0.6166056166056166,False
liar2_finance,6,66,4,emotion_aware,5,1-1,2,1.0,0.6628025795056693,0.663003663003663,False
liar2_finance,6,66,4,emotion_aware,6,1-1,2,10.0,0.6422381083720341,0.6422466422466422,False
liar2_finance,6,66,4,emotion_aware,7,1-2,1,0.1,0.6043578545900756,0.6043956043956045,False
liar2_finance,6,66,4,emotion_aware,8,1-2,1,1.0,0.658286817663925,0.6587301587301587,False
liar2_finance,6,66,4,emotion_aware,9,1-2,1,10.0,0.6647980103515494,0.6654456654456655,True
liar2_finance,6,66,4,emotion_aware,10,1-2,2,0.1,0.611707139619761,0.6117216117216118,False
liar2_finance,6,66,4,emotion_aware,11,1-2,2,1.0,0.6596211894824848,0.6599511599511599,False
liar2_finance,6,66,4,emotion_aware,12,1-2,2,10.0,0.6537520760984448,0.6538461538461537,False
liar2_finance,6,66,5,text_only,1,1-1,1,0.1,0.6158256624887893,0.6158536585365854,False
liar2_finance,6,66,5,text_only,2,1-1,1,1.0,0.621334564765643,0.6213414634146341,False
liar2_finance,6,66,5,text_only,3,1-1,1,10.0,0.6176418420926401,0.6176829268292683,False
liar2_finance,6,66,5,text_only,4,1-1,2,0.1,0.6224867249693296,0.6225609756097561,False
liar2_finance,6,66,5,text_only,5,1-1,2,1.0,0.6194844657031818,0.6195121951219512,False
liar2_finance,6,66,5,text_only,6,1-1,2,10.0,0.6207226822767942,0.6207317073170732,False
liar2_finance,6,66,5,text_only,7,1-2,1,0.1,0.6261693363810357,0.626219512195122,False
liar2_finance,6,66,5,text_only,8,1-2,1,1.0,0.63405436524052,0.6341463414634146,False
liar2_finance,6,66,5,text_only,9,1-2,1,10.0,0.6298382745617743,0.6298780487804878,False
liar2_finance,6,66,5,text_only,10,1-2,2,0.1,0.6304828589317822,0.6304878048780488,False
liar2_finance,6,66,5,text_only,11,1-2,2,1.0,0.6365853658536585,0.6365853658536585,True
liar2_finance,6,66,5,text_only,12,1-2,2,10.0,0.6286583985196306,0.6286585365853659,False
liar2_finance,6,66,5,emotion_aware,1,1-1,1,0.1,0.6019749380598437,0.6024390243902439,False
liar2_finance,6,66,5,emotion_aware,2,1-1,1,1.0,0.6249998605740112,0.625,False
liar2_finance,6,66,5,emotion_aware,3,1-1,1,10.0,0.6261582152635824,0.626219512195122,False
liar2_finance,6,66,5,emotion_aware,4,1-1,2,0.1,0.6081426300087536,0.6085365853658536,False
liar2_finance,6,66,5,emotion_aware,5,1-1,2,1.0,0.6335200981305301,0.6335365853658537,False
liar2_finance,6,66,5,emotion_aware,6,1-1,2,10.0,0.6273989880679476,0.6274390243902439,False
liar2_finance,6,66,5,emotion_aware,7,1-2,1,0.1,0.5882742950795248,0.5890243902439025,False
liar2_finance,6,66,5,emotion_aware,8,1-2,1,1.0,0.6247654784240151,0.625,False
liar2_finance,6,66,5,emotion_aware,9,1-2,1,10.0,0.638330590652572,0.6384146341463415,False
liar2_finance,6,66,5,emotion_aware,10,1-2,2,0.1,0.5983450230842182,0.598780487804878,False
liar2_finance,6,66,5,emotion_aware,11,1-2,2,1.0,0.6268153931957613,0.6268292682926829,False
liar2_finance,6,66,5,emotion_aware,12,1-2,2,10.0,0.6402305261200967,0.6402439024390244,True
liar2_finance,7,77,1,text_only,1,1-1,1,0.1,0.6483327742368332,0.6483516483516484,False
liar2_finance,7,77,1,text_only,2,1-1,1,1.0,0.645890640724589,0.6459096459096458,False
liar2_finance,7,77,1,text_only,3,1-1,1,10.0,0.6306458916860942,0.6306471306471306,False
liar2_finance,7,77,1,text_only,4,1-1,2,0.1,0.6471174948116696,0.6471306471306472,False
liar2_finance,7,77,1,text_only,5,1-1,2,1.0,0.6488667438388109,0.6489621489621489,False
liar2_finance,7,77,1,text_only,6,1-1,2,10.0,0.6245307892803591,0.6245421245421245,False
liar2_finance,7,77,1,text_only,7,1-2,1,0.1,0.6405749940291379,0.641025641025641,False
liar2_finance,7,77,1,text_only,8,1-2,1,1.0,0.6515471120127907,0.652014652014652,False
liar2_finance,7,77,1,text_only,9,1-2,1,10.0,0.658494812947212,0.6587301587301587,True
liar2_finance,7,77,1,text_only,10,1-2,2,0.1,0.6403174123844515,0.6404151404151404,False
liar2_finance,7,77,1,text_only,11,1-2,2,1.0,0.6488018020604671,0.6489621489621489,False
liar2_finance,7,77,1,text_only,12,1-2,2,10.0,0.6330496075862313,0.6330891330891331,False
liar2_finance,7,77,1,emotion_aware,1,1-1,1,0.1,0.6079270911628906,0.6080586080586081,False
liar2_finance,7,77,1,emotion_aware,2,1-1,1,1.0,0.6495538409929553,0.6495726495726496,False
liar2_finance,7,77,1,emotion_aware,3,1-1,1,10.0,0.6367411701167702,0.6367521367521367,False
liar2_finance,7,77,1,emotion_aware,4,1-1,2,0.1,0.6079598325062034,0.6080586080586081,False
liar2_finance,7,77,1,emotion_aware,5,1-1,2,1.0,0.6470969752362095,0.647130647130647,False
liar2_finance,7,77,1,emotion_aware,6,1-1,2,10.0,0.6318679946612857,0.6318681318681318,False
liar2_finance,7,77,1,emotion_aware,7,1-2,1,0.1,0.5895667529740243,0.5897435897435898,False
liar2_finance,7,77,1,emotion_aware,8,1-2,1,1.0,0.656437678861734,0.6568986568986569,False
liar2_finance,7,77,1,emotion_aware,9,1-2,1,10.0,0.658494812947212,0.6587301587301587,True
liar2_finance,7,77,1,emotion_aware,10,1-2,2,0.1,0.6030893937970556,0.6031746031746033,False
liar2_finance,7,77,1,emotion_aware,11,1-2,2,1.0,0.6524664789085319,0.6526251526251526,False
liar2_finance,7,77,1,emotion_aware,12,1-2,2,10.0,0.6366382410279907,0.6367521367521367,False
liar2_finance,7,77,2,text_only,1,1-1,1,0.1,0.6550659980208979,0.6550671550671551,False
liar2_finance,7,77,2,text_only,2,1-1,1,1.0,0.662393036563335,0.6623931623931624,False
liar2_finance,7,77,2,text_only,3,1-1,1,10.0,0.6410256410256411,0.6410256410256411,False
liar2_finance,7,77,2,text_only,4,1-1,2,0.1,0.6489557378973871,0.648962148962149,False
liar2_finance,7,77,2,text_only,5,1-1,2,1.0,0.6593360884499786,0.6593406593406593,False
liar2_finance,7,77,2,text_only,6,1-1,2,10.0,0.6300316659510519,0.63003663003663,False
liar2_finance,7,77,2,text_only,7,1-2,1,0.1,0.6506056085918854,0.6507936507936508,False
liar2_finance,7,77,2,text_only,8,1-2,1,1.0,0.6634032766171534,0.6636141636141636,False
liar2_finance,7,77,2,text_only,9,1-2,1,10.0,0.6730896281228049,0.6733821733821734,True
liar2_finance,7,77,2,text_only,10,1-2,2,0.1,0.6483495513278281,0.6483516483516484,False
liar2_finance,7,77,2,text_only,11,1-2,2,1.0,0.6611265662025666,0.6611721611721613,False
liar2_finance,7,77,2,text_only,12,1-2,2,10.0,0.6495721271393643,0.6495726495726496,False
liar2_finance,7,77,2,emotion_aware,1,1-1,1,0.1,0.6079878921627102,0.6080586080586081,False
liar2_finance,7,77,2,emotion_aware,2,1-1,1,1.0,0.6544149221685454,0.6544566544566545,False
liar2_finance,7,77,2,emotion_aware,3,1-1,1,10.0,0.6538460248307612,0.6538461538461539,False
liar2_finance,7,77,2,emotion_aware,4,1-1,2,0.1,0.6127948337447148,0.612942612942613,False
liar2_finance,7,77,2,emotion_aware,5,1-1,2,1.0,0.6489557378973871,0.648962148962149,False
liar2_finance,7,77,2,emotion_aware,6,1-1,2,10.0,0.6422333078886477,0.6422466422466422,False
liar2_finance,7,77,2,emotion_aware,7,1-2,1,0.1,0.5952125984251968,0.5952380952380952,False
liar2_finance,7,77,2,emotion_aware,8,1-2,1,1.0,0.6479690522243713,0.6483516483516484,False
liar2_finance,7,77,2,emotion_aware,9,1-2,1,10.0,0.6707338767634221,0.670940170940171,True
liar2_finance,7,77,2,emotion_aware,10,1-2,2,0.1,0.60008856355945,0.6001221001221001,False
liar2_finance,7,77,2,emotion_aware,11,1-2,2,1.0,0.6538357032877457,0.6538461538461539,False
liar2_finance,7,77,2,emotion_aware,12,1-2,2,10.0,0.6575080086543783,0.6575091575091575,False
liar2_finance,7,77,3,text_only,1,1-1,1,0.1,0.6519518668734343,0.6520146520146519,False
liar2_finance,7,77,3,text_only,2,1-1,1,1.0,0.6543824567525129,0.6544566544566544,False
liar2_finance,7,77,3,text_only,3,1-1,1,10.0,0.6305610719279874,0.6306471306471306,False
liar2_finance,7,77,3,text_only,4,1-1,2,0.1,0.6488018020604671,0.6489621489621489,False
liar2_finance,7,77,3,text_only,5,1-1,2,1.0,0.6519399299451103,0.6520146520146519,False
liar2_finance,7,77,3,text_only,6,1-1,2,10.0,0.6219974164108242,0.6221001221001221,False
liar2_finance,7,77,3,text_only,7,1-2,1,0.1,0.6513409961685823,0.6520146520146519,False
liar2_finance,7,77,3,text_only,8,1-2,1,1.0,0.6580877616641954,0.6587301587301587,False
liar2_finance,7,77,3,text_only,9,1-2,1,10.0,0.6615808497212696,0.6617826617826618,False
liar2_finance,7,77,3,text_only,10,1-2,2,0.1,0.6517857142857143,0.652014652014652,False
liar2_finance,7,77,3,text_only,11,1-2,2,1.0,0.6634605094527259,0.6636141636141637,True
liar2_finance,7,77,3,text_only,12,1-2,2,10.0,0.6366805031845115,0.6367521367521367,False
liar2_finance,7,77,3,emotion_aware,1,1-1,1,0.1,0.6244244003902761,0.6245421245421245,False
liar2_finance,7,77,3,emotion_aware,2,1-1,1,1.0,0.6604153491868415,0.6605616605616605,False
liar2_finance,7,77,3,emotion_aware,3,1-1,1,10.0,0.6366382410279907,0.6367521367521367,False
liar2_finance,7,77,3,emotion_aware,4,1-1,2,0.1,0.632412322557557,0.6324786324786325,False
liar2_finance,7,77,3,emotion_aware,5,1-1,2,1.0,0.6592548076923077,0.6593406593406594,False
liar2_finance,7,77,3,emotion_aware,6,1-1,2,10.0,0.6335023866348448,0.6336996336996337,False
liar2_finance,7,77,3,emotion_aware,7,1-2,1,0.1,0.6079089641389699,0.6080586080586081,False
liar2_finance,7,77,3,emotion_aware,8,1-2,1,1.0,0.6618606930890067,0.6623931623931624,False
liar2_finance,7,77,3,emotion_aware,9,1-2,1,10.0,0.6578727899062626,0.6581196581196581,False
liar2_finance,7,77,3,emotion_aware,10,1-2,2,0.1,0.6208167962236678,0.6208791208791209,False
liar2_finance,7,77,3,emotion_aware,11,1-2,2,1.0,0.663936077351776,0.6642246642246642,True
