dataset,repetition,outer_seed,outer_fold,model,parameter_index,ngram_range,min_df,C,inner_macro_f1,inner_balanced_accuracy,selected
liar2_finance,10,110,5,text_only,10,1-2,2,0.1,0.6579114393531238,0.6579268292682927,True
liar2_finance,10,110,5,text_only,11,1-2,2,1.0,0.6481706008962674,0.6481707317073171,False
liar2_finance,10,110,5,text_only,12,1-2,2,10.0,0.6377704005140287,0.6378048780487805,False
liar2_finance,10,110,5,emotion_aware,1,1-1,1,0.1,0.6218831764788131,0.6219512195121951,False
liar2_finance,10,110,5,emotion_aware,2,1-1,1,1.0,0.6609751055548863,0.6609756097560976,False
liar2_finance,10,110,5,emotion_aware,3,1-1,1,10.0,0.6402433674053649,0.6402439024390244,False
liar2_finance,10,110,5,emotion_aware,4,1-1,2,0.1,0.6200596543380291,0.6201219512195122,False
liar2_finance,10,110,5,emotion_aware,5,1-1,2,1.0,0.6499953152258136,0.65,False
liar2_finance,10,110,5,emotion_aware,6,1-1,2,10.0,0.6280438018950283,0.6280487804878049,False
liar2_finance,10,110,5,emotion_aware,7,1-2,1,0.1,0.6126480419830902,0.6128048780487805,False
liar2_finance,10,110,5,emotion_aware,8,1-2,1,1.0,0.6612577823810132,0.6615853658536586,False
liar2_finance,10,110,5,emotion_aware,9,1-2,1,10.0,0.6631721822370653,0.6634146341463414,False
liar2_finance,10,110,5,emotion_aware,10,1-2,2,0.1,0.620070956876648,0.6201219512195122,False
liar2_finance,10,110,5,emotion_aware,11,1-2,2,1.0,0.6676175526789736,0.6676829268292683,True
liar2_finance,10,110,5,emotion_aware,12,1-2,2,10.0,0.6414634146341464,0.6414634146341464,False
factors_finance,1,11,1,text_only,1,1-1,1,0.1,0.5937288713470906,0.59375,True
factors_finance,1,11,1,text_only,2,1-1,1,1.0,0.5673076923076923,0.5673076923076923,False
factors_finance,1,11,1,text_only,3,1-1,1,10.0,0.5504158214424004,0.5504807692307692,False
factors_finance,1,11,1,text_only,4,1-1,2,0.1,0.5670575175189065,0.5673076923076923,False
factors_finance,1,11,1,text_only,5,1-1,2,1.0,0.5624595469255663,0.5625,False
factors_finance,1,11,1,text_only,6,1-1,2,10.0,0.5695100448041625,0.5697115384615385,False
factors_finance,1,11,1,text_only,7,1-2,1,0.1,0.5660941520061191,0.5673076923076923,False
factors_finance,1,11,1,text_only,8,1-2,1,1.0,0.5686122295281406,0.5697115384615385,False
factors_finance,1,11,1,text_only,9,1-2,1,10.0,0.549541098468398,0.5504807692307692,False
factors_finance,1,11,1,text_only,10,1-2,2,0.1,0.5790325844970654,0.5793269230769231,False
factors_finance,1,11,1,text_only,11,1-2,2,1.0,0.5814889336016096,0.5817307692307692,False
factors_finance,1,11,1,text_only,12,1-2,2,10.0,0.5671476137624861,0.5673076923076923,False
factors_finance,1,11,1,emotion_aware,1,1-1,1,0.1,0.5641760289870172,0.5649038461538461,False
factors_finance,1,11,1,emotion_aware,2,1-1,1,1.0,0.5717590450633849,0.5721153846153846,False
factors_finance,1,11,1,emotion_aware,3,1-1,1,10.0,0.5695100448041625,0.5697115384615385,False
factors_finance,1,11,1,emotion_aware,4,1-1,2,0.1,0.5660941520061191,0.5673076923076923,False
factors_finance,1,11,1,emotion_aware,5,1-1,2,1.0,0.5899814471243043,0.5913461538461539,True
factors_finance,1,11,1,emotion_aware,6,1-1,2,10.0,0.5714814814814815,0.5721153846153846,False
factors_finance,1,11,1,emotion_aware,7,1-2,1,0.1,0.5689917634733485,0.5697115384615385,False
factors_finance,1,11,1,emotion_aware,8,1-2,1,1.0,0.5835932211235253,0.5841346153846154,False
factors_finance,1,11,1,emotion_aware,9,1-2,1,10.0,0.5849170437405732,0.5865384615384616,False
factors_finance,1,11,1,emotion_aware,10,1-2,2,0.1,0.568392193685626,0.5697115384615384,False
factors_finance,1,11,1,emotion_aware,11,1-2,2,1.0,0.5805576802725818,0.5817307692307692,False
factors_finance,1,11,1,emotion_aware,12,1-2,2,10.0,0.5681518984405356,0.5697115384615384,False
factors_finance,1,11,2,text_only,1,1-1,1,0.1,0.6123603224033706,0.6124401913875599,False
factors_finance,1,11,2,text_only,2,1-1,1,1.0,0.6028617216117216,0.6028708133971292,False
factors_finance,1,11,2,text_only,3,1-1,1,10.0,0.6028344437575841,0.6028708133971292,False
factors_finance,1,11,2,text_only,4,1-1,2,0.1,0.614459625905875,0.6148325358851675,False
factors_finance,1,11,2,text_only,5,1-1,2,1.0,0.6147244883354802,0.6148325358851674,True
factors_finance,1,11,2,text_only,6,1-1,2,10.0,0.5932921245421245,0.5933014354066986,False
factors_finance,1,11,2,text_only,7,1-2,1,0.1,0.5855907483710507,0.5861244019138756,False
factors_finance,1,11,2,text_only,8,1-2,1,1.0,0.5905130188192833,0.5909090909090909,False
factors_finance,1,11,2,text_only,9,1-2,1,10.0,0.60009166165392,0.6004784688995215,False
factors_finance,1,11,2,text_only,10,1-2,2,0.1,0.6072148881554822,0.6076555023923444,False
factors_finance,1,11,2,text_only,11,1-2,2,1.0,0.6026433938061206,0.6028708133971292,False
factors_finance,1,11,2,text_only,12,1-2,2,10.0,0.5813181466960478,0.5813397129186603,False
factors_finance,1,11,2,emotion_aware,1,1-1,1,0.1,0.5334821428571428,0.5358851674641147,False
factors_finance,1,11,2,emotion_aware,2,1-1,1,1.0,0.5962745774404967,0.5980861244019139,False
factors_finance,1,11,2,emotion_aware,3,1-1,1,10.0,0.5829587155963303,0.583732057416268,False
factors_finance,1,11,2,emotion_aware,4,1-1,2,0.1,0.5360443516617496,0.5382775119617225,False
factors_finance,1,11,2,emotion_aware,5,1-1,2,1.0,0.5988045633495216,0.6004784688995215,False
factors_finance,1,11,2,emotion_aware,6,1-1,2,10.0,0.5980493165739404,0.5980861244019138,False
factors_finance,1,11,2,emotion_aware,7,1-2,1,0.1,0.533793262044383,0.5358851674641149,False
factors_finance,1,11,2,emotion_aware,8,1-2,1,1.0,0.5671483799705449,0.569377990430622,False
factors_finance,1,11,2,emotion_aware,9,1-2,1,10.0,0.5729797979797979,0.5741626794258373,False
factors_finance,1,11,2,emotion_aware,10,1-2,2,0.1,0.5408521822144776,0.5430622009569378,False
factors_finance,1,11,2,emotion_aware,11,1-2,2,1.0,0.5812780656303972,0.5837320574162679,False
factors_finance,1,11,2,emotion_aware,12,1-2,2,10.0,0.6074308227964083,0.6076555023923444,True
factors_finance,1,11,3,text_only,1,1-1,1,0.1,0.6004212960577908,0.6004784688995215,False
factors_finance,1,11,3,text_only,2,1-1,1,1.0,0.5809343759846466,0.5813397129186603,False
factors_finance,1,11,3,text_only,3,1-1,1,10.0,0.5642341619887731,0.5645933014354068,False
factors_finance,1,11,3,text_only,4,1-1,2,0.1,0.6027889723392563,0.6028708133971292,False
factors_finance,1,11,3,text_only,5,1-1,2,1.0,0.6076195709412276,0.6076555023923444,False
factors_finance,1,11,3,text_only,6,1-1,2,10.0,0.5717090538583507,0.5717703349282297,False
factors_finance,1,11,3,text_only,7,1-2,1,0.1,0.5980493165739404,0.5980861244019138,False
factors_finance,1,11,3,text_only,8,1-2,1,1.0,0.6099920434576043,0.6100478468899522,True
factors_finance,1,11,3,text_only,9,1-2,1,10.0,0.5932921245421245,0.5933014354066986,False
factors_finance,1,11,3,text_only,10,1-2,2,0.1,0.5930685358255452,0.5933014354066986,False
factors_finance,1,11,3,text_only,11,1-2,2,1.0,0.6027889723392563,0.6028708133971292,False
factors_finance,1,11,3,text_only,12,1-2,2,10.0,0.6004578885613714,0.6004784688995215,False
factors_finance,1,11,3,emotion_aware,1,1-1,1,0.1,0.5190537555228277,0.5215311004784688,False
factors_finance,1,11,3,emotion_aware,2,1-1,1,1.0,0.5783295504046587,0.5789473684210527,False
factors_finance,1,11,3,emotion_aware,3,1-1,1,10.0,0.5836939350230098,0.5837320574162679,False
factors_finance,1,11,3,emotion_aware,4,1-1,2,0.1,0.5190537555228277,0.5215311004784688,False
factors_finance,1,11,3,emotion_aware,5,1-1,2,1.0,0.5831212600591512,0.5837320574162679,False
factors_finance,1,11,3,emotion_aware,6,1-1,2,10.0,0.5932921245421245,0.5933014354066986,True
factors_finance,1,11,3,emotion_aware,7,1-2,1,0.1,0.5212904933731577,0.5239234449760766,False
factors_finance,1,11,3,emotion_aware,8,1-2,1,1.0,0.5414218347032436,0.5430622009569378,False
factors_finance,1,11,3,emotion_aware,9,1-2,1,10.0,0.5783295504046587,0.5789473684210527,False
factors_finance,1,11,3,emotion_aware,10,1-2,2,0.1,0.5164793425527874,0.5191387559808612,False
factors_finance,1,11,3,emotion_aware,11,1-2,2,1.0,0.5712181731700468,0.5717703349282297,False
factors_finance,1,11,3,emotion_aware,12,1-2,2,10.0,0.5884319472430848,0.5885167464114833,False
factors_finance,1,11,4,text_only,1,1-1,1,0.1,0.6003663947330757,0.6004784688995215,False
factors_finance,1,11,4,text_only,2,1-1,1,1.0,0.60009166165392,0.6004784688995215,False
factors_finance,1,11,4,text_only,3,1-1,1,10.0,0.5974963890226288,0.5980861244019139,False
factors_finance,1,11,4,text_only,4,1-1,2,0.1,0.612218251786696,0.6124401913875598,False
factors_finance,1,11,4,text_only,5,1-1,2,1.0,0.5881773399014778,0.5885167464114833,False
factors_finance,1,11,4,text_only,6,1-1,2,10.0,0.5837225274725275,0.5837320574162679,False
factors_finance,1,11,4,text_only,7,1-2,1,0.1,0.6243825658930258,0.6244019138755981,False
factors_finance,1,11,4,text_only,8,1-2,1,1.0,0.6315452068594455,0.631578947368421,True
factors_finance,1,11,4,text_only,9,1-2,1,10.0,0.6100277594940331,0.6100478468899522,False
factors_finance,1,11,4,text_only,10,1-2,2,0.1,0.6052608986796244,0.6052631578947368,False
factors_finance,1,11,4,text_only,11,1-2,2,1.0,0.6052066697576975,0.6052631578947368,False
factors_finance,1,11,4,text_only,12,1-2,2,10.0,0.6002931694943399,0.6004784688995215,False
factors_finance,1,11,4,emotion_aware,1,1-1,1,0.1,0.5829587155963303,0.583732057416268,False
factors_finance,1,11,4,emotion_aware,2,1-1,1,1.0,0.6219316724674848,0.6220095693779903,False
factors_finance,1,11,4,emotion_aware,3,1-1,1,10.0,0.6100277594940331,0.6100478468899522,False
factors_finance,1,11,4,emotion_aware,4,1-1,2,0.1,0.5832645764576457,0.5837320574162679,False
factors_finance,1,11,4,emotion_aware,5,1-1,2,1.0,0.6241416241416241,0.6244019138755981,True
factors_finance,1,11,4,emotion_aware,6,1-1,2,10.0,0.583732057416268,0.583732057416268,False
factors_finance,1,11,4,emotion_aware,7,1-2,1,0.1,0.582776898189578,0.5837320574162679,False
factors_finance,1,11,4,emotion_aware,8,1-2,1,1.0,0.6189870152205693,0.6196172248803828,False
factors_finance,1,11,4,emotion_aware,9,1-2,1,10.0,0.6147244883354802,0.6148325358851674,False
factors_finance,1,11,4,emotion_aware,10,1-2,2,0.1,0.5854387020953364,0.5861244019138756,False
factors_finance,1,11,4,emotion_aware,11,1-2,2,1.0,0.6098669857938767,0.6100478468899522,False
factors_finance,1,11,4,emotion_aware,12,1-2,2,10.0,0.6027889723392563,0.6028708133971292,False
factors_finance,1,11,5,text_only,1,1-1,1,0.1,0.6290146183929501,0.6291866028708133,False
factors_finance,1,11,5,text_only,2,1-1,1,1.0,0.6171898253085147,0.6172248803827751,False
factors_finance,1,11,5,text_only,3,1-1,1,10.0,0.6076465201465202,0.6076555023923444,False
factors_finance,1,11,5,text_only,4,1-1,2,0.1,0.6314439482422993,0.631578947368421,True
factors_finance,1,11,5,text_only,5,1-1,2,1.0,0.6195976304266949,0.6196172248803828,False
factors_finance,1,11,5,text_only,6,1-1,2,10.0,0.6220095693779905,0.6220095693779905,False
factors_finance,1,11,5,text_only,7,1-2,1,0.1,0.6167950128346168,0.6172248803827751,False
factors_finance,1,11,5,text_only,8,1-2,1,1.0,0.6217931097672714,0.6220095693779905,False
factors_finance,1,11,5,text_only,9,1-2,1,10.0,0.6242965507370832,0.6244019138755981,False
factors_finance,1,11,5,text_only,10,1-2,2,0.1,0.6290825819378847,0.6291866028708134,False
factors_finance,1,11,5,text_only,11,1-2,2,1.0,0.6242965507370832,0.6244019138755981,False
factors_finance,1,11,5,text_only,12,1-2,2,10.0,0.6148303314389061,0.6148325358851674,False
factors_finance,1,11,5,emotion_aware,1,1-1,1,0.1,0.5595565328935312,0.5598086124401914,False
factors_finance,1,11,5,emotion_aware,2,1-1,1,1.0,0.6002931694943399,0.6004784688995215,False
factors_finance,1,11,5,emotion_aware,3,1-1,1,10.0,0.6075746473713134,0.6076555023923444,False
factors_finance,1,11,5,emotion_aware,4,1-1,2,0.1,0.5618975618975619,0.562200956937799,False
factors_finance,1,11,5,emotion_aware,5,1-1,2,1.0,0.6122981793198213,0.6124401913875598,False
factors_finance,1,11,5,emotion_aware,6,1-1,2,10.0,0.6124046981248712,0.6124401913875599,False
factors_finance,1,11,5,emotion_aware,7,1-2,1,0.1,0.5572109961464244,0.5574162679425838,False
factors_finance,1,11,5,emotion_aware,8,1-2,1,1.0,0.5907193531948032,0.5909090909090908,False
factors_finance,1,11,5,emotion_aware,9,1-2,1,10.0,0.6143358987730589,0.6148325358851674,True
factors_finance,1,11,5,emotion_aware,10,1-2,2,0.1,0.557109557109557,0.5574162679425838,False
factors_finance,1,11,5,emotion_aware,11,1-2,2,1.0,0.5905130188192833,0.5909090909090909,False
factors_finance,1,11,5,emotion_aware,12,1-2,2,10.0,0.6052066697576975,0.6052631578947368,False
factors_finance,2,22,1,text_only,1,1-1,1,0.1,0.5863854975952645,0.5865384615384615,False
factors_finance,2,22,1,text_only,2,1-1,1,1.0,0.5959203496843127,0.5961538461538461,False
factors_finance,2,22,1,text_only,3,1-1,1,10.0,0.5936349396267203,0.59375,False
factors_finance,2,22,1,text_only,4,1-1,2,0.1,0.5587473265054166,0.5600961538461539,False
factors_finance,2,22,1,text_only,5,1-1,2,1.0,0.5885404917662982,0.5889423076923077,False
factors_finance,2,22,1,text_only,6,1-1,2,10.0,0.5696493691881801,0.5697115384615385,False
factors_finance,2,22,1,text_only,7,1-2,1,0.1,0.5956959389101006,0.5961538461538461,False
factors_finance,2,22,1,text_only,8,1-2,1,1.0,0.598276809205771,0.5985576923076923,False
factors_finance,2,22,1,text_only,9,1-2,1,10.0,0.6057601183459307,0.6057692307692308,True
factors_finance,2,22,1,text_only,10,1-2,2,0.1,0.5566675933648411,0.5576923076923077,False
factors_finance,2,22,1,text_only,11,1-2,2,1.0,0.5816437406080222,0.5817307692307692,False
factors_finance,2,22,1,text_only,12,1-2,2,10.0,0.5744971019434026,0.5745192307692308,False
factors_finance,2,22,1,emotion_aware,1,1-1,1,0.1,0.5547095139182207,0.5552884615384616,False
factors_finance,2,22,1,emotion_aware,2,1-1,1,1.0,0.5953963365213162,0.5961538461538461,False
factors_finance,2,22,1,emotion_aware,3,1-1,1,10.0,0.6032530475645494,0.6033653846153846,False
factors_finance,2,22,1,emotion_aware,4,1-1,2,0.1,0.5545445600143546,0.5552884615384615,False
factors_finance,2,22,1,emotion_aware,5,1-1,2,1.0,0.5736298097802484,0.5745192307692308,False
factors_finance,2,22,1,emotion_aware,6,1-1,2,10.0,0.5913367080415135,0.5913461538461539,False
factors_finance,2,22,1,emotion_aware,7,1-2,1,0.1,0.5525122605718515,0.5528846153846154,False
factors_finance,2,22,1,emotion_aware,8,1-2,1,1.0,0.5910058295549181,0.5913461538461539,False
factors_finance,2,22,1,emotion_aware,9,1-2,1,10.0,0.6081708127473924,0.6081730769230769,True
factors_finance,2,22,1,emotion_aware,10,1-2,2,0.1,0.557037037037037,0.5576923076923077,False
factors_finance,2,22,1,emotion_aware,11,1-2,2,1.0,0.5741033160387998,0.5745192307692307,False
factors_finance,2,22,1,emotion_aware,12,1-2,2,10.0,0.5860696517412936,0.5865384615384616,False
factors_finance,2,22,2,text_only,1,1-1,1,0.1,0.6106933425319075,0.6124401913875598,False
factors_finance,2,22,2,text_only,2,1-1,1,1.0,0.6239176155737283,0.6244019138755981,False
factors_finance,2,22,2,text_only,3,1-1,1,10.0,0.6214549372950914,0.6220095693779905,False
factors_finance,2,22,2,text_only,4,1-1,2,0.1,0.6101554404145078,0.6124401913875599,False
factors_finance,2,22,2,text_only,5,1-1,2,1.0,0.6136628491058871,0.6148325358851675,False
factors_finance,2,22,2,text_only,6,1-1,2,10.0,0.5954135954135954,0.5956937799043063,False
factors_finance,2,22,2,text_only,7,1-2,1,0.1,0.6036092991177907,0.605263157894737,False
factors_finance,2,22,2,text_only,8,1-2,1,1.0,0.6188296829029094,0.6196172248803828,False
factors_finance,2,22,2,text_only,9,1-2,1,10.0,0.6262466469495839,0.6267942583732058,True
factors_finance,2,22,2,text_only,10,1-2,2,0.1,0.6015572960929784,0.6028708133971292,False
factors_finance,2,22,2,text_only,11,1-2,2,1.0,0.6138579207381099,0.6148325358851674,False
factors_finance,2,22,2,text_only,12,1-2,2,10.0,0.6097776097776098,0.6100478468899522,False
factors_finance,2,22,2,emotion_aware,1,1-1,1,0.1,0.560366677203368,0.562200956937799,False
factors_finance,2,22,2,emotion_aware,2,1-1,1,1.0,0.5798367595448566,0.5813397129186603,False
factors_finance,2,22,2,emotion_aware,3,1-1,1,10.0,0.6094017828990741,0.6100478468899522,False
factors_finance,2,22,2,emotion_aware,4,1-1,2,0.1,0.5704698757139988,0.5717703349282297,False
factors_finance,2,22,2,emotion_aware,5,1-1,2,1.0,0.5779812303526766,0.5789473684210527,False
factors_finance,2,22,2,emotion_aware,6,1-1,2,10.0,0.6191267571733936,0.6196172248803828,True
factors_finance,2,22,2,emotion_aware,7,1-2,1,0.1,0.5696991655308454,0.5717703349282297,False
factors_finance,2,22,2,emotion_aware,8,1-2,1,1.0,0.5773120058834345,0.5789473684210527,False
factors_finance,2,22,2,emotion_aware,9,1-2,1,10.0,0.6154995975623778,0.6172248803827751,False
factors_finance,2,22,2,emotion_aware,10,1-2,2,0.1,0.5704698757139988,0.5717703349282297,False
factors_finance,2,22,2,emotion_aware,11,1-2,2,1.0,0.5800683142455294,0.5813397129186603,False
factors_finance,2,22,2,emotion_aware,12,1-2,2,10.0,0.6070798083316138,0.6076555023923444,False
factors_finance,2,22,3,text_only,1,1-1,1,0.1,0.6169091533967236,0.6172248803827751,True
factors_finance,2,22,3,text_only,2,1-1,1,1.0,0.6076195709412276,0.6076555023923444,False
factors_finance,2,22,3,text_only,3,1-1,1,10.0,0.5908880176287097,0.5909090909090909,False
factors_finance,2,22,3,text_only,4,1-1,2,0.1,0.5955062613445715,0.5956937799043063,False
factors_finance,2,22,3,text_only,5,1-1,2,1.0,0.5933014354066986,0.5933014354066986,False
factors_finance,2,22,3,text_only,6,1-1,2,10.0,0.5712181731700468,0.5717703349282297,False
factors_finance,2,22,3,text_only,7,1-2,1,0.1,0.5903816067713855,0.5909090909090909,False
factors_finance,2,22,3,text_only,8,1-2,1,1.0,0.5955062613445715,0.5956937799043063,False
factors_finance,2,22,3,text_only,9,1-2,1,10.0,0.5881773399014778,0.5885167464114833,False
factors_finance,2,22,3,text_only,10,1-2,2,0.1,0.5905130188192833,0.5909090909090909,False
factors_finance,2,22,3,text_only,11,1-2,2,1.0,0.5978559648158328,0.5980861244019139,False
factors_finance,2,22,3,text_only,12,1-2,2,10.0,0.588507326007326,0.5885167464114833,False
factors_finance,2,22,3,emotion_aware,1,1-1,1,0.1,0.5600835044253896,0.562200956937799,False
factors_finance,2,22,3,emotion_aware,2,1-1,1,1.0,0.5770495573186156,0.5789473684210527,False
factors_finance,2,22,3,emotion_aware,3,1-1,1,10.0,0.6044458973520759,0.6052631578947368,False
factors_finance,2,22,3,emotion_aware,4,1-1,2,0.1,0.560366677203368,0.562200956937799,False
factors_finance,2,22,3,emotion_aware,5,1-1,2,1.0,0.5871557525782668,0.5885167464114833,False
factors_finance,2,22,3,emotion_aware,6,1-1,2,10.0,0.5931524103973433,0.5933014354066986,False
factors_finance,2,22,3,emotion_aware,7,1-2,1,0.1,0.5578245371967345,0.5598086124401914,False
factors_finance,2,22,3,emotion_aware,8,1-2,1,1.0,0.5620264824409902,0.5645933014354068,False
factors_finance,2,22,3,emotion_aware,9,1-2,1,10.0,0.6061316418459275,0.6076555023923444,True
factors_finance,2,22,3,emotion_aware,10,1-2,2,0.1,0.5629021879021878,0.5645933014354068,False
factors_finance,2,22,3,emotion_aware,11,1-2,2,1.0,0.5965250965250966,0.5980861244019139,False
factors_finance,2,22,3,emotion_aware,12,1-2,2,10.0,0.5979388526279629,0.5980861244019139,False
factors_finance,2,22,4,text_only,1,1-1,1,0.1,0.6196150478185471,0.6196172248803828,False
factors_finance,2,22,4,text_only,2,1-1,1,1.0,0.6290825819378847,0.6291866028708134,False
factors_finance,2,22,4,text_only,3,1-1,1,10.0,0.6148126949603641,0.6148325358851674,False
factors_finance,2,22,4,text_only,4,1-1,2,0.1,0.6148126949603641,0.6148325358851674,False
factors_finance,2,22,4,text_only,5,1-1,2,1.0,0.6100277594940331,0.6100478468899522,False
factors_finance,2,22,4,text_only,6,1-1,2,10.0,0.5956729530950404,0.5956937799043063,False
factors_finance,2,22,4,text_only,7,1-2,1,0.1,0.6384062329924666,0.638755980861244,True
factors_finance,2,22,4,text_only,8,1-2,1,1.0,0.6337176337176338,0.6339712918660287,False
factors_finance,2,22,4,text_only,9,1-2,1,10.0,0.6243481645573243,0.6244019138755981,False
factors_finance,2,22,4,text_only,10,1-2,2,0.1,0.6240382687405116,0.6244019138755981,False
factors_finance,2,22,4,text_only,11,1-2,2,1.0,0.6195105195362817,0.6196172248803828,False
factors_finance,2,22,4,text_only,12,1-2,2,10.0,0.6075746473713134,0.6076555023923444,False
factors_finance,2,22,4,emotion_aware,1,1-1,1,0.1,0.5783295504046587,0.5789473684210527,False
factors_finance,2,22,4,emotion_aware,2,1-1,1,1.0,0.6075746473713134,0.6076555023923444,False
factors_finance,2,22,4,emotion_aware,3,1-1,1,10.0,0.5956914659203425,0.5956937799043063,False
factors_finance,2,22,4,emotion_aware,4,1-1,2,0.1,0.5852675166176311,0.5861244019138756,False
factors_finance,2,22,4,emotion_aware,5,1-1,2,1.0,0.6121205178141826,0.6124401913875599,False
factors_finance,2,22,4,emotion_aware,6,1-1,2,10.0,0.5813373167814198,0.5813397129186604,False
factors_finance,2,22,4,emotion_aware,7,1-2,1,0.1,0.5854387020953364,0.5861244019138756,False
factors_finance,2,22,4,emotion_aware,8,1-2,1,1.0,0.5950239344168315,0.5956937799043063,False
factors_finance,2,22,4,emotion_aware,9,1-2,1,10.0,0.6163465730478879,0.6172248803827751,True
factors_finance,2,22,4,emotion_aware,10,1-2,2,0.1,0.5875725660264794,0.5885167464114833,False
factors_finance,2,22,4,emotion_aware,11,1-2,2,1.0,0.6070798083316138,0.6076555023923444,False
factors_finance,2,22,4,emotion_aware,12,1-2,2,10.0,0.6028708133971292,0.6028708133971292,False
factors_finance,2,22,5,text_only,1,1-1,1,0.1,0.6407453245324533,0.6411483253588517,True
factors_finance,2,22,5,text_only,2,1-1,1,1.0,0.6315705128205128,0.631578947368421,False
factors_finance,2,22,5,text_only,3,1-1,1,10.0,0.6147774171575109,0.6148325358851675,False
factors_finance,2,22,5,text_only,4,1-1,2,0.1,0.6124046981248712,0.6124401913875599,False
factors_finance,2,22,5,text_only,5,1-1,2,1.0,0.6195627908574176,0.6196172248803827,False
factors_finance,2,22,5,text_only,6,1-1,2,10.0,0.5907943323314727,0.5909090909090908,False
factors_finance,2,22,5,text_only,7,1-2,1,0.1,0.62882759015783,0.6291866028708134,False
factors_finance,2,22,5,text_only,8,1-2,1,1.0,0.6171459974354276,0.6172248803827751,False
factors_finance,2,22,5,text_only,9,1-2,1,10.0,0.6339189119571378,0.6339712918660287,False
factors_finance,2,22,5,text_only,10,1-2,2,0.1,0.6194408020934135,0.6196172248803828,False
factors_finance,2,22,5,text_only,11,1-2,2,1.0,0.6052428240277024,0.6052631578947368,False
factors_finance,2,22,5,text_only,12,1-2,2,10.0,0.6051524259338772,0.6052631578947368,False
factors_finance,2,22,5,emotion_aware,1,1-1,1,0.1,0.5764362387290682,0.5765550239234449,False
factors_finance,2,22,5,emotion_aware,2,1-1,1,1.0,0.6193536193536193,0.6196172248803828,False
factors_finance,2,22,5,emotion_aware,3,1-1,1,10.0,0.6362303904729187,0.6363636363636364,True
factors_finance,2,22,5,emotion_aware,4,1-1,2,0.1,0.5834936778449697,0.5837320574162679,False
factors_finance,2,22,5,emotion_aware,5,1-1,2,1.0,0.6240382687405116,0.6244019138755981,False
factors_finance,2,22,5,emotion_aware,6,1-1,2,10.0,0.6267600796758019,0.6267942583732058,False
factors_finance,2,22,5,emotion_aware,7,1-2,1,0.1,0.5813181466960478,0.5813397129186603,False
factors_finance,2,22,5,emotion_aware,8,1-2,1,1.0,0.6096703044885566,0.6100478468899522,False
factors_finance,2,22,5,emotion_aware,9,1-2,1,10.0,0.6123603224033706,0.6124401913875599,False
factors_finance,2,22,5,emotion_aware,10,1-2,2,0.1,0.578706248854682,0.5789473684210527,False
factors_finance,2,22,5,emotion_aware,11,1-2,2,1.0,0.6194408020934135,0.6196172248803828,False
factors_finance,2,22,5,emotion_aware,12,1-2,2,10.0,0.6052608986796244,0.6052631578947368,False
factors_finance,3,33,1,text_only,1,1-1,1,0.1,0.5817307692307693,0.5817307692307693,False
factors_finance,3,33,1,text_only,2,1-1,1,1.0,0.5841129866452466,0.5841346153846154,False
factors_finance,3,33,1,text_only,3,1-1,1,10.0,0.5863854975952645,0.5865384615384615,False
factors_finance,3,33,1,text_only,4,1-1,2,0.1,0.5961165048543688,0.5961538461538461,False
factors_finance,3,33,1,text_only,5,1-1,2,1.0,0.5769230769230769,0.5769230769230769,False
factors_finance,3,33,1,text_only,6,1-1,2,10.0,0.5817307692307693,0.5817307692307693,False
factors_finance,3,33,1,text_only,7,1-2,1,0.1,0.6216319555079223,0.6225961538461539,True
factors_finance,3,33,1,text_only,8,1-2,1,1.0,0.6123333738503303,0.6129807692307692,False
factors_finance,3,33,1,text_only,9,1-2,1,10.0,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,text_only,10,1-2,2,0.1,0.6079895938719468,0.6081730769230769,False
factors_finance,3,33,1,text_only,11,1-2,2,1.0,0.6081164646797395,0.6081730769230769,False
factors_finance,3,33,1,text_only,12,1-2,2,10.0,0.6009246417013407,0.6009615384615385,False
factors_finance,3,33,1,emotion_aware,1,1-1,1,0.1,0.5688120675178783,0.5697115384615385,False
factors_finance,3,33,1,emotion_aware,2,1-1,1,1.0,0.6174148432212949,0.6177884615384616,False
factors_finance,3,33,1,emotion_aware,3,1-1,1,10.0,0.6201571890892279,0.6201923076923077,False
factors_finance,3,33,1,emotion_aware,4,1-1,2,0.1,0.5832652943049885,0.5841346153846154,False
factors_finance,3,33,1,emotion_aware,5,1-1,2,1.0,0.627039627039627,0.6274038461538461,False
factors_finance,3,33,1,emotion_aware,6,1-1,2,10.0,0.6033447560489347,0.6033653846153846,False
factors_finance,3,33,1,emotion_aware,7,1-2,1,0.1,0.5759429153924567,0.5769230769230769,False
factors_finance,3,33,1,emotion_aware,8,1-2,1,1.0,0.6146631776393489,0.6153846153846154,False
factors_finance,3,33,1,emotion_aware,9,1-2,1,10.0,0.624783181849719,0.625,False
factors_finance,3,33,1,emotion_aware,10,1-2,2,0.1,0.5759429153924567,0.5769230769230769,False
factors_finance,3,33,1,emotion_aware,11,1-2,2,1.0,0.6345815996301434,0.6346153846153846,True
factors_finance,3,33,1,emotion_aware,12,1-2,2,10.0,0.6153757252155421,0.6153846153846154,False
factors_finance,3,33,2,text_only,1,1-1,1,0.1,0.5760090315703814,0.5765550239234449,False
factors_finance,3,33,2,text_only,2,1-1,1,1.0,0.5809343759846466,0.5813397129186603,False
factors_finance,3,33,2,text_only,3,1-1,1,10.0,0.6050800776441083,0.605263157894737,True
