dataset,repetition,seed,model,classifier,representation,C,affect_weight,scope,subset,manipulation_category,rows,detected_misleading,missed_misleading,misleading_recall
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,flipping,7,4,3,0.5714285714285714
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,numerical,20,5,15,0.25
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,sentiment,53,27,26,0.5094339622641509
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,main,causal,188,115,73,0.6117021276595744
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,main,flipping,306,171,135,0.5588235294117647
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,main,numerical,353,191,162,0.5410764872521246
liar2_finance,7,77,text_only,logistic_regression,word_char,0.1,,subset_category,main,sentiment,153,92,61,0.6013071895424836
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,overall,all,all,1123,392,731,0.3490650044523598
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,overall_non_sentiment,all,non_sentiment,917,320,597,0.3489640130861505
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset,hard_case,all,123,29,94,0.23577235772357724
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_non_sentiment,hard_case,non_sentiment,70,17,53,0.24285714285714285
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset,main,all,1000,363,637,0.363
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_non_sentiment,main,non_sentiment,847,303,544,0.3577331759149941
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,category,all,causal,231,87,144,0.37662337662337664
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,category,all,flipping,313,140,173,0.4472843450479233
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,category,all,numerical,373,93,280,0.24932975871313673
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,category,all,sentiment,206,72,134,0.34951456310679613
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,causal,43,13,30,0.3023255813953488
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,flipping,7,4,3,0.5714285714285714
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,numerical,20,0,20,0.0
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,sentiment,53,12,41,0.22641509433962265
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,causal,188,74,114,0.39361702127659576
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,flipping,306,136,170,0.4444444444444444
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,numerical,353,93,260,0.26345609065155806
liar2_finance,7,77,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,sentiment,153,60,93,0.39215686274509803
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,overall,all,all,1123,533,590,0.4746215494211932
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,overall_non_sentiment,all,non_sentiment,917,443,474,0.4830970556161396
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset,hard_case,all,123,43,80,0.34959349593495936
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_non_sentiment,hard_case,non_sentiment,70,26,44,0.37142857142857144
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset,main,all,1000,490,510,0.49
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_non_sentiment,main,non_sentiment,847,417,430,0.4923258559622196
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,category,all,causal,231,127,104,0.5497835497835498
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,category,all,flipping,313,141,172,0.4504792332268371
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,category,all,numerical,373,175,198,0.4691689008042895
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,category,all,sentiment,206,90,116,0.4368932038834951
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,hard_case,causal,43,20,23,0.46511627906976744
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,hard_case,flipping,7,3,4,0.42857142857142855
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,hard_case,numerical,20,3,17,0.15
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,hard_case,sentiment,53,17,36,0.32075471698113206
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,main,causal,188,107,81,0.5691489361702128
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,main,flipping,306,138,168,0.45098039215686275
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,main,numerical,353,172,181,0.48725212464589235
liar2_finance,8,88,text_only,logistic_regression,word_char,1.0,,subset_category,main,sentiment,153,73,80,0.477124183006536
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,overall,all,all,1123,402,721,0.3579697239536955
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,overall_non_sentiment,all,non_sentiment,917,327,590,0.35659760087241005
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset,hard_case,all,123,30,93,0.24390243902439024
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_non_sentiment,hard_case,non_sentiment,70,17,53,0.24285714285714285
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset,main,all,1000,372,628,0.372
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_non_sentiment,main,non_sentiment,847,310,537,0.3659976387249115
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,category,all,causal,231,91,140,0.3939393939393939
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,category,all,flipping,313,141,172,0.4504792332268371
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,category,all,numerical,373,95,278,0.2546916890080429
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,category,all,sentiment,206,75,131,0.3640776699029126
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,hard_case,causal,43,13,30,0.3023255813953488
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,hard_case,flipping,7,4,3,0.5714285714285714
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,hard_case,numerical,20,0,20,0.0
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,hard_case,sentiment,53,13,40,0.24528301886792453
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,main,causal,188,78,110,0.4148936170212766
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,main,flipping,306,137,169,0.4477124183006536
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,main,numerical,353,95,258,0.26912181303116145
liar2_finance,8,88,emotion_aware,logistic_regression,word,1.0,0.05,subset_category,main,sentiment,153,62,91,0.40522875816993464
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,overall,all,all,1123,629,494,0.560106856634016
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,overall_non_sentiment,all,non_sentiment,917,510,407,0.5561613958560524
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset,hard_case,all,123,60,63,0.4878048780487805
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_non_sentiment,hard_case,non_sentiment,70,33,37,0.4714285714285714
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset,main,all,1000,569,431,0.569
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_non_sentiment,main,non_sentiment,847,477,370,0.5631641086186541
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,category,all,causal,231,139,92,0.6017316017316018
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,category,all,flipping,313,175,138,0.5591054313099042
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,category,all,numerical,373,196,177,0.5254691689008043
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,category,all,sentiment,206,119,87,0.5776699029126213
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,causal,43,24,19,0.5581395348837209
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,flipping,7,4,3,0.5714285714285714
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,numerical,20,5,15,0.25
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,hard_case,sentiment,53,27,26,0.5094339622641509
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,main,causal,188,115,73,0.6117021276595744
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,main,flipping,306,171,135,0.5588235294117647
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,main,numerical,353,191,162,0.5410764872521246
liar2_finance,9,99,text_only,logistic_regression,word_char,0.1,,subset_category,main,sentiment,153,92,61,0.6013071895424836
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,overall,all,all,1123,452,671,0.402493321460374
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,overall_non_sentiment,all,non_sentiment,917,374,543,0.4078516902944384
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset,hard_case,all,123,33,90,0.2682926829268293
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_non_sentiment,hard_case,non_sentiment,70,16,54,0.22857142857142856
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset,main,all,1000,419,581,0.419
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_non_sentiment,main,non_sentiment,847,358,489,0.42266824085005905
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,category,all,causal,231,86,145,0.3722943722943723
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,category,all,flipping,313,184,129,0.5878594249201278
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,category,all,numerical,373,104,269,0.27882037533512066
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,category,all,sentiment,206,78,128,0.3786407766990291
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,hard_case,causal,43,12,31,0.27906976744186046
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,hard_case,flipping,7,4,3,0.5714285714285714
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,hard_case,numerical,20,0,20,0.0
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,hard_case,sentiment,53,17,36,0.32075471698113206
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,main,causal,188,74,114,0.39361702127659576
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,main,flipping,306,180,126,0.5882352941176471
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,main,numerical,353,104,249,0.29461756373937675
liar2_finance,9,99,emotion_aware,logistic_regression,word_char,0.1,0.05,subset_category,main,sentiment,153,61,92,0.39869281045751637
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,overall,all,all,1123,522,601,0.46482635796972394
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,overall_non_sentiment,all,non_sentiment,917,427,490,0.46564885496183206
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset,hard_case,all,123,43,80,0.34959349593495936
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_non_sentiment,hard_case,non_sentiment,70,26,44,0.37142857142857144
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset,main,all,1000,479,521,0.479
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_non_sentiment,main,non_sentiment,847,401,446,0.4734356552538371
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,category,all,causal,231,122,109,0.5281385281385281
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,category,all,flipping,313,144,169,0.46006389776357826
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,category,all,numerical,373,161,212,0.4316353887399464
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,category,all,sentiment,206,95,111,0.46116504854368934
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,hard_case,causal,43,20,23,0.46511627906976744
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,hard_case,flipping,7,3,4,0.42857142857142855
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,hard_case,numerical,20,3,17,0.15
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,hard_case,sentiment,53,17,36,0.32075471698113206
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,main,causal,188,102,86,0.5425531914893617
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,main,flipping,306,141,165,0.46078431372549017
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,main,numerical,353,158,195,0.4475920679886686
liar2_finance,10,110,text_only,logistic_regression,word,1.0,,subset_category,main,sentiment,153,78,75,0.5098039215686274
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,overall,all,all,1123,341,782,0.30365093499554763
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,overall_non_sentiment,all,non_sentiment,917,282,635,0.3075245365321701
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset,hard_case,all,123,28,95,0.22764227642276422
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_non_sentiment,hard_case,non_sentiment,70,17,53,0.24285714285714285
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset,main,all,1000,313,687,0.313
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_non_sentiment,main,non_sentiment,847,265,582,0.31286894923258557
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,category,all,causal,231,74,157,0.3203463203463203
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,category,all,flipping,313,122,191,0.38977635782747605
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,category,all,numerical,373,86,287,0.23056300268096513
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,category,all,sentiment,206,59,147,0.28640776699029125
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,causal,43,14,29,0.32558139534883723
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,flipping,7,3,4,0.42857142857142855
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,numerical,20,0,20,0.0
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,sentiment,53,11,42,0.20754716981132076
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,main,causal,188,60,128,0.3191489361702128
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,main,flipping,306,119,187,0.3888888888888889
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,main,numerical,353,86,267,0.24362606232294617
liar2_finance,10,110,emotion_aware,linear_svm,word,0.1,0.25,subset_category,main,sentiment,153,48,105,0.3137254901960784
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,overall,all,all,1123,436,687,0.38824577025823687
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,overall_non_sentiment,all,non_sentiment,917,374,543,0.4078516902944384
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset,hard_case,all,123,30,93,0.24390243902439024
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_non_sentiment,hard_case,non_sentiment,70,19,51,0.2714285714285714
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset,main,all,1000,406,594,0.406
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_non_sentiment,main,non_sentiment,847,355,492,0.41912632821723733
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,category,all,causal,231,64,167,0.27705627705627706
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,category,all,flipping,313,139,174,0.4440894568690096
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,category,all,numerical,373,171,202,0.4584450402144772
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,category,all,sentiment,206,62,144,0.30097087378640774
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,hard_case,causal,43,10,33,0.23255813953488372
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,hard_case,flipping,7,2,5,0.2857142857142857
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,hard_case,numerical,20,7,13,0.35
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,hard_case,sentiment,53,11,42,0.20754716981132076
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,main,causal,188,54,134,0.2872340425531915
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,main,flipping,306,137,169,0.4477124183006536
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,main,numerical,353,164,189,0.46458923512747874
factors_finance,1,11,text_only,logistic_regression,word_char,10.0,,subset_category,main,sentiment,153,51,102,0.3333333333333333
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,overall,all,all,1123,384,739,0.3419412288512912
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,overall_non_sentiment,all,non_sentiment,917,314,603,0.34242093784078514
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset,hard_case,all,123,28,95,0.22764227642276422
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_non_sentiment,hard_case,non_sentiment,70,16,54,0.22857142857142856
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset,main,all,1000,356,644,0.356
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_non_sentiment,main,non_sentiment,847,298,549,0.35182998819362454
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,category,all,causal,231,63,168,0.2727272727272727
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,category,all,flipping,313,132,181,0.4217252396166134
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,category,all,numerical,373,119,254,0.3190348525469169
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,category,all,sentiment,206,70,136,0.33980582524271846
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,causal,43,9,34,0.20930232558139536
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,flipping,7,1,6,0.14285714285714285
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,numerical,20,6,14,0.3
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,hard_case,sentiment,53,12,41,0.22641509433962265
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,causal,188,54,134,0.2872340425531915
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,flipping,306,131,175,0.42810457516339867
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,numerical,353,113,240,0.32011331444759206
factors_finance,1,11,emotion_aware,linear_svm,word,0.1,0.05,subset_category,main,sentiment,153,58,95,0.3790849673202614
factors_finance,2,22,text_only,logistic_regression,word,0.1,,overall,all,all,1123,454,669,0.40427426536064115
factors_finance,2,22,text_only,logistic_regression,word,0.1,,overall_non_sentiment,all,non_sentiment,917,371,546,0.40458015267175573
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset,hard_case,all,123,33,90,0.2682926829268293
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_non_sentiment,hard_case,non_sentiment,70,18,52,0.2571428571428571
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset,main,all,1000,421,579,0.421
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_non_sentiment,main,non_sentiment,847,353,494,0.4167650531286895
factors_finance,2,22,text_only,logistic_regression,word,0.1,,category,all,causal,231,84,147,0.36363636363636365
factors_finance,2,22,text_only,logistic_regression,word,0.1,,category,all,flipping,313,147,166,0.4696485623003195
factors_finance,2,22,text_only,logistic_regression,word,0.1,,category,all,numerical,373,140,233,0.3753351206434316
factors_finance,2,22,text_only,logistic_regression,word,0.1,,category,all,sentiment,206,83,123,0.4029126213592233
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,hard_case,causal,43,11,32,0.2558139534883721
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,hard_case,flipping,7,1,6,0.14285714285714285
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,hard_case,numerical,20,6,14,0.3
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,hard_case,sentiment,53,15,38,0.2830188679245283
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,main,causal,188,73,115,0.3882978723404255
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,main,flipping,306,146,160,0.477124183006536
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,main,numerical,353,134,219,0.37960339943342775
factors_finance,2,22,text_only,logistic_regression,word,0.1,,subset_category,main,sentiment,153,68,85,0.4444444444444444
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,overall,all,all,1123,348,775,0.3098842386464826
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,overall_non_sentiment,all,non_sentiment,917,278,639,0.3031624863685932
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset,hard_case,all,123,28,95,0.22764227642276422
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_non_sentiment,hard_case,non_sentiment,70,14,56,0.2
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset,main,all,1000,320,680,0.32
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_non_sentiment,main,non_sentiment,847,264,583,0.3116883116883117
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,category,all,causal,231,47,184,0.20346320346320346
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,category,all,flipping,313,120,193,0.38338658146964855
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,category,all,numerical,373,111,262,0.2975871313672922
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,category,all,sentiment,206,70,136,0.33980582524271846
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,hard_case,causal,43,6,37,0.13953488372093023
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,hard_case,flipping,7,2,5,0.2857142857142857
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,hard_case,numerical,20,6,14,0.3
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,hard_case,sentiment,53,14,39,0.2641509433962264
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,main,causal,188,41,147,0.21808510638297873
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,main,flipping,306,118,188,0.38562091503267976
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,main,numerical,353,105,248,0.29745042492917845
factors_finance,2,22,emotion_aware,linear_svm,word,0.1,0.1,subset_category,main,sentiment,153,56,97,0.3660130718954248
factors_finance,3,33,text_only,logistic_regression,word,0.1,,overall,all,all,1123,454,669,0.40427426536064115
factors_finance,3,33,text_only,logistic_regression,word,0.1,,overall_non_sentiment,all,non_sentiment,917,371,546,0.40458015267175573
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset,hard_case,all,123,33,90,0.2682926829268293
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_non_sentiment,hard_case,non_sentiment,70,18,52,0.2571428571428571
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset,main,all,1000,421,579,0.421
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_non_sentiment,main,non_sentiment,847,353,494,0.4167650531286895
factors_finance,3,33,text_only,logistic_regression,word,0.1,,category,all,causal,231,84,147,0.36363636363636365
factors_finance,3,33,text_only,logistic_regression,word,0.1,,category,all,flipping,313,147,166,0.4696485623003195
factors_finance,3,33,text_only,logistic_regression,word,0.1,,category,all,numerical,373,140,233,0.3753351206434316
factors_finance,3,33,text_only,logistic_regression,word,0.1,,category,all,sentiment,206,83,123,0.4029126213592233
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,hard_case,causal,43,11,32,0.2558139534883721
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,hard_case,flipping,7,1,6,0.14285714285714285
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,hard_case,numerical,20,6,14,0.3
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,hard_case,sentiment,53,15,38,0.2830188679245283
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,main,causal,188,73,115,0.3882978723404255
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,main,flipping,306,146,160,0.477124183006536
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,main,numerical,353,134,219,0.37960339943342775
factors_finance,3,33,text_only,logistic_regression,word,0.1,,subset_category,main,sentiment,153,68,85,0.4444444444444444
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,overall,all,all,1123,344,779,0.30632235084594833
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,overall_non_sentiment,all,non_sentiment,917,259,658,0.2824427480916031
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset,hard_case,all,123,33,90,0.2682926829268293
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_non_sentiment,hard_case,non_sentiment,70,13,57,0.18571428571428572
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset,main,all,1000,311,689,0.311
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_non_sentiment,main,non_sentiment,847,246,601,0.29043683589138136
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,category,all,causal,231,56,175,0.24242424242424243
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,category,all,flipping,313,90,223,0.28753993610223644
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,category,all,numerical,373,113,260,0.30294906166219837
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,category,all,sentiment,206,85,121,0.41262135922330095
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,causal,43,6,37,0.13953488372093023
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,flipping,7,2,5,0.2857142857142857
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,numerical,20,5,15,0.25
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_category,hard_case,sentiment,53,20,33,0.37735849056603776
factors_finance,3,33,emotion_aware,linear_svm,word,0.1,0.25,subset_category,main,causal,188,50,138,0.26595744680851063
